"Date","Pl","Tag","Q","Stms","Str","Crl","Dne","Straight","Curled","Done","Note","Old_note"
2020-07-17,1,1504,,"",0,0,3,,,,,""
2020-07-17,1,1532,,"2",0,0,3,,,,,""
2020-07-17,1,1533,,"4",1,0,2,,,,,"is 1568; pv"
2020-07-17,1,1536,,"",0,0,1,,,,,""
2020-07-17,1,1537,,"",0,0,1,,,,,""
2020-07-17,1,1548,"","1",0,0,1,,,,,"old tag"
2020-07-17,1,1565,,"",0,2,1,,,,,""
2020-07-17,1,1568,,"",,,,,,,,"is 1533; tag collected"
2020-07-17,1,1582,"x","1",0,0,2,,,,,"suspicous; missed before? Iggy?"
2020-07-17,1,1591,,"",0,0,1,,,,,""
2020-07-17,2,1506,,"",0,0,1,,,,,""
2020-07-17,2,1513,,"",0,0,4,,,,,""
2020-07-17,2,1530,,"",,,,,,,,""
2020-07-17,2,1561,,"1",0,0,1,,,,,"no sign of 2nd done"
2020-07-17,2,1570,"x","1",0,0,1,,,,,"is 1530? Check; mc"
2020-07-17,2,1588,,"",0,1,0,,,,,""
2020-07-17,2,1590,,"",0,0,1,,,,,"mc"
2020-07-17,2,1598,,"",0,0,1,,,,,""
2020-07-17,2,1611,,"",0,0,4,,,,,"no sign of 5th seed"
2020-07-17,3,1607,"","1",,1,0,,,,,""
2020-07-17,5,1549,"","2",0,0,0,,,,,"2pv"
2020-07-17,5,1637,"","2",1,0,0,,,,,"pv"
2020-07-17,6,1515,,"",1,1,0,,,,,""
2020-07-17,6,1526,,"1",1,0,3,,,,,""
2020-07-17,6,1563,,"8",4,15,17,,,,,"8 stems counted"
2020-07-17,8,1639,"","1",0,1,0,,,,,"OUTSIDE NE"
2020-07-17,9,1613,,"",0,1,0,,,,,""
2020-07-17,10,1525,"","1",0,0,0,,,,,"pv"
2020-07-17,14,1511,,"2",2,1,1,,,,,""
2020-07-17,17,1594,,"",0,2,0,,,,,""
2020-07-17,18,1566,"","1",0,0,0,,,,,"pv"
2020-07-17,18,1575,"","1",0,0,0,,,,,"pv"
2020-07-17,22,1608,"","1",0,0,0,,,,,"1 uncounted grazed stem; 1 pv tomorrow"
2020-07-17,25,1560,,"",0,0,1,,,,,""
2020-07-17,25,1569,"","1",0,0,0,,,,,"pv tomorrow"
2020-07-17,31,1502,"","1",1,0,0,,,,,""
2020-07-17,31,1507,,"4",1,0,2,,,,,"1pv"
2020-07-17,31,1509,,"1",0,0,1,,,,,""
2020-07-17,31,1510,,"4",0,1,0,,,,,""
2020-07-17,31,1527,,"1",0,0,1,,,,,"mc"
2020-07-17,31,1553,,"",0,0,1,,,,,""
2020-07-17,31,1564,,"",0,0,1,,,,,"mc"
2020-07-17,31,1589,,"",0,2,0,,,,,""
2020-07-17,31,1631,"","1",1,0,0,,,,,""
2020-07-17,32,1554,,"",0,0,0,,,,,"pv; accidentally broke off a bud"
2020-07-17,32,1595,,"",0,1,0,,,,,""
2020-07-17,32,1614,,"",1,0,0,,,,,""
2020-07-17,32,1618,"","1",0,0,0,,,,,"pv"
2020-07-17,32,1627,"","1",0,0,0,,,,,"pv"
2020-07-17,32,1635,"","9",1,0,0,,,,,"2pv; 1 tomorrow"
2020-07-17,33,1503,,"2",0,0,2,,,,,""
2020-07-17,33,1508,,"",0,0,2,,,,,"mc"
2020-07-17,33,1516,,"",0,0,1,,,,,"mc"
2020-07-17,33,1518,,"",0,1,0,,,,,""
2020-07-17,33,1521,,"",1,0,0,,,,,"still deformed"
2020-07-17,33,1529,,"3",1,1,1,,,,,""
2020-07-17,33,1540,,"",0,1,0,,,,,""
2020-07-17,33,1547,,"",0,1,0,,,,,""
2020-07-17,33,1550,"","1",0,0,1,,,,,"old tag; mc"
2020-07-17,33,1552,,"",1,0,2,,,,,"check"
2020-07-17,33,1555,,"2",0,0,1,,,,,"2pv"
2020-07-17,33,1558,,"",0,0,1,,,,,"mc"
2020-07-17,33,1578,,"",0,1,0,,,,,""
2020-07-17,33,1597,,"",0,1,0,,,,,""
2020-07-17,33,1602,,"",0,0,1,,,,,"mc"
2020-07-17,33,1616,"","2",1,0,0,,,,,"1pv"
2020-07-17,33,1617,"","1",0,0,0,,,,,""
2020-07-17,33,1634,"","1",0,0,0,,,,,"pv; tomorrow"
2020-07-17,33,1678,"","3",1,2,0,,,,,""
2020-07-17,42,1583,"","1",0,0,0,,,,,"pv"
2020-07-17,44,1604,"","2",0,2,0,,,,,"neighbor is 4;1;1;1; measure is 8cm; OUTSIDE SW"
2020-07-17,45,1531,,"4",0,2,1,,,,,""
2020-07-17,45,1571,,"",0,0,1,,,,,""
2020-07-17,45,1573,,"",1,2,0,,,,,""
2020-07-17,45,1574,,"",0,1,0,,,,,""
2020-07-17,45,1592,,"",,,,,,,,"can't find"
2020-07-17,45,1600,,"",0,1,1,,,,,""
2020-07-17,45,1601,,"",0,1,1,,,,,""
2020-07-17,45,1606,,"2",0,2,0,,,,,""
2020-07-17,45,1624,"","1",1,0,0,,,,,"neighb @ 5 cm"
2020-07-17,45,1630,"","2",2,0,0,,,,,""
2020-07-17,46,1562,,"2",0,0,3,,,,,""
2020-07-17,46,1586,,"",0,2,2,,,,,""
2020-07-17,46,1636,"","1",0,0,1,,,,,"dist to 1552 is 8 cm"
2020-07-17,47,1514,,"",0,1,0,,,,,"1pv"
