"Date","Pl","Tag","Q","Stms","Str","Crl","Dne","Straight","Curled","Done","Note","Old_note"
2020-07-17,47,1587,,"2",0,1,0,,,,,"1pv"
2020-07-17,48,1535,,"",1,2,7,,,,,""
2020-07-17,49,1551,,"3",1,2,1,,,,,""
2020-07-17,49,1621,"","1",1,0,0,,,,,""
2020-07-17,50,1501,,"",0,0,1,,,,,""
2020-07-17,50,1505,,"",0,0,2,,,,,""
2020-07-17,50,1517,"","1",0,0,0,,,,,"pv"
2020-07-17,50,1534,,"1",1,0,1,,,,,""
2020-07-17,50,1538,,"",1,0,0,,,,,""
2020-07-17,50,1581,,"",0,0,1,,,,,""
2020-07-17,50,1585,,"3",1,0,1,,,,,"1pv tomorrow"
2020-07-17,50,1615,,"",0,1,1,,,,,""
2020-07-17,50,1628,"","1",0,0,0,,,,,"pv"
2020-07-17,53,1519,,"",0,0,0,,,,,"gone"
2020-07-17,53,1522,,"",0,0,0,,,,,"1 gone; 1pv"
2020-07-17,53,1523,"","1",0,0,0,,,,,"pv"
2020-07-17,53,1524,,"",1,0,0,,,,,""
2020-07-17,53,1584,"","1",0,0,0,,,,,"pv"
2020-07-17,53,1612,,"",0,0,1,,,,,""
2020-07-17,53,1626,"","1",0,0,0,,,,,"pv"
2020-07-17,68,1539,"","1",0,0,0,,,,,"pv"
2020-07-17,68,1545,,"",1,0,0,,,,,""
2020-07-17,68,1622,"","2",0,0,0,,,,,"2pv; one tomorrow"
2020-07-17,71,1512,,"",0,1,1,,,,,""
2020-07-17,71,1520,,"2",0,1,2,,,,,"2pv; 1 omorrow"
2020-07-17,71,1557,,"1",2,1,1,,,,,""
2020-07-17,71,1567,,"1",1,0,1,,,,,""
2020-07-17,71,1579,"","1",0,0,0,,,,,"pv"
2020-07-17,71,1580,"","2",1,0,0,,,,,"1pv"
2020-07-17,74,1599,,"",0,1,0,,,,,""
2020-07-17,74,1633,"","2",0,0,0,,,,,"2pv"
2020-07-17,74,1638,"","2",1,0,0,,,,,"pv; tomorrow"
2020-07-17,75,1632,"","4",0,2,0,,,,,"2pv; OUTSIDE SE"
2020-07-17,78,1603,,"-",0,1,0,,,,,""
2020-07-17,86,1623,"","3",0,0,0,,,,,"2r; separate plants? 3pv"
2020-07-17,86,1625,"","3",0,0,0,,,,,"1pv"
