"Date","Pl","Tag","Q","Stms","Str","Crl","Dne","Straight","Curled","Done","Note","Old_note"
2020-08-27,1,1667,"",,0,0,2,,,,,""
2020-08-27,3,1698,"",,0,0,7,,,,,""
2020-08-27,6,1526,"","1",0,1,0,,,,,""
2020-08-27,18,1673,"","1",0,0,5,,,,,"grazed"
2020-08-27,19,1805,"",,0,0,1,,,,,""
2020-08-27,32,1878,"x","1",0,0,2,,,,,"new? 2nd flow on shorter pedicil; check prev"
2020-08-27,33,1641,"",,0,0,0,,,,,"grazed"
2020-08-27,33,1735,"",,0,0,1,,,,,""
2020-08-27,33,1890,"",,0,0,1,,,,,""
2020-08-27,45,1531,"","1",1,0,1,,,,,"uncounted grazed stem"
2020-08-23,49,1899,"",,,,,,,,,"gone; chewed tag found (bear?)"
2020-08-27,71,1580,"x",,0,0,1,,,,,"check prev - mistaken 1?"
2020-08-27,74,1638,"x",,0,0,0,,,,,"check prev - grazed"
2020-08-27,75,1632,"x","3",0,0,3,,,,,"3 were likely prev missed; 1 white not new; 2 are purple"
2020-08-27,77,1859,"","1",0,0,1,,,,,"1pv"
