"Date","Pl","Tag","Q","Stms","Str","Crl","Dne","Straight","Curled","Done","Note","Old_note"
2020-07-28,31,1544,"","1","0","0",1,,,,,"old tag"
2020-08-02,31,1564,"",,"0","1",3,,,,,""
2020-07-21,31,1589,"","2","0","0",2,,,,,""
2020-07-28,31,1631,,,"0","0",1,,,,,""
2020-07-21,32,1543,"","1","0","0",1,,,,,""
2020-08-02,32,1546,"","4","2","2",8,,,,,""
2020-08-02,32,1554,"",,"0","0",3,,,,,""
2020-08-02,32,1595,"","3","0","2",7,,,,,""
2020-08-02,32,1614,"",,"0","0",4,,,,,""
2020-08-02,32,1618,"","4","0","1",6,,,,,""
2020-08-02,32,1627,"",,"0","0",2,,,,,""
2020-08-02,32,1635,"","11","2","6",22,,,,,""
2020-07-28,32,1649,,,"0","0",1,,,,,""
2020-08-02,32,1651,"",,"1","3",8,,,,,"is 1672; combne"
2020-08-02,32,1676,"","2","0","2",1,,,,,"1pv"
2020-08-02,32,1696,"","2","2","0",2,,,,,""
2020-07-28,32,1707,"","1","0","0",1,,,,,""
2020-08-02,32,1712,"",,"0","0",1,,,,,""
2020-08-02,32,1731,"",,"0","0",2,,,,,"1pv"
2020-08-02,32,1764,"",,"0","0",1,,,,,""
2020-08-02,32,1768,"",,"0","1",1,,,,,""
2020-08-02,32,1778,"",,"0","0",1,,,,,""
2020-08-02,32,1802,"","1","1","0",0,,,,,""
2020-08-02,32,1803,"","1","0","2",0,,,,,""
2020-08-02,32,1804,"","1","1","0",0,,,,,""
2020-08-02,32,1819,"","3","1","1",1,,,,,""
2020-08-02,32,1866,"","3","1","2",2,,,,,""
2020-08-02,32,1878,"","1","1","0",0,,,,,""
2020-08-02,33,1503,"",,"0","0",5,,,,,""
2020-07-21,33,1508,"","1","0","0",0,,,,,"grazed"
2020-07-28,33,1516,,,"0","0",4,,,,,""
2020-08-02,33,1518,"",,"0","0",4,,,,,""
2020-08-02,33,1521,"",,"1","2",1,,,,,""
2020-08-02,33,1528,"","3","0","3",6,,,,,""
2020-08-02,33,1529,"","2","0","0",7,,,,,""
2020-08-02,33,1540,"","1","0","0",4,,,,,""
2020-08-02,33,1547,"",,"0","0",3,,,,,""
2020-08-02,33,1550,"","2","1","0",2,,,,,""
2020-07-28,33,1552,,,"","",,,,,,"can't find"
2020-08-02,33,1555,"",,"0","0",5,,,,,""
2020-08-02,33,1558,"",,"0","1",5,,,,,""
2020-07-28,33,1576,,,"0","0",1,,,,,""
2020-08-02,33,1578,"",,"0","2",5,,,,,"1pv"
2020-08-02,33,1593,"",,"0","0",3,,,,,""
2020-07-28,33,1602,,,"0","0",4,,,,,""
2020-08-02,33,1616,"","2","0","0",2,,,,,""
2020-07-28,33,1617,,,"0","0",1,,,,,""
2020-08-02,33,1634,"","1","0","1",5,,,,,""
2020-08-02,33,1640,"","3","1","2",2,,,,,"1pv"
2020-08-02,33,1641,"",,"0","0",2,,,,,""
2020-08-02,33,1642,"",,"0","0",2,,,,,""
2020-08-02,33,1702,"",,"0","0",1,,,,,""
2020-08-02,33,1704,"",,"0","0",1,,,,,""
2020-08-02,33,1719,"","3","0","2",0,,,,,""
2020-08-02,33,1788,"","3","0","1",2,,,,,""
2020-08-02,33,1842,"","1","0","1",0,,,,,""
2020-08-02,34,1723,"","1","0","0",1,,,,,""
2020-08-02,34,1849,"","1","0","0",1,,,,,"done today"
2020-08-02,41,1745,"","2","1","0",1,,,,,""
2020-07-21,42,1583,"",,"0","0",1,,,,,""
2020-08-02,42,1726,"",,"0","0",1,,,,,""
2020-08-02,42,1748,"",,"0","0",1,,,,,""
2020-08-02,42,1754,"",,"0","0",2,,,,,""
2020-08-02,42,1769,"",,"0","0",1,,,,,""
2020-08-02,42,1770,"",,"0","0",1,,,,,""
2020-08-02,42,1777,"",,"0","0",2,,,,,""
2020-08-02,42,1827,"","1","0","0",1,,,,,""
2020-08-02,43,1572,"",,,,,,,,,""
2020-07-28,43,1644,,"1","0","0",1,,,,,"loose tag applied to neighbor; ignore?"
2020-08-02,43,1713,"","1","0","0",1,,,,,""
2020-08-02,43,1743,"",,"0","0",1,,,,,""
2020-08-02,43,1761,"","3","0","1",2,,,,,"no sign of 3rd stem"
2020-08-02,43,1762,"",,"0","0",1,,,,,"1pv tomorrow"
2020-08-02,44,1604,"","2","0","0",4,,,,,"OUTSIDE SW; 1pv"
2020-08-02,45,1531,"",,"0","0",10,,,,,"1pv tomorrow"
2020-07-28,45,1571,,,"0","0",3,,,,,""
2020-08-02,45,1573,"","3","0","0",3,,,,,"1 stem grazed"
2020-07-28,45,1574,,,"0","0",1,,,,,""
2020-08-02,45,1592,"",,"0","1",14,,,,,""
2020-07-28,45,1600,,"2","0","0",4,,,,,""
2020-08-02,45,1601,"","4","0","0",6,,,,,""
2020-08-02,45,1606,"",,"0","1",3,,,,,""
2020-08-02,45,1624,"",,"1","2",5,,,,,""
2020-07-21,45,1630,"",,"0","0",2,,,,,""
2020-08-02,45,1760,"",,"0","0",1,,,,,""
2020-08-02,45,1874,"","1","0","1",0,,,,,""
2020-08-02,46,1586,"",,"0","1",7,,,,,""
2020-07-28,46,1636,,"1","0","0",0,,,,,"grazed"
2020-08-02,47,1514,"","2","0","1",2,,,,,""
2020-08-02,47,1577,"","1","0","0",1,,,,,"old tag"
2020-08-02,47,1587,"",,,,,,,,,""
2020-07-28,47,1645,,,"0","0",1,,,,,""
2020-08-02,47,1711,"",,"0","0",0,,,,,"grazed"
2020-08-02,47,1720,"",,"0","0",1,,,,,""
2020-08-02,47,1728,"",,"0","0",1,,,,,""
2020-08-02,47,1741,"",,"0","0",1,,,,,""
2020-08-02,47,1749,"",,"0","0",1,,,,,"1 stem grazed"
2020-08-02,47,1755,"","1","0","0",0,,,,,"pv tomorrow"
2020-08-02,47,1756,"",,"0","0",1,,,,,""
2020-08-02,47,1763,"",,"0","0",1,,,,,""
2020-08-02,47,1765,"","2","0","0",1,,,,,""
2020-08-02,47,1766,"",,,,,,,,,"can't find"
2020-08-02,47,1782,"","1","1","0",0,,,,,""
2020-08-02,48,1535,"",,"0","0",15,,,,,""
2020-08-02,49,1551,"",,"0","1",13,,,,,""
2020-08-02,49,1621,"",,"1","0",3,,,,,""
2020-07-21,50,1501,"","2","0","0",2,,,,,""
2020-07-28,50,1505,,,"0","0",4,,,,,""
2020-08-02,50,1534,"",,,,,,,,,""
2020-07-21,50,1538,"","1","0","0",1,,,,,""
2020-07-28,50,1581,,"2","0","0",2,,,,,""
2020-07-28,50,1585,,"5","0","1",1,,,,,"many buds"
2020-08-02,50,1615,"","2","0","0",3,,,,,""
2020-08-02,50,1628,"","1","0","2",3,,,,,"1 done today"
2020-07-21,50,1647,"","1","0","0",1,,,,,""
2020-07-28,50,1714,"","1","0","0",1,,,,,""
2020-08-02,50,1757,"",,"0","0",2,,,,,"2pv"
2020-08-02,50,1771,"",,"0","0",1,,,,,"pv"
2020-08-02,50,1811,"","1","0","1",0,,,,,""
2020-08-02,51,1868,"","1","1","0",0,,,,,"OUTSIDE SW"
2020-08-02,52,1872,"","1","1","0",0,,,,,""
2020-07-28,53,1523,,,"0","0",1,,,,,""
2020-08-02,53,1524,"","1","0","0",4,,,,,""
2020-08-02,53,1542,"","2","1","1",2,,,,,""
2020-07-28,53,1556,,,"0","0",1,,,,,""
2020-08-02,53,1584,"","2","0","2",1,,,,,""
2020-07-21,53,1626,"",,"0","0",1,,,,,""
2020-08-02,53,1648,"",,"0","0",1,,,,,""
2020-07-28,53,1650,,,"0","0",1,,,,,""
2020-08-02,53,1664,"",,"0","0",2,,,,,""
2020-08-02,53,1706,"",,"0","0",1,,,,,""
2020-08-02,53,1708,"",,"0","0",1,,,,,""
2020-08-02,53,1733,"",,"1","0",1,,,,,""
2020-07-28,53,1737,"","1","0","0",1,,,,,""
2020-08-02,53,1740,"",,"0","0",1,,,,,"pv"
2020-08-02,53,1747,"","2","0","0",1,,,,,"1pv"
2020-08-02,53,1846,"","1","0","1",0,,,,,""
2020-08-02,53,1851,"","1","0","1",0,,,,,""
2020-08-02,53,1863,"","2","0","1",0,,,,,""
2020-08-02,61,1662,"",,"0","0",1,,,,,""
2020-08-02,63,1786,"","2","1","0",0,,,,,"1pv"
2020-08-02,64,1674,"","2","0","0",2,,,,,"2pv"
2020-07-21,68,1539,"",,"0","0",1,,,,,""
2020-07-21,68,1545,"","1","0","0",1,,,,,""
2020-07-28,68,1622,,"2","0","0",2,,,,,""
2020-08-02,68,1670,"","2","0","0",2,,,,,"no sign of third - dropped? Aborted?"
2020-08-02,69,1877,"","1","1","0",0,,,,,""
2020-08-02,71,1512,"",,"0","0",7,,,,,"1pv"
2020-08-02,71,1520,"",,"0","0",12,,,,,""
2020-08-02,71,1557,"",,"0","0",5,,,,,"1pv; seed lost? Grazed?"
2020-08-02,71,1567,"",,"1","0",6,,,,,"1 done today"
2020-07-21,71,1579,"",,"0","0",1,,,,,""
2020-07-28,71,1580,,,"0","0",2,,,,,""
2020-08-02,74,1599,"",,,,,,,,,""
2020-08-02,74,1619,"",,"0","0",2,,,,,""
2020-07-28,74,1633,,"2","0","0",2,,,,,""
2020-07-21,74,1638,"",,"0","0",2,,,,,""
2020-08-02,75,1632,"","2","0","0",3,,,,,""
2020-08-02,76,1609,"","1","0","0",1,,,,,""
2020-08-02,77,1666,"","2","0","0",2,,,,,""
2020-08-02,77,1775,"",,"0","1",0,,,,,""
2020-08-02,78,1603,"",,"0","0",2,,,,,""
2020-08-02,78,1671,"","2","0","0",2,,,,,"1 done today"
2020-08-02,78,1710,"","1","0","0",1,,,,,""
2020-07-28,81,1767,"","1","0","1",0,,,,,""
2020-08-02,81,1781,"",,"0","0",1,,,,,""
2020-08-02,81,1799,"","1","0","1",0,,,,,""
2020-08-02,81,1815,"","1","1","0",0,,,,,""
2020-08-02,81,1838,"","1","1","0",0,,,,,""
2020-08-02,81,1865,"","1","0","1",0,,,,,""
2020-08-02,81,1875,"","1","1","0",0,,,,,""
2020-07-28,82,1568,"","1","1","0",0,,,,,""
2020-08-02,82,1780,"",,"0","0",1,,,,,""
2020-08-02,83,1729,"",,"0","0",1,,,,,"1pv"
2020-08-02,83,1742,"",,"0","0",1,,,,,""
2020-08-02,83,1746,"",,"0","0",1,,,,,""
2020-08-02,83,1806,"","1","1","0",0,,,,,""
2020-08-02,83,1809,"","1","0","1",0,,,,,""
2020-08-02,83,1834,"","1","1","0",0,,,,,""
2020-08-02,85,1675,"","5","3","2",0,,,,,"some stems grazed"
2020-08-02,85,1779,"",,"0","0",2,,,,,""
2020-08-02,85,1810,"","1","1","0",0,,,,,""
2020-08-02,85,1869,"","1","1","0",0,,,,,""
2020-07-28,86,1623,,,"0","0",1,,,,,""
2020-08-02,86,1625,"",,"2","0",2,,,,,"1pv"
2020-08-02,86,1683,"",,"1","0",2,,,,,""
2020-08-02,87,1792,"","1","0","0",0,,,,,"1pv tom"
2020-08-02,88,1715,"",,"0","0",1,,,,,"recently done; close pla budding"
