"Date","Pl","Tag","Q","Stms","Str","Crl","Dne","Straight","Curled","Done","Note","Old_note"
2020-08-02,1,1504,"",,"0","0",4,,,,,""
2020-08-02,1,1533,"","4","0","0",4,,,,,"is 1565 and 1694; improve"
2020-07-28,1,1548,,"2","0","1",1,,,,,""
2020-07-21,1,1565,"",,"0","0",3,,,,,""
2020-07-28,1,1667,,"1","0","0",4,,,,,""
2020-08-02,1,1724,"",,"0","0",2,,,,,""
2020-08-02,1,1837,"","1","1","0",0,,,,,""
2020-08-02,1,1854,"","1","0","1",0,,,,,""
2020-07-28,2,1506,,,"0","0",2,,,,,""
2020-08-02,2,1513,"","5","0","0",6,,,,,""
2020-07-28,2,1570,,,"0","0",2,,,,,""
2020-07-21,2,1588,"",,"0","0",1,,,,,""
2020-07-21,2,1590,"",,"0","0",2,,,,,""
2020-08-02,2,1669,"",,,,,,,,,"can't find"
2020-08-02,2,1727,"",,"0","0",1,,,,,""
2020-08-02,3,1541,"",,"0","0",2,,,,,"1pv"
2020-08-02,3,1596,"","1","0","0",1,,,,,"only found 1 stem"
2020-08-02,3,1607,"",,"1","0",0,,,,,"1 stem grazed; bomb. Visit"
2020-08-02,3,1690,"","2","1","1",2,,,,,"2pv tomorrow"
2020-08-02,3,1691,"","3","0","5",1,,,,,""
2020-08-02,3,1692,"","1","0","0",3,,,,,""
2020-08-02,3,1693,"","0","0","0",0,,,,,"no pla"
2020-08-02,3,1694,"","1","1","0",1,,,,,"old tag"
2020-08-02,3,1695,"","3","0","1",3,,,,,""
2020-08-02,3,1698,"",,"0","3",2,,,,,"1pv tomorrow"
2020-08-02,3,1700,"",,,,,,,,,"no pla"
2020-08-02,3,1716,"",,"0","0",1,,,,,""
2020-08-02,3,1830,"","1","1","0",0,,,,,""
2020-08-02,5,1549,"",,"0","0",3,,,,,""
2020-08-02,5,1605,"",,"1","0",1,,,,,"2pv"
2020-07-21,5,1637,"",,"0","0",1,,,,,"mid-shriv"
2020-08-02,5,1680,"",,"0","0",1,,,,,"no sign of 2nd flower"
2020-08-02,5,1684,"",,"0","0",1,,,,,""
2020-08-02,5,1738,"","2","0","1",1,,,,,""
2020-08-02,5,1758,"",,"0","0",1,,,,,""
2020-08-02,5,1789,"","2","0","2",0,,,,,""
2020-08-02,5,1871,"","1","0","0",1,,,,,""
2020-08-02,6,1515,"",,"0","0",2,,,,,""
2020-08-02,6,1526,"",,"0","2",4,,,,,"prev was miscount? Check"
2020-08-02,6,1563,"","8","0","2",22,,,,,""
2020-07-28,6,1689,,"2","0","0",2,,,,,""
2020-08-02,8,1639,"",,"0","0",7,,,,,""
2020-07-21,9,1613,"","2","0","0",2,,,,,"mc"
2020-08-02,9,1658,"",,,,,,,,,"grazed"
2020-07-28,9,1661,,"1","0","0",1,,,,,""
2020-07-28,9,1783,"","1","0","0",1,,,,,"done today"
2020-07-28,10,1525,,"1","0","0",1,,,,,""
2020-08-02,11,1836,"","1","0","1",0,,,,,""
2020-08-02,13,1699,"","2","0","0",2,,,,,""
2020-07-21,14,1511,"",,"0","0",4,,,,,""
2020-08-02,17,1594,"",,"0","0",6,,,,,""
2020-07-28,17,1681,,,"0","0",1,,,,,""
2020-08-02,18,1566,"","2","1","0",4,,,,,""
2020-08-02,18,1575,"",,"0","1",4,,,,,""
2020-07-28,18,1652,,,"0","1",1,,,,,""
2020-08-02,18,1655,"","2","2","2",2,,,,,""
2020-08-02,18,1665,"",,"0","0",1,,,,,""
2020-08-02,18,1673,"",,"0","0",7,,,,,""
2020-07-28,18,1685,,,"0","0",2,,,,,""
2020-08-02,18,1687,"","3","1","3",3,,,,,""
2020-07-28,18,1697,,,"0","0",1,,,,,"mc"
2020-08-02,18,1703,"","2","0","0",1,,,,,"2pv"
2020-08-02,18,1725,"",,"0","0",2,,,,,""
2020-08-02,18,1808,"","1","1","0",0,,,,,""
2020-08-02,19,1657,"","2","1","0",4,,,,,"1pv; OUTSIDE SW"
2020-08-02,20,1772,"",,"0","0",1,,,,,""
2020-08-02,20,1797,"x","1","0","1",0,,,,,"[check tag]"
2020-08-02,21,1845,"","2","1","0",0,,,,,"1pv; purple style"
2020-08-02,22,1608,"","1","0","1",1,,,,,""
2020-07-21,22,1643,"","2","0","0",1,,,,,""
2020-07-21,22,1654,"","1","0","0",1,,,,,""
2020-07-28,22,1656,,"1","0","0",1,,,,,"2 stme are actually 1784; flw data is good"
2020-07-28,22,1659,,,"0","0",1,,,,,""
2020-07-21,22,1678,"","1","0","0",2,,,,,""
2020-07-28,22,1682,,,"0","0",2,,,,,""
2020-07-21,22,1686,"","1","0","0",1,,,,,""
2020-07-28,22,1688,,,"0","0",2,,,,,""
2020-08-02,22,1721,"",,"0","0",1,,,,,""
2020-08-02,22,1752,"",,"0","0",1,,,,,""
2020-08-02,22,1753,"",,"0","0",1,,,,,""
2020-08-02,22,1784,"","4","1","0",3,,,,,""
2020-08-02,22,1814,"","1","0","0",1,,,,,""
2020-07-28,23,1677,"","1","0","1",0,,,,,""
2020-08-02,23,1773,"","1","0","1",0,,,,,""
2020-08-02,25,1560,"",,,,,,,,,""
2020-07-21,25,1569,"",,,,,,,,,"can't find"
2020-08-02,27,1744,"",,,,,,,,,"can't find or gone"
2020-08-02,28,1867,"","1","0","1",1,,,,,"OUTSIDE SW"
2020-08-02,29,1750,"","2","0","0",1,,,,,"1pv"
2020-08-02,31,1502,"",,"0","1",1,,,,,""
2020-07-28,31,1507,,,"0","0",5,,,,,""
2020-07-21,31,1510,"x","1","0","0",1,,,,,"only 1 fl stem; improve/note"
2020-07-28,31,1527,,,"0","0",2,,,,,""
2020-08-02,31,1530,"",,"0","0",2,,,,,""
