Sensor_ID, Unixtime_UTC, Year_UTC, Month_UTC, Day_UTC, Hour_UTC, Minute, Second, Reading_type, Reading_raw
pyran, 1625372490, 2021, 7, 4, 4, 21, 30, volt, 0.00
board, 1625372490, 2021, 7, 4, 4, 21, 30, temp, 11.00
pyran, 1625372500, 2021, 7, 4, 4, 21, 40, bits, 0
pyran, 1625372500, 2021, 7, 4, 4, 21, 40, volt, 0.00
board, 1625372500, 2021, 7, 4, 4, 21, 40, temp, 11.00
pyran, 1625372510, 2021, 7, 4, 4, 21, 50, bits, 0
pyran, 1625372510, 2021, 7, 4, 4, 21, 50, volt, 0.00
board, 1625372510, 2021, 7, 4, 4, 21, 50, temp, 11.25
pyran, 1625372520, 2021, 7, 4, 4, 22, 0, bits, 0
pyran, 1625372520, 2021, 7, 4, 4, 22, 0, volt, 0.00
board, 1625372520, 2021, 7, 4, 4, 22, 0, temp, 11.25
pyran, 1625372530, 2021, 7, 4, 4, 22, 10, bits, 0
pyran, 1625372530, 2021, 7, 4, 4, 22, 10, volt, 0.00
board, 1625372530, 2021, 7, 4, 4, 22, 10, temp, 11.00
pyran, 1625372540, 2021, 7, 4, 4, 22, 20, bits, 0
pyran, 1625372540, 2021, 7, 4, 4, 22, 20, volt, 0.00
board, 1625372540, 2021, 7, 4, 4, 22, 20, temp, 11.00
pyran, 1625372550, 2021, 7, 4, 4, 22, 30, bits, 0
pyran, 1625372550, 2021, 7, 4, 4, 22, 30, volt, 0.00
board, 1625372550, 2021, 7, 4, 4, 22, 30, temp, 11.00
pyran, 1625372560, 2021, 7, 4, 4, 22, 40, bits, 0
pyran, 1625372560, 2021, 7, 4, 4, 22, 40, volt, 0.00
board, 1625372560, 2021, 7, 4, 4, 22, 40, temp, 11.00
pyran, 1625372570, 2021, 7, 4, 4, 22, 50, bits, 0
pyran, 1625372570, 2021, 7, 4, 4, 22, 50, volt, 0.00
board, 1625372570, 2021, 7, 4, 4, 22, 50, temp, 11.00
pyran, 1625372580, 2021, 7, 4, 4, 23, 0, bits, 0
pyran, 1625372580, 2021, 7, 4, 4, 23, 0, volt, 0.00
board, 1625372580, 2021, 7, 4, 4, 23, 0, temp, 11.00
pyran, 1625372590, 2021, 7, 4, 4, 23, 10, bits, 0
pyran, 1625372590, 2021, 7, 4, 4, 23, 10, volt, 0.00
board, 1625372590, 2021, 7, 4, 4, 23, 10, temp, 11.25
pyran, 1625372600, 2021, 7, 4, 4, 23, 20, bits, 0
pyran, 1625372600, 2021, 7, 4, 4, 23, 20, volt, 0.00
board, 1625372600, 2021, 7, 4, 4, 23, 20, temp, 11.00
pyran, 1625372610, 2021, 7, 4, 4, 23, 30, bits, 0
pyran, 1625372610, 2021, 7, 4, 4, 23, 30, volt, 0.00
board, 1625372610, 2021, 7, 4, 4, 23, 30, temp, 11.00
pyran, 1625372620, 2021, 7, 4, 4, 23, 40, bits, 0
pyran, 1625372620, 2021, 7, 4, 4, 23, 40, volt, 0.00
board, 1625372620, 2021, 7, 4, 4, 23, 40, temp, 11.25
pyran, 1625372630, 2021, 7, 4, 4, 23, 50, bits, 0
pyran, 1625372630, 2021, 7, 4, 4, 23, 50, volt, 0.00
board, 1625372630, 2021, 7, 4, 4, 23, 50, temp, 11.25
pyran, 1625372640, 2021, 7, 4, 4, 24, 0, bits, 0
pyran, 1625372640, 2021, 7, 4, 4, 24, 0, volt, 0.00
board, 1625372640, 2021, 7, 4, 4, 24, 0, temp, 11.00
pyran, 1625372650, 2021, 7, 4, 4, 24, 10, bits, 0
pyran, 1625372650, 2021, 7, 4, 4, 24, 10, volt, 0.00
board, 1625372650, 2021, 7, 4, 4, 24, 10, temp, 11.00
pyran, 1625372660, 2021, 7, 4, 4, 24, 20, bits, 0
pyran, 1625372660, 2021, 7, 4, 4, 24, 20, volt, 0.00
board, 1625372660, 2021, 7, 4, 4, 24, 20, temp, 11.00
pyran, 1625372670, 2021, 7, 4, 4, 24, 30, bits, 0
pyran, 1625372670, 2021, 7, 4, 4, 24, 30, volt, 0.00
board, 1625372670, 2021, 7, 4, 4, 24, 30, temp, 11.00
pyran, 1625372680, 2021, 7, 4, 4, 24, 40, bits, 0
pyran, 1625372680, 2021, 7, 4, 4, 24, 40, volt, 0.00
board, 1625372680, 2021, 7, 4, 4, 24, 40, temp, 11.00
pyran, 1625372690, 2021, 7, 4, 4, 24, 50, bits, 0
pyran, 1625372690, 2021, 7, 4, 4, 24, 50, volt, 0.00
board, 1625372690, 2021, 7, 4, 4, 24, 50, temp, 11.00
pyran, 1625372700, 2021, 7, 4, 4, 25, 0, bits, 0
pyran, 1625372700, 2021, 7, 4, 4, 25, 0, volt, 0.00
board, 1625372700, 2021, 7, 4, 4, 25, 0, temp, 11.25
pyran, 1625372710, 2021, 7, 4, 4, 25, 10, bits, 0
pyran, 1625372710, 2021, 7, 4, 4, 25, 10, volt, 0.00
board, 1625372710, 2021, 7, 4, 4, 25, 10, temp, 11.00
pyran, 1625372720, 2021, 7, 4, 4, 25, 20, bits, 0
pyran, 1625372720, 2021, 7, 4, 4, 25, 20, volt, 0.00
board, 1625372720, 2021, 7, 4, 4, 25, 20, temp, 11.00
pyran, 1625372730, 2021, 7, 4, 4, 25, 30, bits, 0
pyran, 1625372730, 2021, 7, 4, 4, 25, 30, volt, 0.00
board, 1625372730, 2021, 7, 4, 4, 25, 30, temp, 11.00
pyran, 1625372740, 2021, 7, 4, 4, 25, 40, bits, 0
pyran, 1625372740, 2021, 7, 4, 4, 25, 40, volt, 0.00
board, 1625372740, 2021, 7, 4, 4, 25, 40, temp, 11.00
pyran, 1625372750, 2021, 7, 4, 4, 25, 50, bits, 0
pyran, 1625372750, 2021, 7, 4, 4, 25, 50, volt, 0.00
board, 1625372750, 2021, 7, 4, 4, 25, 50, temp, 11.00
pyran, 1625372760, 2021, 7, 4, 4, 26, 0, bits, 0
pyran, 1625372760, 2021, 7, 4, 4, 26, 0, volt, 0.00
board, 1625372760, 2021, 7, 4, 4, 26, 0, temp, 11.00
pyran, 1625372770, 2021, 7, 4, 4, 26, 10, bits, 0
pyran, 1625372770, 2021, 7, 4, 4, 26, 10, volt, 0.00
board, 1625372770, 2021, 7, 4, 4, 26, 10, temp, 11.00
pyran, 1625372780, 2021, 7, 4, 4, 26, 20, bits, 0
pyran, 1625372780, 2021, 7, 4, 4, 26, 20, volt, 0.00
board, 1625372780, 2021, 7, 4, 4, 26, 20, temp, 11.00
pyran, 1625372790, 2021, 7, 4, 4, 26, 30, bits, 0
pyran, 1625372790, 2021, 7, 4, 4, 26, 30, volt, 0.00
board, 1625372790, 2021, 7, 4, 4, 26, 30, temp, 11.00
pyran, 1625372800, 2021, 7, 4, 4, 26, 40, bits, 0
pyran, 1625372800, 2021, 7, 4, 4, 26, 40, volt, 0.00
board, 1625372800, 2021, 7, 4, 4, 26, 40, temp, 11.25
pyran, 1625372810, 2021, 7, 4, 4, 26, 50, bits, 0
pyran, 1625372810, 2021, 7, 4, 4, 26, 50, volt, 0.00
board, 1625372810, 2021, 7, 4, 4, 26, 50, temp, 11.00
pyran, 1625372820, 2021, 7, 4, 4, 27, 0, bits, 0
pyran, 1625372820, 2021, 7, 4, 4, 27, 0, volt, 0.00
board, 1625372820, 2021, 7, 4, 4, 27, 0, temp, 11.00
pyran, 1625372830, 2021, 7, 4, 4, 27, 10, bits, 0
pyran, 1625372830, 2021, 7, 4, 4, 27, 10, volt, 0.00
board, 1625372830, 2021, 7, 4, 4, 27, 10, temp, 11.00
pyran, 1625372840, 2021, 7, 4, 4, 27, 20, bits, 0
pyran, 1625372840, 2021, 7, 4, 4, 27, 20, volt, 0.00
board, 1625372840, 2021, 7, 4, 4, 27, 20, temp, 11.00
pyran, 1625372850, 2021, 7, 4, 4, 27, 30, bits, 0
pyran, 1625372850, 2021, 7, 4, 4, 27, 30, volt, 0.00
board, 1625372850, 2021, 7, 4, 4, 27, 30, temp, 11.00
pyran, 1625372860, 2021, 7, 4, 4, 27, 40, bits, 0
pyran, 1625372860, 2021, 7, 4, 4, 27, 40, volt, 0.00
board, 1625372860, 2021, 7, 4, 4, 27, 40, temp, 11.00
pyran, 1625372870, 2021, 7, 4, 4, 27, 50, bits, 0
pyran, 1625372870, 2021, 7, 4, 4, 27, 50, volt, 0.00
board, 1625372870, 2021, 7, 4, 4, 27, 50, temp, 11.00
pyran, 1625372880, 2021, 7, 4, 4, 28, 0, bits, 0
pyran, 1625372880, 2021, 7, 4, 4, 28, 0, volt, 0.00
board, 1625372880, 2021, 7, 4, 4, 28, 0, temp, 11.00
pyran, 1625372890, 2021, 7, 4, 4, 28, 10, bits, 0
pyran, 1625372890, 2021, 7, 4, 4, 28, 10, volt, 0.00
board, 1625372890, 2021, 7, 4, 4, 28, 10, temp, 11.00
pyran, 1625372900, 2021, 7, 4, 4, 28, 20, bits, 0
pyran, 1625372900, 2021, 7, 4, 4, 28, 20, volt, 0.00
board, 1625372900, 2021, 7, 4, 4, 28, 20, temp, 11.00
pyran, 1625372910, 2021, 7, 4, 4, 28, 30, bits, 0
pyran, 1625372910, 2021, 7, 4, 4, 28, 30, volt, 0.00
board, 1625372910, 2021, 7, 4, 4, 28, 30, temp, 11.00
pyran, 1625372920, 2021, 7, 4, 4, 28, 40, bits, 0
pyran, 1625372920, 2021, 7, 4, 4, 28, 40, volt, 0.00
board, 1625372920, 2021, 7, 4, 4, 28, 40, temp, 11.00
pyran, 1625372930, 2021, 7, 4, 4, 28, 50, bits, 0
pyran, 1625372930, 2021, 7, 4, 4, 28, 50, volt, 0.00
board, 1625372930, 2021, 7, 4, 4, 28, 50, temp, 11.00
pyran, 1625372940, 2021, 7, 4, 4, 29, 0, bits, 0
pyran, 1625372940, 2021, 7, 4, 4, 29, 0, volt, 0.00
board, 1625372940, 2021, 7, 4, 4, 29, 0, temp, 11.00
pyran, 1625372950, 2021, 7, 4, 4, 29, 10, bits, 0
pyran, 1625372950, 2021, 7, 4, 4, 29, 10, volt, 0.00
board, 1625372950, 2021, 7, 4, 4, 29, 10, temp, 11.00
pyran, 1625372960, 2021, 7, 4, 4, 29, 20, bits, 0
pyran, 1625372960, 2021, 7, 4, 4, 29, 20, volt, 0.00
board, 1625372960, 2021, 7, 4, 4, 29, 20, temp, 11.00
pyran, 1625372970, 2021, 7, 4, 4, 29, 30, bits, 0
pyran, 1625372970, 2021, 7, 4, 4, 29, 30, volt, 0.00
board, 1625372970, 2021, 7, 4, 4, 29, 30, temp, 11.00
pyran, 1625372980, 2021, 7, 4, 4, 29, 40, bits, 0
pyran, 1625372980, 2021, 7, 4, 4, 29, 40, volt, 0.00
board, 1625372980, 2021, 7, 4, 4, 29, 40, temp, 11.00
pyran, 1625372990, 2021, 7, 4, 4, 29, 50, bits, 0
pyran, 1625372990, 2021, 7, 4, 4, 29, 50, volt, 0.00
board, 1625372990, 2021, 7, 4, 4, 29, 50, temp, 11.00
pyran, 1625373060, 2021, 7, 4, 4, 31, 0, bits, 0
pyran, 1625373060, 2021, 7, 4, 4, 31, 0, volt, 0.00
board, 1625373060, 2021, 7, 4, 4, 31, 0, temp, 11.00
pyran, 1625373070, 2021, 7, 4, 4, 31, 10, bits, 0
pyran, 1625373070, 2021, 7, 4, 4, 31, 10, volt, 0.00
board, 1625373070, 2021, 7, 4, 4, 31, 10, temp, 11.00
pyran, 1625373080, 2021, 7, 4, 4, 31, 20, bits, 0
pyran, 1625373080, 2021, 7, 4, 4, 31, 20, volt, 0.00
board, 1625373080, 2021, 7, 4, 4, 31, 20, temp, 11.00
pyran, 1625373090, 2021, 7, 4, 4, 31, 30, bits, 0
pyran, 1625373090, 2021, 7, 4, 4, 31, 30, volt, 0.00
board, 1625373090, 2021, 7, 4, 4, 31, 30, temp, 11.00
pyran, 1625373100, 2021, 7, 4, 4, 31, 40, bits, 0
pyran, 1625373100, 2021, 7, 4, 4, 31, 40, volt, 0.00
board, 1625373100, 2021, 7, 4, 4, 31, 40, temp, 11.00
pyran, 1625373110, 2021, 7, 4, 4, 31, 50, bits, 0
pyran, 1625373110, 2021, 7, 4, 4, 31, 50, volt, 0.00
board, 1625373110, 2021, 7, 4, 4, 31, 50, temp, 11.00
pyran, 1625373120, 2021, 7, 4, 4, 32, 0, bits, 0
pyran, 1625373120, 2021, 7, 4, 4, 32, 0, volt, 0.00
board, 1625373120, 2021, 7, 4, 4, 32, 0, temp, 11.00
pyran, 1625373130, 2021, 7, 4, 4, 32, 10, bits, 0
pyran, 1625373130, 2021, 7, 4, 4, 32, 10, volt, 0.00
board, 1625373130, 2021, 7, 4, 4, 32, 10, temp, 11.00
pyran, 1625373140, 2021, 7, 4, 4, 32, 20, bits, 0
pyran, 1625373140, 2021, 7, 4, 4, 32, 20, volt, 0.00
board, 1625373140, 2021, 7, 4, 4, 32, 20, temp, 11.00
pyran, 1625373150, 2021, 7, 4, 4, 32, 30, bits, 0
pyran, 1625373150, 2021, 7, 4, 4, 32, 30, volt, 0.00
board, 1625373150, 2021, 7, 4, 4, 32, 30, temp, 11.00
pyran, 1625373160, 2021, 7, 4, 4, 32, 40, bits, 0
pyran, 1625373160, 2021, 7, 4, 4, 32, 40, volt, 0.00
board, 1625373160, 2021, 7, 4, 4, 32, 40, temp, 11.00
pyran, 1625373170, 2021, 7, 4, 4, 32, 50, bits, 0
pyran, 1625373170, 2021, 7, 4, 4, 32, 50, volt, 0.00
board, 1625373170, 2021, 7, 4, 4, 32, 50, temp, 11.00
pyran, 1625373180, 2021, 7, 4, 4, 33, 0, bits, 0
pyran, 1625373180, 2021, 7, 4, 4, 33, 0, volt, 0.00
board, 1625373180, 2021, 7, 4, 4, 33, 0, temp, 11.00
pyran, 1625373190, 2021, 7, 4, 4, 33, 10, bits, 0
pyran, 1625373190, 2021, 7, 4, 4, 33, 10, volt, 0.00
board, 1625373190, 2021, 7, 4, 4, 33, 10, temp, 11.00
pyran, 1625373200, 2021, 7, 4, 4, 33, 20, bits, 0
pyran, 1625373200, 2021, 7, 4, 4, 33, 20, volt, 0.00
board, 1625373200, 2021, 7, 4, 4, 33, 20, temp, 11.00
pyran, 1625373210, 2021, 7, 4, 4, 33, 30, bits, 0
pyran, 1625373210, 2021, 7, 4, 4, 33, 30, volt, 0.00
board, 1625373210, 2021, 7, 4, 4, 33, 30, temp, 11.00
pyran, 1625373220, 2021, 7, 4, 4, 33, 40, bits, 0
pyran, 1625373220, 2021, 7, 4, 4, 33, 40, volt, 0.00
board, 1625373220, 2021, 7, 4, 4, 33, 40, temp, 11.00
pyran, 1625373230, 2021, 7, 4, 4, 33, 50, bits, 0
pyran, 1625373230, 2021, 7, 4, 4, 33, 50, volt, 0.00
board, 1625373230, 2021, 7, 4, 4, 33, 50, temp, 11.00
pyran, 1625373240, 2021, 7, 4, 4, 34, 0, bits, 0
pyran, 1625373240, 2021, 7, 4, 4, 34, 0, volt, 0.00
board, 1625373240, 2021, 7, 4, 4, 34, 0, temp, 11.00
pyran, 1625373250, 2021, 7, 4, 4, 34, 10, bits, 0
pyran, 1625373250, 2021, 7, 4, 4, 34, 10, volt, 0.00
board, 1625373250, 2021, 7, 4, 4, 34, 10, temp, 11.00
pyran, 1625373260, 2021, 7, 4, 4, 34, 20, bits, 0
pyran, 1625373260, 2021, 7, 4, 4, 34, 20, volt, 0.00
board, 1625373260, 2021, 7, 4, 4, 34, 20, temp, 11.00
pyran, 1625373270, 2021, 7, 4, 4, 34, 30, bits, 0
pyran, 1625373270, 2021, 7, 4, 4, 34, 30, volt, 0.00
board, 1625373270, 2021, 7, 4, 4, 34, 30, temp, 11.00
pyran, 1625373280, 2021, 7, 4, 4, 34, 40, bits, 0
pyran, 1625373280, 2021, 7, 4, 4, 34, 40, volt, 0.00
board, 1625373280, 2021, 7, 4, 4, 34, 40, temp, 11.00
pyran, 1625373290, 2021, 7, 4, 4, 34, 50, bits, 0
pyran, 1625373290, 2021, 7, 4, 4, 34, 50, volt, 0.00
board, 1625373290, 2021, 7, 4, 4, 34, 50, temp, 11.00
pyran, 1625373300, 2021, 7, 4, 4, 35, 0, bits, 0
pyran, 1625373300, 2021, 7, 4, 4, 35, 0, volt, 0.00
board, 1625373300, 2021, 7, 4, 4, 35, 0, temp, 11.00
pyran, 1625373310, 2021, 7, 4, 4, 35, 10, bits, 0
pyran, 1625373310, 2021, 7, 4, 4, 35, 10, volt, 0.00
board, 1625373310, 2021, 7, 4, 4, 35, 10, temp, 11.00
pyran, 1625373320, 2021, 7, 4, 4, 35, 20, bits, 0
pyran, 1625373320, 2021, 7, 4, 4, 35, 20, volt, 0.00
board, 1625373320, 2021, 7, 4, 4, 35, 20, temp, 11.00
pyran, 1625373330, 2021, 7, 4, 4, 35, 30, bits, 0
pyran, 1625373330, 2021, 7, 4, 4, 35, 30, volt, 0.00
board, 1625373330, 2021, 7, 4, 4, 35, 30, temp, 11.00
pyran, 1625373340, 2021, 7, 4, 4, 35, 40, bits, 0
pyran, 1625373340, 2021, 7, 4, 4, 35, 40, volt, 0.00
board, 1625373340, 2021, 7, 4, 4, 35, 40, temp, 11.00
pyran, 1625373350, 2021, 7, 4, 4, 35, 50, bits, 0
pyran, 1625373350, 2021, 7, 4, 4, 35, 50, volt, 0.00
board, 1625373350, 2021, 7, 4, 4, 35, 50, temp, 11.00
pyran, 1625373360, 2021, 7, 4, 4, 36, 0, bits, 0
pyran, 1625373360, 2021, 7, 4, 4, 36, 0, volt, 0.00
board, 1625373360, 2021, 7, 4, 4, 36, 0, temp, 11.00
pyran, 1625373370, 2021, 7, 4, 4, 36, 10, bits, 0
pyran, 1625373370, 2021, 7, 4, 4, 36, 10, volt, 0.00
board, 1625373370, 2021, 7, 4, 4, 36, 10, temp, 11.00
pyran, 1625373380, 2021, 7, 4, 4, 36, 20, bits, 0
pyran, 1625373380, 2021, 7, 4, 4, 36, 20, volt, 0.00
board, 1625373380, 2021, 7, 4, 4, 36, 20, temp, 11.00
pyran, 1625373390, 2021, 7, 4, 4, 36, 30, bits, 0
pyran, 1625373390, 2021, 7, 4, 4, 36, 30, volt, 0.00
board, 1625373390, 2021, 7, 4, 4, 36, 30, temp, 11.00
pyran, 1625373400, 2021, 7, 4, 4, 36, 40, bits, 0
pyran, 1625373400, 2021, 7, 4, 4, 36, 40, volt, 0.00
board, 1625373400, 2021, 7, 4, 4, 36, 40, temp, 11.00
pyran, 1625373410, 2021, 7, 4, 4, 36, 50, bits, 0
pyran, 1625373410, 2021, 7, 4, 4, 36, 50, volt, 0.00
board, 1625373410, 2021, 7, 4, 4, 36, 50, temp, 11.00
pyran, 1625373420, 2021, 7, 4, 4, 37, 0, bits, 0
pyran, 1625373420, 2021, 7, 4, 4, 37, 0, volt, 0.00
board, 1625373420, 2021, 7, 4, 4, 37, 0, temp, 11.00
pyran, 1625373430, 2021, 7, 4, 4, 37, 10, bits, 0
pyran, 1625373430, 2021, 7, 4, 4, 37, 10, volt, 0.00
board, 1625373430, 2021, 7, 4, 4, 37, 10, temp, 11.00
pyran, 1625373440, 2021, 7, 4, 4, 37, 20, bits, 0
pyran, 1625373440, 2021, 7, 4, 4, 37, 20, volt, 0.00
board, 1625373440, 2021, 7, 4, 4, 37, 20, temp, 11.00
pyran, 1625373450, 2021, 7, 4, 4, 37, 30, bits, 0
pyran, 1625373450, 2021, 7, 4, 4, 37, 30, volt, 0.00
board, 1625373450, 2021, 7, 4, 4, 37, 30, temp, 11.00
pyran, 1625373460, 2021, 7, 4, 4, 37, 40, bits, 0
pyran, 1625373460, 2021, 7, 4, 4, 37, 40, volt, 0.00
board, 1625373460, 2021, 7, 4, 4, 37, 40, temp, 11.00
pyran, 1625373470, 2021, 7, 4, 4, 37, 50, bits, 0
pyran, 1625373470, 2021, 7, 4, 4, 37, 50, volt, 0.00
board, 1625373470, 2021, 7, 4, 4, 37, 50, temp, 11.00
pyran, 1625373480, 2021, 7, 4, 4, 38, 0, bits, 0
pyran, 1625373480, 2021, 7, 4, 4, 38, 0, volt, 0.00
board, 1625373480, 2021, 7, 4, 4, 38, 0, temp, 11.00
pyran, 1625373490, 2021, 7, 4, 4, 38, 10, bits, 0
pyran, 1625373490, 2021, 7, 4, 4, 38, 10, volt, 0.00
board, 1625373490, 2021, 7, 4, 4, 38, 10, temp, 11.00
pyran, 1625373500, 2021, 7, 4, 4, 38, 20, bits, 0
pyran, 1625373500, 2021, 7, 4, 4, 38, 20, volt, 0.00
board, 1625373500, 2021, 7, 4, 4, 38, 20, temp, 11.00
pyran, 1625373510, 2021, 7, 4, 4, 38, 30, bits, 0
pyran, 1625373510, 2021, 7, 4, 4, 38, 30, volt, 0.00
board, 1625373510, 2021, 7, 4, 4, 38, 30, temp, 11.00
pyran, 1625373520, 2021, 7, 4, 4, 38, 40, bits, 0
pyran, 1625373520, 2021, 7, 4, 4, 38, 40, volt, 0.00
board, 1625373520, 2021, 7, 4, 4, 38, 40, temp, 11.00
pyran, 1625373530, 2021, 7, 4, 4, 38, 50, bits, 0
pyran, 1625373530, 2021, 7, 4, 4, 38, 50, volt, 0.00
board, 1625373530, 2021, 7, 4, 4, 38, 50, temp, 11.00
pyran, 1625373540, 2021, 7, 4, 4, 39, 0, bits, 0
pyran, 1625373540, 2021, 7, 4, 4, 39, 0, volt, 0.00
board, 1625373540, 2021, 7, 4, 4, 39, 0, temp, 11.00
pyran, 1625373550, 2021, 7, 4, 4, 39, 10, bits, 0
pyran, 1625373550, 2021, 7, 4, 4, 39, 10, volt, 0.00
board, 1625373550, 2021, 7, 4, 4, 39, 10, temp, 11.00
pyran, 1625373560, 2021, 7, 4, 4, 39, 20, bits, 0
pyran, 1625373560, 2021, 7, 4, 4, 39, 20, volt, 0.00
board, 1625373560, 2021, 7, 4, 4, 39, 20, temp, 11.00
pyran, 1625373570, 2021, 7, 4, 4, 39, 30, bits, 0
pyran, 1625373570, 2021, 7, 4, 4, 39, 30, volt, 0.00
board, 1625373570, 2021, 7, 4, 4, 39, 30, temp, 11.00
pyran, 1625373580, 2021, 7, 4, 4, 39, 40, bits, 0
pyran, 1625373580, 2021, 7, 4, 4, 39, 40, volt, 0.00
board, 1625373580, 2021, 7, 4, 4, 39, 40, temp, 11.00
pyran, 1625373590, 2021, 7, 4, 4, 39, 50, bits, 0
pyran, 1625373590, 2021, 7, 4, 4, 39, 50, volt, 0.00
board, 1625373590, 2021, 7, 4, 4, 39, 50, temp, 11.00
pyran, 1625373600, 2021, 7, 4, 4, 40, 0, bits, 0
pyran, 1625373600, 2021, 7, 4, 4, 40, 0, volt, 0.00
board, 1625373600, 2021, 7, 4, 4, 40, 0, temp, 11.00
pyran, 1625373610, 2021, 7, 4, 4, 40, 10, bits, 0
pyran, 1625373610, 2021, 7, 4, 4, 40, 10, volt, 0.00
board, 1625373610, 2021, 7, 4, 4, 40, 10, temp, 10.75
pyran, 1625373620, 2021, 7, 4, 4, 40, 20, bits, 0
pyran, 1625373620, 2021, 7, 4, 4, 40, 20, volt, 0.00
board, 1625373620, 2021, 7, 4, 4, 40, 20, temp, 11.00
pyran, 1625373630, 2021, 7, 4, 4, 40, 30, bits, 0
pyran, 1625373630, 2021, 7, 4, 4, 40, 30, volt, 0.00
board, 1625373630, 2021, 7, 4, 4, 40, 30, temp, 11.00
pyran, 1625373640, 2021, 7, 4, 4, 40, 40, bits, 0
pyran, 1625373640, 2021, 7, 4, 4, 40, 40, volt, 0.00
board, 1625373640, 2021, 7, 4, 4, 40, 40, temp, 11.00
pyran, 1625373650, 2021, 7, 4, 4, 40, 50, bits, 0
pyran, 1625373650, 2021, 7, 4, 4, 40, 50, volt, 0.00
board, 1625373650, 2021, 7, 4, 4, 40, 50, temp, 11.00
pyran, 1625373660, 2021, 7, 4, 4, 41, 0, bits, 0
pyran, 1625373660, 2021, 7, 4, 4, 41, 0, volt, 0.00
board, 1625373660, 2021, 7, 4, 4, 41, 0, temp, 11.00
pyran, 1625373670, 2021, 7, 4, 4, 41, 10, bits, 0
pyran, 1625373670, 2021, 7, 4, 4, 41, 10, volt, 0.00
board, 1625373670, 2021, 7, 4, 4, 41, 10, temp, 11.00
pyran, 1625373680, 2021, 7, 4, 4, 41, 20, bits, 0
pyran, 1625373680, 2021, 7, 4, 4, 41, 20, volt, 0.00
board, 1625373680, 2021, 7, 4, 4, 41, 20, temp, 11.00
pyran, 1625373690, 2021, 7, 4, 4, 41, 30, bits, 0
pyran, 1625373690, 2021, 7, 4, 4, 41, 30, volt, 0.00
board, 1625373690, 2021, 7, 4, 4, 41, 30, temp, 11.00
pyran, 1625373700, 2021, 7, 4, 4, 41, 40, bits, 0
pyran, 1625373700, 2021, 7, 4, 4, 41, 40, volt, 0.00
board, 1625373700, 2021, 7, 4, 4, 41, 40, temp, 11.00
pyran, 1625373710, 2021, 7, 4, 4, 41, 50, bits, 0
pyran, 1625373710, 2021, 7, 4, 4, 41, 50, volt, 0.00
board, 1625373710, 2021, 7, 4, 4, 41, 50, temp, 11.00
pyran, 1625373720, 2021, 7, 4, 4, 42, 0, bits, 0
pyran, 1625373720, 2021, 7, 4, 4, 42, 0, volt, 0.00
board, 1625373720, 2021, 7, 4, 4, 42, 0, temp, 11.00
pyran, 1625373730, 2021, 7, 4, 4, 42, 10, bits, 0
pyran, 1625373730, 2021, 7, 4, 4, 42, 10, volt, 0.00
board, 1625373730, 2021, 7, 4, 4, 42, 10, temp, 11.00
pyran, 1625373740, 2021, 7, 4, 4, 42, 20, bits, 0
pyran, 1625373740, 2021, 7, 4, 4, 42, 20, volt, 0.00
board, 1625373740, 2021, 7, 4, 4, 42, 20, temp, 11.00
pyran, 1625373750, 2021, 7, 4, 4, 42, 30, bits, 0
pyran, 1625373750, 2021, 7, 4, 4, 42, 30, volt, 0.00
board, 1625373750, 2021, 7, 4, 4, 42, 30, temp, 11.00
pyran, 1625373760, 2021, 7, 4, 4, 42, 40, bits, 0
pyran, 1625373760, 2021, 7, 4, 4, 42, 40, volt, 0.00
board, 1625373760, 2021, 7, 4, 4, 42, 40, temp, 11.00
pyran, 1625373770, 2021, 7, 4, 4, 42, 50, bits, 0
pyran, 1625373770, 2021, 7, 4, 4, 42, 50, volt, 0.00
board, 1625373770, 2021, 7, 4, 4, 42, 50, temp, 11.00
pyran, 1625373780, 2021, 7, 4, 4, 43, 0, bits, 0
pyran, 1625373780, 2021, 7, 4, 4, 43, 0, volt, 0.00
board, 1625373780, 2021, 7, 4, 4, 43, 0, temp, 11.00
pyran, 1625373790, 2021, 7, 4, 4, 43, 10, bits, 0
pyran, 1625373790, 2021, 7, 4, 4, 43, 10, volt, 0.00
board, 1625373790, 2021, 7, 4, 4, 43, 10, temp, 11.00
pyran, 1625373800, 2021, 7, 4, 4, 43, 20, bits, 0
pyran, 1625373800, 2021, 7, 4, 4, 43, 20, volt, 0.00
board, 1625373800, 2021, 7, 4, 4, 43, 20, temp, 11.00
pyran, 1625373810, 2021, 7, 4, 4, 43, 30, bits, 0
pyran, 1625373810, 2021, 7, 4, 4, 43, 30, volt, 0.00
board, 1625373810, 2021, 7, 4, 4, 43, 30, temp, 11.00
pyran, 1625373820, 2021, 7, 4, 4, 43, 40, bits, 0
pyran, 1625373820, 2021, 7, 4, 4, 43, 40, volt, 0.00
board, 1625373820, 2021, 7, 4, 4, 43, 40, temp, 11.00
pyran, 1625373830, 2021, 7, 4, 4, 43, 50, bits, 0
pyran, 1625373830, 2021, 7, 4, 4, 43, 50, volt, 0.00
board, 1625373830, 2021, 7, 4, 4, 43, 50, temp, 11.00
pyran, 1625373840, 2021, 7, 4, 4, 44, 0, bits, 0
pyran, 1625373840, 2021, 7, 4, 4, 44, 0, volt, 0.00
board, 1625373840, 2021, 7, 4, 4, 44, 0, temp, 11.00
pyran, 1625373850, 2021, 7, 4, 4, 44, 10, bits, 0
