Date,Plot,Tag,N_infl,Fl_open,Fl_done,Q,Page,Notes
7/7/22,104,2089,1,0,2,,26,
7/7/22,105,2101,1,3,0,,26,
7/7/22,105,2114,1,8,0,,26,
7/7/22,105,2129,1,1,0,,26,
7/7/22,105,2142,1,3,0,,26,
7/7/22,105,2149,1,1,0,,26,
7/7/22,107,2118,1,0,7,,26,
7/7/22,117,2131,0,0,0,,26,yv
7/7/22,123,2097,1,0,5,,26,
7/7/22,127,2001,3,0,21,,26,
7/7/22,127,2027,2,0,18,,26,
7/7/22,130,2112,1,5,2,,26,
7/7/22,130,2140,1,4,0,,26,
7/7/22,138,2053,1,6,2,,26,
7/7/22,146,2137,0,0,0,,26,yv
7/7/22,146,2141,2,7,0,,26,
7/7/22,146,2145,1,6,0,,26,
7/7/22,146,2148,1,2,0,,26,
7/7/22,147,2099,1,4,4,,26,
7/7/22,149,2056,2,1,8,,26,
7/7/22,149,2059,1,0,3,,26,
7/7/22,149,2061,1,0,1,,26,
7/7/22,149,2069,4,0,18,,26,
7/7/22,149,2111,1,4,0,,26,
7/7/22,149,2133,1,0,3,,27,
7/7/22,150,2123,0,0,0,,27,yv
7/7/22,150,2128,1,3,0,,27,
7/7/22,150,2136,1,2,0,,27,
7/7/22,150,2143,1,1,0,,27,
7/7/22,151,2110,1,7,0,,27,
7/7/22,151,2121,1,11,0,,27,yv
7/7/22,151,2135,0,0,0,,27,fl fell off
7/7/22,151,2139,0,0,0,,27,yv
7/7/22,151,2146,0,0,0,,27,yv
7/7/22,152,2051,2,0,8,,27,
7/7/22,152,2063,2,0,8,,27,
7/7/22,152,2065,2,0,7,,27,
7/7/22,152,2070,2,0,4,,27,
7/7/22,152,2072,2,0,9,,27,
7/7/22,152,2095,1,0,3,,27,
7/7/22,152,2100,1,0,1,,27,
7/7/22,152,2119,1,0,3,,27,
7/7/22,152,2127,1,2,1,,27,
7/7/22,152,2132,1,6,0,,27,
7/7/22,153,2115,1,6,1,,27,
7/7/22,154,2043,2,5,12,,27,
7/7/22,154,2047,1,0,9,,27,
7/7/22,154,2074,1,0,3,,27,
7/7/22,154,2090,1,0,2,,27,stem partially eaten?
7/7/22,154,2102,1,0,2,,28,
7/7/22,154,2113,1,1,0,,28,
7/7/22,154,2130,1,3,0,,28,
7/7/22,154,2134,1,1,0,,28,
7/7/22,158,2147,0,0,0,,28,yv
7/7/22,162,2026,2,5,0,,28,
7/7/22,163,2009,1,0,4,,28,
7/7/22,163,2035,1,0,6,,28,
7/7/22,163,2038,1,0,6,,28,
7/7/22,163,2064,2,1,7,,28,
7/7/22,163,2075,2,0,12,,28,
7/7/22,163,2076,3,1,4,,28,
7/7/22,163,2082,2,0,5,,28,
7/7/22,163,2084,2,0,7,,28,
7/7/22,163,2087,1,0,4,,28,
7/7/22,163,2098,3,0,7,,28,
7/7/22,163,2103,1,0,1,,28,
7/7/22,163,2106,1,0,6,,28,
7/7/22,163,2122,2,2,3,,28,
7/7/22,163,2125,1,0,3,,28,
7/7/22,163,2150,1,0,1,,28,
7/7/22,164,2003,1,0,11,,28,
7/7/22,164,2015,3,0,14,,28,
7/7/22,164,2045,2,0,17,,28,
7/7/22,164,2054,3,0,15,,28,
7/7/22,164,2058,1,0,6,,28,
7/7/22,164,2071,2,1,8,,28,
7/7/22,164,2081,1,0,8,,28,
7/7/22,164,2083,3,0,18,,28,
7/7/22,164,2116,1,0,2,,28,
7/7/22,166,2104,2,2,2,,29,2 florivorized
7/7/22,166,2120,1,0,1,,29,
7/7/22,168,2088,1,0,5,,29,one falling off
7/7/22,169,2086,1,0,8,,29,
7/7/22,170,2002,3,0,13,,29,
7/7/22,170,2013,3,0,10,,29,
7/7/22,170,2052,2,0,5,,29,
7/7/22,170,2085,2,0,5,,29,incl. one empty calyx
7/7/22,170,2105,1,0,1,,29,
