Date,Plot,Tag,N_infl,Fl_open,Fl_done,Q,Page,Notes
7/11/22,105,2101,1,1,2,,30,
7/11/22,105,2114,1,0,8,,30,
7/11/22,105,2129,1,0,1,,30,
7/11/22,105,2142,1,0,3,,30,
7/11/22,105,2149,1,0,1,,30,
7/11/22,107,2118,1,0,7,,30,
7/11/22,117,2131,1,2,0,,30,
7/11/22,123,2097,1,0,5,,30,
7/11/22,127,2001,3,0,20,,30,
7/11/22,130,2112,1,0,7,,30,
7/11/22,130,2140,1,3,2,,30,
7/11/22,133,2151,2,5,0,,30,one fell off
7/11/22,133,2152,1,5,0,,30,yv
7/11/22,133,2163,0,0,0,,30,yv
7/11/22,138,2053,1,0,8,,30,
7/11/22,146,2137,1,6,0,,30,
7/11/22,146,2141,3,4,5,,30,
7/11/22,146,2145,1,0,6,,30,
7/11/22,146,2148,1,6,0,,30,
7/11/22,147,2099,1,0,8,,30,
7/11/22,149,2056,2,0,9,,30,
7/11/22,149,2069,4,0,18,,30,
7/11/22,149,2111,1,0,4,,30,
7/11/22,149,2133,1,0,3,,30,
7/11/22,150,2123,1,2,1,,31,
7/11/22,150,2128,1,2,2,,31,
7/11/22,150,2136,1,3,1,,31,one done knocked off
7/11/22,150,2143,1,1,1,,31,anthers eaten
7/11/22,151,2110,1,0,6,,31,
7/11/22,151,2121,2,9,2,,31,4 fell off; yv
7/11/22,151,2135,0,0,0,,31,
7/11/22,151,2139,1,4,0,,31,one fell off
7/11/22,151,2146,,,,,31,can't find
7/11/22,151,2158,1,2,0,,31,
7/11/22,151,2160,1,2,0,,31,
7/11/22,152,2051,2,0,8,,31,
7/11/22,152,2127,1,0,3,,31,
7/11/22,152,2132,1,2,4,,31,
7/11/22,153,2115,1,0,7,,31,
7/11/22,153,2153,1,2,0,,31,
7/11/22,154,2043,2,0,12,,31,
7/11/22,154,2113,1,0,1,,31,
7/11/22,154,2130,1,0,3,,32,
7/11/22,154,2134,1,0,1,,32,
7/11/22,158,2147,1,5,0,,32,
7/11/22,162,2026,2,15,0,,32,
7/11/22,162,2109,1,3,0,,32,
7/11/22,163,2064,2,0,8,,32,
7/11/22,163,2076,3,0,8,TRUE,32,prev
7/11/22,163,2087,1,0,4,,32,
7/11/22,163,2106,1,0,6,,32,
7/11/22,163,2122,2,0,5,,32,
7/11/22,163,2150,1,0,1,,32,
7/11/22,164,2015,3,0,14,,32,
7/11/22,164,2058,1,0,6,,32,
7/11/22,164,2071,2,0,8,,32,
7/11/22,166,2104,2,0,4,,33,
7/11/22,168,2088,1,0,5,,33,
