Date,Plot,Tag,N_infl,Fl_open,Fl_done,Q,Page,Notes
7/18/22,105,2129,0,0,0,,,
7/18/22,105,2149,1,0,1,,,
7/18/22,117,2131,1,0,2,,,
7/18/22,130,2112,1,0,6,,,
7/18/22,130,2138,2,0,2,,,
7/18/22,130,2140,1,0,3,,,
7/18/22,130,2164,1,1,6,,,
7/18/22,130,2168,1,2,2,,,
7/18/22,133,2151,1,0,5,,,
7/18/22,133,2152,3,6,17,,,
7/18/22,133,2154,1,0,3,,,
7/18/22,133,2163,1,0,4,,,
7/18/22,133,2165,1,1,3,,,
7/18/22,146,2137,1,0,6,,,
7/18/22,146,2141,3,0,9,,,
7/18/22,146,2155,2,0,4,,,
7/18/22,149,2056,2,0,8,,,
7/18/22,150,2123,1,0,2,,,
7/18/22,150,2128,1,0,1,,,
7/18/22,150,2136,1,0,3,,,
7/18/22,151,2121,2,0,7,,,
7/18/22,151,2139,1,0,2,,,
7/18/22,151,2146,1,0,4,,,
7/18/22,151,2160,1,0,2,,,
7/18/22,153,2153,1,0,2,,,
7/18/22,154,2043,2,0,12,,,
7/18/22,158,2147,1,0,3,,,
7/18/22,162,2026,2,0,8,,,
7/18/22,162,2109,1,0,2,,,
7/18/22,163,2064,2,0,6,,,
7/18/22,163,2122,2,0,5,,,
7/18/22,164,2071,2,0,5,,,
