"svf","easting","northing"
0.779438483240294,453600.5,4431474.5
0.772470930082065,453600.5,4431473.5
0.767212291150617,453600.5,4431472.5
0.76916805438684,453600.5,4431471.5
0.758664621912573,453600.5,4431470.5
0.758451654997423,453600.5,4431469.5
0.755649186422841,453600.5,4431468.5
0.756013983162248,453600.5,4431467.5
0.751028390034325,453600.5,4431466.5
0.742821977102529,453600.5,4431465.5
0.741559077551856,453600.5,4431464.5
0.749746328820307,453600.5,4431463.5
0.759203480642039,453600.5,4431462.5
0.76539009230958,453600.5,4431461.5
0.76872128301872,453600.5,4431460.5
0.76553121865894,453600.5,4431459.5
0.762640712665124,453600.5,4431458.5
0.758545421580296,453600.5,4431457.5
0.756924430312758,453600.5,4431456.5
0.754033091246922,453600.5,4431455.5
0.753763106314361,453600.5,4431454.5
0.750644157744422,453600.5,4431453.5
0.75335252917349,453600.5,4431452.5
0.750764909142197,453600.5,4431451.5
0.752514922487148,453600.5,4431450.5
0.756109569604632,453600.5,4431449.5
0.761465900293546,453600.5,4431448.5
0.760191817101031,453600.5,4431447.5
0.766951208055886,453600.5,4431446.5
0.777538687675579,453600.5,4431445.5
0.77634513720022,453600.5,4431444.5
0.769793500964962,453600.5,4431443.5
0.778124014074079,453600.5,4431442.5
0.773633336544232,453600.5,4431441.5
0.773147818442162,453600.5,4431440.5
0.780505607551831,453600.5,4431439.5
0.790353797258568,453600.5,4431438.5
0.802833388184352,453600.5,4431437.5
0.809069505379265,453600.5,4431436.5
0.801077732554751,453600.5,4431435.5
0.789674937068257,453600.5,4431434.5
0.781834347804148,453600.5,4431433.5
0.775805540056281,453600.5,4431432.5
0.768435426569114,453600.5,4431431.5
0.768064147273802,453600.5,4431430.5
0.766173546531859,453600.5,4431429.5
0.767403849259628,453600.5,4431428.5
0.767283465237341,453600.5,4431427.5
0.775324200023411,453600.5,4431426.5
0.78608237230287,453600.5,4431425.5
0.800729657227771,453600.5,4431424.5
0.810956101559942,453600.5,4431423.5
0.812747822613164,453600.5,4431422.5
0.812749872602497,453600.5,4431421.5
0.80745980962893,453600.5,4431420.5
0.814633878339403,453600.5,4431419.5
0.81835783137675,453600.5,4431418.5
0.829027586366626,453600.5,4431417.5
0.834360433139338,453600.5,4431416.5
0.824812307577177,453600.5,4431415.5
0.837581805764034,453600.5,4431414.5
0.834896963868424,453600.5,4431413.5
0.842173136161805,453600.5,4431412.5
0.84379216431328,453600.5,4431411.5
0.84273446496806,453600.5,4431410.5
0.84255584770088,453600.5,4431409.5
0.838659307128149,453600.5,4431408.5
0.833495450755267,453600.5,4431407.5
0.826270287400814,453600.5,4431406.5
0.824055570558684,453600.5,4431405.5
0.821907780146135,453600.5,4431404.5
0.816299880211562,453600.5,4431403.5
0.815276102786237,453600.5,4431402.5
0.817636283164821,453600.5,4431401.5
0.824344643343103,453600.5,4431400.5
0.826907752110015,453600.5,4431399.5
0.831628897784568,453600.5,4431398.5
0.837384633086413,453600.5,4431397.5
0.850987038826855,453600.5,4431396.5
0.871049531580683,453600.5,4431395.5
0.894128194454525,453600.5,4431394.5
0.903750475747863,453600.5,4431393.5
0.913019257138483,453600.5,4431392.5
0.913852278101562,453600.5,4431391.5
0.917038723201544,453600.5,4431390.5
0.894717539608239,453600.5,4431389.5
0.887861309766319,453600.5,4431388.5
0.881875655699251,453600.5,4431387.5
0.886063731191345,453600.5,4431386.5
0.86391710717351,453600.5,4431385.5
0.849588737230499,453600.5,4431384.5
0.840983960368447,453600.5,4431383.5
0.835109380179508,453600.5,4431382.5
0.834523334379731,453600.5,4431381.5
