Page,Date,Species,Plot,Tag,Racemes,Infl_spread,Infl_done,Twist.ties,Q,Note
46,7/5/20,Thermopsis divaricarpa,61,1170,,5,3,,,
46,7/5/20,Thermopsis divaricarpa,61,1181,,0,1,,,
46,7/5/20,Thermopsis divaricarpa,61,1288,,,,,,can't find
46,7/5/20,Thermopsis divaricarpa,61,1294,,5,3,,,
46,7/5/20,Thermopsis divaricarpa,61,1295,,,,,,can't find
46,7/5/20,Thermopsis divaricarpa,62,1214,,0,3,,,
46,7/5/20,Thermopsis divaricarpa,62,1216,,0,11,,,
46,7/5/20,Thermopsis divaricarpa,62,1222,,0,2,,,
46,7/5/20,Thermopsis divaricarpa,62,1244,,0,5,,,
46,7/5/20,Thermopsis divaricarpa,62,1295,,0,5,,,
46,7/5/20,Thermopsis divaricarpa,65,1130,,4,0,,,
46,7/5/20,Thermopsis divaricarpa,67,1291,,0,3,,,
46,7/5/20,Thermopsis divaricarpa,68,1175,,0,1,,,1204 is (4;0)
46,7/5/20,Thermopsis divaricarpa,68,1263,,0,1,,,loose tt in plot
