Page,Date,Species,Plot,Tag,Racemes,Infl_spread,Infl_done,Twist.ties,Q,Note
41,7/5/20,Thermopsis divaricarpa,1,1239,,0,0,,,OUTSIDE SE
41,7/5/20,Thermopsis divaricarpa,2,1007,,0,4,,,
41,7/5/20,Thermopsis divaricarpa,2,1008,,0,9,,,
41,7/5/20,Thermopsis divaricarpa,2,1009,,0,7,,,
41,7/5/20,Thermopsis divaricarpa,2,1023,,0,6,,,
41,7/5/20,Thermopsis divaricarpa,2,1054,,0,2,,,1 stem grazed
41,7/5/20,Thermopsis divaricarpa,2,1247,,,,,,
41,7/5/20,Thermopsis divaricarpa,2,1262,,0,2,,,
41,7/5/20,Thermopsis divaricarpa,3,1073,,0,4,,,
41,7/5/20,Thermopsis divaricarpa,5,1197,,5,2,,,
41,7/5/20,Thermopsis divaricarpa,6,1001,,0,4,,,
41,7/5/20,Thermopsis divaricarpa,8,1005,,0,5,,,
41,7/5/20,Thermopsis divaricarpa,9,1253,,0,1,,,
41,7/5/20,Thermopsis divaricarpa,10,1042,,0,4,,,
41,7/5/20,Thermopsis divaricarpa,10,1233,,0,4,,,
41,7/5/20,Thermopsis divaricarpa,10,1259,,0,1,,,
41,7/5/20,Thermopsis divaricarpa,10,1273,,0,1,,,
41,7/5/20,Thermopsis divaricarpa,12,1048,,,,,,
41,7/5/20,Thermopsis divaricarpa,12,1146,,,,,,
41,7/5/20,Thermopsis divaricarpa,13,1252,,1,6,,,
41,7/5/20,Thermopsis divaricarpa,13,1261,,4,3,,,
42,7/5/20,Thermopsis divaricarpa,18,1223,,0,1,,,
42,7/5/20,Thermopsis divaricarpa,18,1258,,1,8,,,
42,7/5/20,Thermopsis divaricarpa,19,1227,,0,6,,,OUTSIDE NE
42,7/5/20,Thermopsis divaricarpa,21,1033,,0,3,,,
42,7/5/20,Thermopsis divaricarpa,22,1025,,0,3,,,
42,7/5/20,Thermopsis divaricarpa,22,1055,,0,5,,,
42,7/5/20,Thermopsis divaricarpa,22,1057,,0,8,,,
42,7/5/20,Thermopsis divaricarpa,22,1071,,0,2,,,
42,7/5/20,Thermopsis divaricarpa,22,1077,,,,,,is 1071
42,7/5/20,Thermopsis divaricarpa,22,1079,,0,3,,,
42,7/5/20,Thermopsis divaricarpa,22,1084,,0,3,,,
42,7/5/20,Thermopsis divaricarpa,22,1119,,0,0,,,no sign this ever flowered
42,7/5/20,Thermopsis divaricarpa,22,1166,,2,0,,,
42,7/5/20,Thermopsis divaricarpa,22,1271,,0,3,,,
42,7/5/20,Thermopsis divaricarpa,22,1283,,0,2,,,
42,7/5/20,Thermopsis divaricarpa,22,1284,,2,2,,,
42,7/5/20,Thermopsis divaricarpa,22,1297,,0,8,,,
42,7/5/20,Thermopsis divaricarpa,23,1272,,5,11,,,
42,7/5/20,Thermopsis divaricarpa,24,1045,,0,4,,,
42,7/5/20,Thermopsis divaricarpa,24,1064,,0,1,,,
42,7/5/20,Thermopsis divaricarpa,24,1289,,1,0,,,
42,7/5/20,Thermopsis divaricarpa,25,1081,,,,,,can't find
42,7/5/20,Thermopsis divaricarpa,25,1106,,0,0,,,tt fell
42,7/5/20,Thermopsis divaricarpa,26,1173,,0,0,,,is 1174? No sign ever flowered
43,7/5/20,Thermopsis divaricarpa,27,1076,,0,15,,,
43,7/5/20,Thermopsis divaricarpa,27,1092,2,5,15,,,
43,7/5/20,Thermopsis divaricarpa,27,1097,,0,10,,,
43,7/5/20,Thermopsis divaricarpa,27,1108,,2,11,,,
43,7/5/20,Thermopsis divaricarpa,27,1179,,8,0,,,
43,7/5/20,Thermopsis divaricarpa,27,1195,,5,4,,,
43,7/5/20,Thermopsis divaricarpa,27,1249,,7,1,,,
43,7/5/20,Thermopsis divaricarpa,27,1254,,1,4,,,
43,7/5/20,Thermopsis divaricarpa,27,1276,,1,5,,,
43,7/5/20,Thermopsis divaricarpa,27,1280,,2,4,,,
43,7/5/20,Thermopsis divaricarpa,27,1286,,0,0,,,grazed
43,7/5/20,Thermopsis divaricarpa,27,1298,,0,6,,,
43,7/5/20,Thermopsis divaricarpa,28,1251,,0,5,,,OUTSIDE SW
43,7/5/20,Thermopsis divaricarpa,29,1260,,1,4,,,
43,7/5/20,Thermopsis divaricarpa,30,1255,,2,5,,,
43,7/5/20,Thermopsis divaricarpa,31,1099,,,,,,can't find
43,7/5/20,Thermopsis divaricarpa,31,1100,,0,3,,,
43,7/5/20,Thermopsis divaricarpa,31,1107,,1,17,,,
43,7/5/20,Thermopsis divaricarpa,31,1248,,0,1,,,
43,7/5/20,Thermopsis divaricarpa,32,1109,,4,8,,,
43,7/5/20,Thermopsis divaricarpa,33,1059,,0,8,,,
43,7/5/20,Thermopsis divaricarpa,33,1266,,0,4,,,
43,7/5/20,Thermopsis divaricarpa,42,1141,,1,0,,,OUTSIDE; ignore for 1309
43,7/5/20,Thermopsis divaricarpa,43,1203,,0,1,,,
43,7/5/20,Thermopsis divaricarpa,43,1246,,2,1,,,
43,7/5/20,Thermopsis divaricarpa,43,1268,,0,1,,,
43,7/5/20,Thermopsis divaricarpa,43,1278,,0,2,,,
43,7/5/20,Thermopsis divaricarpa,43,1285,,0,1,,,
44,7/5/20,Thermopsis divaricarpa,43,1290,,2,7,,,
44,7/5/20,Thermopsis divaricarpa,43,1292,,0,2,,,
44,7/5/20,Thermopsis divaricarpa,43,1293,,6,0,,,
44,7/5/20,Thermopsis divaricarpa,44,1154,,0,2,,,OUTSDE NW
44,7/5/20,Thermopsis divaricarpa,45,1207,,0,4,,,
44,7/5/20,Thermopsis divaricarpa,45,1257,,0,2,,,
44,7/5/20,Thermopsis divaricarpa,45,1264,,0,2,,,
44,7/5/20,Thermopsis divaricarpa,45,1265,,0,1,,,
44,7/5/20,Thermopsis divaricarpa,45,1275,,0,3,,,
44,7/5/20,Thermopsis divaricarpa,45,1287,,,,,,can't find
44,7/5/20,Thermopsis divaricarpa,46,1029,,0,1,,,dropped a bunch
44,7/5/20,Thermopsis divaricarpa,47,1066,,0,2,,,
44,7/5/20,Thermopsis divaricarpa,47,1072,,0,7,,,
44,7/5/20,Thermopsis divaricarpa,47,1086,,0,1,,,
44,7/5/20,Thermopsis divaricarpa,47,1093,,0,3,,,
44,7/5/20,Thermopsis divaricarpa,47,1118,2,6,2,,,
44,7/5/20,Thermopsis divaricarpa,47,1156,,0,2,,x,others? No other stems near
44,7/5/20,Thermopsis divaricarpa,47,1229,,,,,,can't find
44,7/5/20,Thermopsis divaricarpa,47,1235,,1,2,,,
45,7/5/20,Thermopsis divaricarpa,48,1056,,,,,,can't find; is 1036?
45,7/5/20,Thermopsis divaricarpa,48,1098,,,,,,can't find
45,7/5/20,Thermopsis divaricarpa,48,1181,,,,,,can't find
45,7/5/20,Thermopsis divaricarpa,49,1221,,,,,,can't find
45,7/5/20,Thermopsis divaricarpa,49,1231,,,,,,can't find
45,7/5/20,Thermopsis divaricarpa,49,1234,,0,0,,,grazed
45,7/5/20,Thermopsis divaricarpa,49,1241,,0,15,,,
45,7/5/20,Thermopsis divaricarpa,49,1243,,,,,,can't find
45,7/5/20,Thermopsis divaricarpa,49,1282,,0,5,,,
46,7/5/20,Thermopsis divaricarpa,50,1028,,0,3,,,
46,7/5/20,Thermopsis divaricarpa,50,1183,,,,,,can't find
46,7/5/20,Thermopsis divaricarpa,50,1206,,0,0,,,grazed
46,7/5/20,Thermopsis divaricarpa,50,1225,,0,3,,,
46,7/5/20,Thermopsis divaricarpa,50,1247,,,,,,can't find
46,7/5/20,Thermopsis divaricarpa,50,1281,,0,1,,,
46,7/5/20,Thermopsis divaricarpa,51,1230,,0,5,,,
46,7/5/20,Thermopsis divaricarpa,51,1237,,0,6,,,
46,7/5/20,Thermopsis divaricarpa,51,1256,,0,2,,,
46,7/5/20,Thermopsis divaricarpa,51,1267,,0,4,,,
46,7/5/20,Thermopsis divaricarpa,51,1277,,0,2,,,
46,7/5/20,Thermopsis divaricarpa,61,1125,,4,0,,,
