Page,Date,Species,Plot,Tag,Stms,Fl_straight,Fl_curled,Fl_done,Q,Note
98,8/6/20,Campanula rotundifolia,22,1608,,0,0,2,,
98,8/6/20,Campanula rotundifolia,22,1643,,1,0,1,,
98,8/6/20,Campanula rotundifolia,22,1654,,0,0,1,,
98,8/6/20,Campanula rotundifolia,22,1656,,0,0,1,,
98,8/6/20,Campanula rotundifolia,22,1659,,0,0,1,,
98,8/6/20,Campanula rotundifolia,22,1678,,0,0,2,,
98,8/6/20,Campanula rotundifolia,22,1682,,0,0,2,,
98,8/6/20,Campanula rotundifolia,22,1686,,0,0,1,,
98,8/6/20,Campanula rotundifolia,22,1688,,0,0,2,,
98,8/6/20,Campanula rotundifolia,22,1721,,0,0,1,,
98,8/6/20,Campanula rotundifolia,22,1752,,0,0,1,,
98,8/6/20,Campanula rotundifolia,22,1753,,0,0,1,,
98,8/6/20,Campanula rotundifolia,22,1784,,0,0,4,,1pv
98,8/6/20,Campanula rotundifolia,22,1814,,0,0,1,,
98,8/6/20,Campanula rotundifolia,23,1677,,0,0,1,,
98,8/6/20,Campanula rotundifolia,23,1773,,0,0,1,,
98,8/6/20,Campanula rotundifolia,25,1560,,,,,,no plant; collected
98,8/6/20,Campanula rotundifolia,25,1569,,,,,,(unattached is 2;1;0;1)
98,8/6/20,Campanula rotundifolia,27,1744,,,,,,
98,8/6/20,Campanula rotundifolia,28,1867,,0,0,2,,OUTSIDE SW
98,8/6/20,Campanula rotundifolia,29,1750,,0,0,1,,
98,8/6/20,Campanula rotundifolia,31,1502,,0,0,2,,might be 1564
98,8/6/20,Campanula rotundifolia,31,1507,,0,0,6,,
98,8/6/20,Campanula rotundifolia,31,1510,,,,,,is 1507; collected
99,8/6/20,Campanula rotundifolia,31,1527,,0,0,2,,
99,8/6/20,Campanula rotundifolia,31,1530,,0,0,2,,
99,8/6/20,Campanula rotundifolia,31,1544,,0,0,1,,
99,8/6/20,Campanula rotundifolia,31,1564,,0,0,4,,
99,8/6/20,Campanula rotundifolia,31,1589,,0,0,2,,
99,8/6/20,Campanula rotundifolia,31,1631,,0,0,1,,
99,8/6/20,Campanula rotundifolia,32,1543,,0,0,1,,
99,8/6/20,Campanula rotundifolia,32,1546,,,,,,can't find; no tag; grazed?
99,8/6/20,Campanula rotundifolia,32,1554,,0,0,0,,grazed
99,8/6/20,Campanula rotundifolia,32,1595,,0,0,0,,grazed
99,8/6/20,Campanula rotundifolia,32,1614,,,,,,grazed
99,8/6/20,Campanula rotundifolia,32,1618,,6,1,8,,1 done today
99,8/6/20,Campanula rotundifolia,32,1627,,0,0,2,,
99,8/6/20,Campanula rotundifolia,32,1635,,,,,,can't find; no tag; grazed?
99,8/6/20,Campanula rotundifolia,32,1649,,0,0,1,,
99,8/6/20,Campanula rotundifolia,32,1651,,0,0,0,,grazed and collected
99,8/6/20,Campanula rotundifolia,32,1676,2,1,1,3,,purple stigma
99,8/6/20,Campanula rotundifolia,32,1696,,0,0,4,,
99,8/6/20,Campanula rotundifolia,32,1707,,0,0,1,,
99,8/6/20,Campanula rotundifolia,32,1712,,0,0,1,,
99,8/6/20,Campanula rotundifolia,32,1731,,0,0,0,,grazed
99,8/6/20,Campanula rotundifolia,32,1764,,0,0,2,,
99,8/6/20,Campanula rotundifolia,32,1768,,0,0,2,,
99,8/6/20,Campanula rotundifolia,32,1778,,0,0,1,,
99,8/6/20,Campanula rotundifolia,32,1802,,0,0,1,,
99,8/6/20,Campanula rotundifolia,32,1803,,0,0,2,,
99,8/6/20,Campanula rotundifolia,32,1804,,0,0,1,,
99,8/6/20,Campanula rotundifolia,32,1819,,,,,,found loose; collected
99,8/6/20,Campanula rotundifolia,32,1866,,,,,,found loose; collected
99,8/6/20,Campanula rotundifolia,32,1878,,0,0,1,x,tag is 1879; improve
99,8/6/20,Campanula rotundifolia,33,1503,,0,0,0,,grazed
100,8/6/20,Campanula rotundifolia,33,1508,,0,0,0,,grazed
100,8/6/20,Campanula rotundifolia,33,1516,,0,0,4,,
100,8/6/20,Campanula rotundifolia,33,1518,,0,0,4,,
100,8/6/20,Campanula rotundifolia,33,1521,,0,0,4,,1pv
100,8/6/20,Campanula rotundifolia,33,1528,,0,0,1,,2 stems grazed
100,8/6/20,Campanula rotundifolia,33,1529,,0,0,5,,grazed
100,8/6/20,Campanula rotundifolia,33,1540,1,0,0,4,,
100,8/6/20,Campanula rotundifolia,33,1547,,0,0,3,,
100,8/6/20,Campanula rotundifolia,33,1550,,0,0,3,,
100,8/6/20,Campanula rotundifolia,33,1552,,,,,,
100,8/6/20,Campanula rotundifolia,33,1555,,0,0,0,,grazed
100,8/6/20,Campanula rotundifolia,33,1558,2,0,0,6,,
100,8/6/20,Campanula rotundifolia,33,1576,,0,0,1,,
100,8/6/20,Campanula rotundifolia,33,1578,,0,0,0,,grazed
100,8/6/20,Campanula rotundifolia,33,1593,,0,0,2,,1 stem counted
100,8/6/20,Campanula rotundifolia,33,1602,,,,,,unattached and collected
100,8/6/20,Campanula rotundifolia,33,1616,,0,0,1,,only 1 stem
100,8/6/20,Campanula rotundifolia,33,1617,,0,0,1,,
100,8/6/20,Campanula rotundifolia,33,1634,1,1,0,6,,
100,8/6/20,Campanula rotundifolia,33,1640,1,1,0,1,x,check old records
100,8/6/20,Campanula rotundifolia,33,1641,,0,0,0,,grazed
100,8/6/20,Campanula rotundifolia,33,1642,,0,0,2,,uprooted; tag collected
100,8/6/20,Campanula rotundifolia,33,1702,,0,0,1,,
100,8/6/20,Campanula rotundifolia,33,1704,3,3,2,3,x,check old datasheets; 1pv soon
100,8/6/20,Campanula rotundifolia,33,1719,,0,0,2,,2pv
100,8/6/20,Campanula rotundifolia,33,1788,,0,0,1,,grazed; 1 flw stem left
100,8/6/20,Campanula rotundifolia,33,1842,,0,0,1,,
100,8/6/20,Campanula rotundifolia,34,1723,,0,0,1,,pv
100,8/6/20,Campanula rotundifolia,34,1849,,0,0,1,,pv
100,8/6/20,Campanula rotundifolia,41,1745,,0,0,1,,
100,8/6/20,Campanula rotundifolia,42,1583,,0,0,1,,
101,8/6/20,Campanula rotundifolia,42,1726,,0,0,1,,
101,8/6/20,Campanula rotundifolia,42,1748,,0,0,1,,
101,8/6/20,Campanula rotundifolia,42,1754,,0,0,2,,
101,8/6/20,Campanula rotundifolia,42,1769,,0,0,1,,
101,8/6/20,Campanula rotundifolia,42,1770,,,,,,can't find
101,8/6/20,Campanula rotundifolia,42,1777,,0,0,2,,
101,8/6/20,Campanula rotundifolia,42,1827,,0,0,1,,
101,8/6/20,Campanula rotundifolia,43,1572,,,,,,tag loop broke; collcted; no plant
101,8/6/20,Campanula rotundifolia,43,1644,,,,,,collected
101,8/6/20,Campanula rotundifolia,43,1713,,0,0,1,,
101,8/6/20,Campanula rotundifolia,43,1743,1,1,0,1,,
101,8/6/20,Campanula rotundifolia,43,1761,,0,0,3,,
101,8/6/20,Campanula rotundifolia,43,1762,,0,0,2,,
101,8/6/20,Campanula rotundifolia,44,1604,2,0,0,5,,
101,8/6/20,Campanula rotundifolia,45,1531,,0,0,0,,grazed
101,8/6/20,Campanula rotundifolia,45,1571,,0,0,2,,
101,8/6/20,Campanula rotundifolia,45,1573,,,,,,unattached and collected; can't find
101,8/6/20,Campanula rotundifolia,45,1574,,0,0,2,,
101,8/6/20,Campanula rotundifolia,45,1592,,2,2,14,,
101,8/6/20,Campanula rotundifolia,45,1600,,0,0,1,x,unattached and reattached; uncertain; 1 stem grazed
101,8/6/20,Campanula rotundifolia,45,1601,,0,0,6,,
101,8/6/20,Campanula rotundifolia,45,1606,,0,0,4,,
101,8/6/20,Campanula rotundifolia,45,1624,3,0,1,7,,1pv
101,8/6/20,Campanula rotundifolia,45,1630,,0,0,2,,
101,8/6/20,Campanula rotundifolia,45,1760,,0,0,1,,
101,8/6/20,Campanula rotundifolia,45,1874,,,,,,can't find
101,8/6/20,Campanula rotundifolia,46,1586,,0,0,7,,1 dropped?
101,8/6/20,Campanula rotundifolia,46,1636,,0,0,0,,dropped?
101,8/6/20,Campanula rotundifolia,47,1514,1,0,0,1,x,tag was unattached; uncertain identity
101,8/6/20,Campanula rotundifolia,47,1577,,0,0,1,,
102,8/6/20,Campanula rotundifolia,47,1587,,,,,,grazed
102,8/6/20,Campanula rotundifolia,47,1645,,,,,,can't find
102,8/6/20,Campanula rotundifolia,47,1711,,,,,,grazed
102,8/6/20,Campanula rotundifolia,47,1720,,0,0,1,,
102,8/6/20,Campanula rotundifolia,47,1728,,0,0,1,,
102,8/6/20,Campanula rotundifolia,47,1741,,,,,,no plant
102,8/6/20,Campanula rotundifolia,47,1749,,0,0,1,,
102,8/6/20,Campanula rotundifolia,47,1755,,,,,x,can't find; was typo? Is 1795; improve
102,8/6/20,Campanula rotundifolia,47,1756,,0,0,1,,
102,8/6/20,Campanula rotundifolia,47,1763,,0,0,1,,
102,8/6/20,Campanula rotundifolia,47,1765,,0,0,1,,
102,8/6/20,Campanula rotundifolia,47,1766,,0,0,1,,on E boundary
102,8/6/20,Campanula rotundifolia,47,1782,,,,,x,check/improve; 1787?
102,8/6/20,Campanula rotundifolia,48,1535,,0,0,15,,
102,8/6/20,Campanula rotundifolia,49,1551,,0,0,14,,
102,8/6/20,Campanula rotundifolia,49,1621,,0,0,4,,
102,8/6/20,Campanula rotundifolia,50,1501,,0,0,2,,
102,8/6/20,Campanula rotundifolia,50,1505,,0,0,4,,
102,8/6/20,Campanula rotundifolia,50,1534,,,,,,
102,8/6/20,Campanula rotundifolia,50,1538,,0,0,1,,
102,8/6/20,Campanula rotundifolia,50,1581,,0,0,0,,nothing visibl
102,8/6/20,Campanula rotundifolia,50,1585,,2,0,4,,Bombus visit and leave far away
102,8/6/20,Campanula rotundifolia,50,1615,,0,0,3,,
102,8/6/20,Campanula rotundifolia,50,1628,,0,0,5,,
102,8/6/20,Campanula rotundifolia,50,1647,,0,0,0,,grazed
102,8/6/20,Campanula rotundifolia,50,1714,,0,0,1,,
102,8/6/20,Campanula rotundifolia,50,1757,2,0,3,3,,
102,8/6/20,Campanula rotundifolia,50,1771,,0,0,1,,
102,8/6/20,Campanula rotundifolia,50,1811,,0,0,1,,
102,8/6/20,Campanula rotundifolia,51,1868,,,,,,gone
102,8/6/20,Campanula rotundifolia,52,1872,,,,,,no plant
102,8/6/20,Campanula rotundifolia,53,1523,,0,0,1,,
103,8/6/20,Campanula rotundifolia,53,1524,,0,0,4,,pv
103,8/6/20,Campanula rotundifolia,53,1542,,0,0,4,,
103,8/6/20,Campanula rotundifolia,53,1556,,0,0,1,,
103,8/6/20,Campanula rotundifolia,53,1584,,0,0,3,,
103,8/6/20,Campanula rotundifolia,53,1626,,0,0,1,,
103,8/6/20,Campanula rotundifolia,53,1648,,0,0,1,,
103,8/6/20,Campanula rotundifolia,53,1650,,0,0,1,,brown
103,8/6/20,Campanula rotundifolia,53,1664,,0,0,2,,
103,8/6/20,Campanula rotundifolia,53,1706,,0,0,1,,
103,8/6/20,Campanula rotundifolia,53,1708,,0,0,1,,
103,8/6/20,Campanula rotundifolia,53,1733,,0,0,2,,
103,8/6/20,Campanula rotundifolia,53,1737,,0,0,1,,
103,8/6/20,Campanula rotundifolia,53,1740,,1,0,1,,
103,8/6/20,Campanula rotundifolia,53,1747,,0,0,2,,
103,8/6/20,Campanula rotundifolia,53,1846,,0,0,1,,
103,8/6/20,Campanula rotundifolia,53,1851,,0,0,1,,
103,8/6/20,Campanula rotundifolia,53,1863,,1,0,1,,
103,8/6/20,Campanula rotundifolia,61,1662,,0,0,1,,OUTSIDE NW
103,8/6/20,Campanula rotundifolia,63,1786,,0,1,1,,
103,8/6/20,Campanula rotundifolia,64,1674,,1,1,2,,
103,8/6/20,Campanula rotundifolia,68,1539,,0,0,0,,brown and out?
103,8/6/20,Campanula rotundifolia,68,1545,,0,0,0,,dropped
103,8/6/20,Campanula rotundifolia,68,1622,,0,0,2,,
103,8/6/20,Campanula rotundifolia,68,1670,2,0,0,2,,
103,8/6/20,Campanula rotundifolia,69,1877,,0,0,1,,visited although done; OUTSIDE NE
103,8/6/20,Campanula rotundifolia,71,1512,,0,1,7,,
103,8/6/20,Campanula rotundifolia,71,1520,,0,0,12,,
103,8/6/20,Campanula rotundifolia,71,1557,,0,0,6,,1 stem grazed?
103,8/6/20,Campanula rotundifolia,71,1567,,0,0,7,,
103,8/6/20,Campanula rotundifolia,71,1579,,0,0,1,,
103,8/6/20,Campanula rotundifolia,71,1580,,0,0,2,,
104,8/6/20,Campanula rotundifolia,74,1599,,,,,,can't find
104,8/6/20,Campanula rotundifolia,74,1619,,0,0,2,,
104,8/6/20,Campanula rotundifolia,74,1633,,0,0,2,,
104,8/6/20,Campanula rotundifolia,74,1638,,0,0,1,,1 stem grazed
104,8/6/20,Campanula rotundifolia,75,1632,,0,0,2,,was grazed [prev.?]
104,8/6/20,Campanula rotundifolia,76,1609,,0,0,1,,
104,8/6/20,Campanula rotundifolia,77,1666,,0,0,2,,
104,8/6/20,Campanula rotundifolia,77,1775,1,0,0,1,,
104,8/6/20,Campanula rotundifolia,78,1603,,0,0,2,,
104,8/6/20,Campanula rotundifolia,78,1671,,0,0,2,,
104,8/6/20,Campanula rotundifolia,78,1710,,0,0,1,,mc/3pv
104,8/6/20,Campanula rotundifolia,81,1767,,0,0,1,,pv
104,8/6/20,Campanula rotundifolia,81,1781,,,,,,grazed; uprooted and collected
104,8/6/20,Campanula rotundifolia,81,1799,,0,0,1,,pv
104,8/6/20,Campanula rotundifolia,81,1815,,0,0,1,,1pv
104,8/6/20,Campanula rotundifolia,81,1838,,0,0,1,,
104,8/6/20,Campanula rotundifolia,81,1865,,0,0,1,,pv
104,8/6/20,Campanula rotundifolia,81,1875,3,1,1,1,,wide diameter
104,8/6/20,Campanula rotundifolia,82,1568,1,0,0,1,,
104,8/6/20,Campanula rotundifolia,82,1780,,0,0,2,,
104,8/6/20,Campanula rotundifolia,83,1729,,0,0,2,,
104,8/6/20,Campanula rotundifolia,83,1742,,0,0,1,,
104,8/6/20,Campanula rotundifolia,83,1746,,0,0,1,,pv
104,8/6/20,Campanula rotundifolia,83,1806,,0,0,1,,
104,8/6/20,Campanula rotundifolia,83,1809,,0,0,1,,
104,8/6/20,Campanula rotundifolia,83,1834,,0,0,1,,
104,8/6/20,Campanula rotundifolia,85,1675,,0,2,5,,
104,8/6/20,Campanula rotundifolia,85,1779,,0,0,2,,
104,8/6/20,Campanula rotundifolia,85,1810,,0,0,1,,
104,8/6/20,Campanula rotundifolia,85,1869,,0,0,1,,
104,8/6/20,Campanula rotundifolia,86,1623,,0,0,1,,
105,8/6/20,Campanula rotundifolia,86,1625,,1,1,4,,
105,8/6/20,Campanula rotundifolia,86,1683,3,0,0,3,,
105,8/6/20,Campanula rotundifolia,87,1792,,0,1,0,,pv incl. tomorrow
105,8/6/20,Campanula rotundifolia,88,1715,,0,0,1,,
