Page,Date,Species,Plot,Tag,Stms,Fl_straight,Fl_curled,Fl_done,Q,Note
127,8/19/20,Campanula rotundifolia,22,1608,,0,0,2,,
127,8/19/20,Campanula rotundifolia,22,1643,,0,0,2,,
127,8/19/20,Campanula rotundifolia,22,1784,,0,0,6,,
127,8/19/20,Campanula rotundifolia,22,1843,,0,0,1,,
127,8/19/20,Campanula rotundifolia,23,1709,,0,0,1,,
127,8/19/20,Campanula rotundifolia,23,1759,,0,0,1,,
127,8/19/20,Campanula rotundifolia,23,1773,,0,0,1,,
127,8/19/20,Campanula rotundifolia,27,1744,,0,0,0,,
127,8/19/20,Campanula rotundifolia,27,1785,,0,0,2,,
127,8/19/20,Campanula rotundifolia,27,1840,,0,0,1,,
127,8/19/20,Campanula rotundifolia,28,1867,,0,0,2,,
127,8/19/20,Campanula rotundifolia,29,1750,,0,0,2,,
127,8/19/20,Campanula rotundifolia,31,1502,,0,0,2,,is 1564; combine/improve
127,8/19/20,Campanula rotundifolia,31,1507,,0,0,5,x,check prev - swapped with 1530 prev record? Improve
127,8/19/20,Campanula rotundifolia,31,1530,,0,0,2,x,check prev - swapped with 1507 prev record? Improve
127,8/19/20,Campanula rotundifolia,31,1564,,0,0,3,,
127,8/19/20,Campanula rotundifolia,32,1546,,,,,,
127,8/19/20,Campanula rotundifolia,32,1595,,0,0,0,,grazed or dropped
127,8/19/20,Campanula rotundifolia,32,1614,,,,,,
127,8/19/20,Campanula rotundifolia,32,1618,,,,,,unattached outside of plot and collected
127,8/19/20,Campanula rotundifolia,32,1635,,,,,,
127,8/19/20,Campanula rotundifolia,32,1676,1,0,0,3,,1 dropped
127,8/19/20,Campanula rotundifolia,32,1696,1,0,0,2,,
128,8/19/20,Campanula rotundifolia,32,1731,,,,,,
128,8/19/20,Campanula rotundifolia,32,1764,,0,0,1,,1 stem dropped or grazed
128,8/19/20,Campanula rotundifolia,32,1768,,0,0,2,,
128,8/19/20,Campanula rotundifolia,32,1801,,0,0,1,,
128,8/19/20,Campanula rotundifolia,32,1802,,0,0,1,,
128,8/19/20,Campanula rotundifolia,32,1803,,0,0,0,,dropped or grazed
128,8/19/20,Campanula rotundifolia,32,1804,,0,0,1,,
128,8/19/20,Campanula rotundifolia,32,1812,,0,0,1,,
128,8/19/20,Campanula rotundifolia,32,1817,,0,0,1,,
128,8/19/20,Campanula rotundifolia,32,1828,,0,0,0,,dropped or gone
128,8/19/20,Campanula rotundifolia,32,1855,,0,0,2,,
128,8/19/20,Campanula rotundifolia,32,1878,,0,0,1,,1879
128,8/19/20,Campanula rotundifolia,33,1503,,,,,,
128,8/19/20,Campanula rotundifolia,33,1521,,0,0,5,,
128,8/19/20,Campanula rotundifolia,33,1528,,0,0,1,,
128,8/19/20,Campanula rotundifolia,33,1529,,0,0,2,,
128,8/19/20,Campanula rotundifolia,33,1550,,0,0,1,,
128,8/19/20,Campanula rotundifolia,33,1555,,0,0,0,,
128,8/19/20,Campanula rotundifolia,33,1558,,0,0,4,,1 dropped or grazed
128,8/19/20,Campanula rotundifolia,33,1593,,0,0,2,,
128,8/19/20,Campanula rotundifolia,33,1634,,0,0,1,,
128,8/19/20,Campanula rotundifolia,33,1640,,,,,,
128,8/19/20,Campanula rotundifolia,33,1641,,0,1,0,x,grazed; new tag; old tag lost
128,8/19/20,Campanula rotundifolia,33,1704,,0,0,6,,
128,8/19/20,Campanula rotundifolia,33,1719,,0,0,1,,
128,8/19/20,Campanula rotundifolia,33,1788,,0,0,0,,grazed
128,8/19/20,Campanula rotundifolia,33,1842,,0,0,2,,
128,8/19/20,Campanula rotundifolia,33,1847,,0,0,1,,
128,8/19/20,Campanula rotundifolia,33,1850,,0,0,1,,
128,8/19/20,Campanula rotundifolia,34,1723,,0,0,2,,
129,8/19/20,Campanula rotundifolia,41,1745,,0,0,2,,
129,8/19/20,Campanula rotundifolia,42,1770,,0,0,1,,
129,8/19/20,Campanula rotundifolia,42,1816,,0,0,1,,
129,8/19/20,Campanula rotundifolia,42,1827,,0,0,0,,
129,8/19/20,Campanula rotundifolia,43,1713,,0,0,0,,
129,8/19/20,Campanula rotundifolia,43,1743,,0,0,2,,
129,8/19/20,Campanula rotundifolia,43,1761,,0,0,4,x,check prev; tag unattached; maybe is outside (and has no attached tag)
129,8/19/20,Campanula rotundifolia,43,1762,,0,0,0,,grazed
129,8/19/20,Campanula rotundifolia,44,1604,,0,0,3,,
129,8/19/20,Campanula rotundifolia,45,1571,,0,0,2,,
129,8/19/20,Campanula rotundifolia,45,1592,,0,0,13,,no new
129,8/19/20,Campanula rotundifolia,45,1600,,0,0,0,,
129,8/19/20,Campanula rotundifolia,45,1601,,0,0,3,,
129,8/19/20,Campanula rotundifolia,45,1606,,,,,,unattached and collected
129,8/19/20,Campanula rotundifolia,45,1624,,0,0,5,,
129,8/19/20,Campanula rotundifolia,45,1874,,0,0,1,,
129,8/19/20,Campanula rotundifolia,46,1586,,0,0,6,,
129,8/19/20,Campanula rotundifolia,46,1636,,0,0,0,,
129,8/19/20,Campanula rotundifolia,47,1577,,0,0,0,,
129,8/19/20,Campanula rotundifolia,47,1645,,,,,,
129,8/19/20,Campanula rotundifolia,47,1711,,0,0,0,,
129,8/19/20,Campanula rotundifolia,47,1749,,0,0,0,,grazing may have been just lost
129,8/19/20,Campanula rotundifolia,47,1755,,,,,,
129,8/19/20,Campanula rotundifolia,47,1766,,0,0,1,,
129,8/19/20,Campanula rotundifolia,47,1782,,,,,,
129,8/19/20,Campanula rotundifolia,47,1787,,0,0,1,,
129,8/19/20,Campanula rotundifolia,47,1795,,0,0,1,,
129,8/19/20,Campanula rotundifolia,48,1535,,,,,,
129,8/19/20,Campanula rotundifolia,49,1551,,0,0,9,,1 stem grazed
129,8/19/20,Campanula rotundifolia,49,1621,,0,0,4,,
129,8/19/20,Campanula rotundifolia,50,1581,,,,,,
129,8/19/20,Campanula rotundifolia,50,1585,,0,0,5,,
130,8/19/20,Campanula rotundifolia,50,1628,,0,0,5,,
130,8/19/20,Campanula rotundifolia,50,1647,,,,,,
130,8/19/20,Campanula rotundifolia,50,1757,,0,0,6,,
130,8/19/20,Campanula rotundifolia,50,1771,1,0,0,2,,1 stem lost
130,8/19/20,Campanula rotundifolia,50,1811,,0,0,1,x,was prev a mistake? (purple maybe new?) no sign of grazing; check
130,8/19/20,Campanula rotundifolia,53,1524,,,,,,unattached and collected
130,8/19/20,Campanula rotundifolia,53,1542,,,,,,unattached and collected
130,8/19/20,Campanula rotundifolia,53,1648,,0,0,0,,grazed
130,8/19/20,Campanula rotundifolia,53,1733,,0,0,0,,dropped or grazed
130,8/19/20,Campanula rotundifolia,53,1739,,,,,,unattached and collected
130,8/19/20,Campanula rotundifolia,53,1740,1,0,0,1,,posible grazing
130,8/19/20,Campanula rotundifolia,53,1846,,,,,,collected (unattached)
130,8/19/20,Campanula rotundifolia,53,1851,,0,0,0,,
130,8/19/20,Campanula rotundifolia,53,1863,,,,,,unattached and collected
130,8/19/20,Campanula rotundifolia,63,1786,,,,,,can't find; swc is 1001
130,8/19/20,Campanula rotundifolia,64,1674,2,0,0,3,,done one purple
130,8/19/20,Campanula rotundifolia,67,1829,,0,0,1,,
130,8/19/20,Campanula rotundifolia,68,1622,,0,0,1,,
130,8/19/20,Campanula rotundifolia,69,1877,,0,0,1,,
130,8/19/20,Campanula rotundifolia,71,1512,,0,0,7,x,previously missed no new
130,8/19/20,Campanula rotundifolia,71,1520,,0,0,13,,
130,8/19/20,Campanula rotundifolia,71,1557,,0,0,0,,grazed
130,8/19/20,Campanula rotundifolia,71,1567,,,,,,
130,8/19/20,Campanula rotundifolia,71,1580,,,,,,
130,8/19/20,Campanula rotundifolia,71,1831,,0,0,1,,
130,8/19/20,Campanula rotundifolia,74,1619,,0,0,0,,
130,8/19/20,Campanula rotundifolia,74,1638,,0,0,0,,
130,8/19/20,Campanula rotundifolia,75,1632,,0,0,4,,OUTSIDE SE
130,8/19/20,Campanula rotundifolia,76,1609,,,,,,collected
130,8/19/20,Campanula rotundifolia,77,1775,,0,0,1,,
130,8/19/20,Campanula rotundifolia,78,1603,,0,0,2,,
131,8/19/20,Campanula rotundifolia,78,1671,,0,0,1,,
131,8/19/20,Campanula rotundifolia,78,1710,,0,0,0,,
131,8/19/20,Campanula rotundifolia,78,1898,,0,0,0,,
131,8/19/20,Campanula rotundifolia,81,1767,,,,,,can't find
131,8/19/20,Campanula rotundifolia,81,1815,,0,0,0,,
131,8/19/20,Campanula rotundifolia,81,1838,,0,0,0,,
131,8/19/20,Campanula rotundifolia,81,1865,,0,0,0,,
131,8/19/20,Campanula rotundifolia,81,1875,3,0,0,3,,
131,8/19/20,Campanula rotundifolia,82,1568,,0,0,0,,
131,8/19/20,Campanula rotundifolia,82,1780,,0,0,0,,
131,8/19/20,Campanula rotundifolia,83,1729,,0,0,2,,
131,8/19/20,Campanula rotundifolia,83,1746,,0,0,2,,
131,8/19/20,Campanula rotundifolia,83,1806,,0,0,1,,
131,8/19/20,Campanula rotundifolia,83,1809,,0,0,1,,
131,8/19/20,Campanula rotundifolia,83,1821,,0,0,2,,
131,8/19/20,Campanula rotundifolia,83,1834,,0,0,1,,
131,8/19/20,Campanula rotundifolia,83,1876,,0,0,0,,grazed
131,8/19/20,Campanula rotundifolia,83,1897,,0,0,1,,
131,8/19/20,Campanula rotundifolia,85,1675,,0,0,0,,
131,8/19/20,Campanula rotundifolia,85,1810,,,,,,no plant
131,8/19/20,Campanula rotundifolia,85,1869,,0,0,1,,
131,8/19/20,Campanula rotundifolia,86,1625,,0,0,2,,1 stem lost (unounted) 2 grazed
131,8/19/20,Campanula rotundifolia,86,1683,,0,0,3,,
131,8/19/20,Campanula rotundifolia,87,1792,,,,,,gone
131,8/19/20,Campanula rotundifolia,88,1715,,0,0,2,,
