Page,Date,Species,Plot,Tag,Stms,Fl_straight,Fl_curled,Fl_done,Q,Note
126,8/19/20,Campanula rotundifolia,1,1504,,0,0,1,,
126,8/19/20,Campanula rotundifolia,1,1548,,0,0,1,,
126,8/19/20,Campanula rotundifolia,1,1565,,0,0,2,,
126,8/19/20,Campanula rotundifolia,1,1584,,,,,x,can't find; is 1854 or 1548?
126,8/19/20,Campanula rotundifolia,1,1667,,0,0,1,,
126,8/19/20,Campanula rotundifolia,1,1837,,0,0,1,,
126,8/19/20,Campanula rotundifolia,1,1854,,0,0,2,,
126,8/19/20,Campanula rotundifolia,3,1541,,0,0,3,,
126,8/19/20,Campanula rotundifolia,3,1607,,0,0,0,,
126,8/19/20,Campanula rotundifolia,3,1691,,0,0,3,,
126,8/19/20,Campanula rotundifolia,3,1698,,0,0,7,,
126,8/19/20,Campanula rotundifolia,3,1823,,0,0,1,,
126,8/19/20,Campanula rotundifolia,3,1852,,0,0,1,,
126,8/19/20,Campanula rotundifolia,5,1605,,0,0,4,,
126,8/19/20,Campanula rotundifolia,5,1738,,0,0,0,,
126,8/19/20,Campanula rotundifolia,5,1789,2,0,0,2,x,2nd done was v. likely missed before check/improve
126,8/19/20,Campanula rotundifolia,5,1871,,,,,,no plant
126,8/19/20,Campanula rotundifolia,6,1515,,0,0,1,,
126,8/19/20,Campanula rotundifolia,6,1526,,0,0,0,,bud - all others gone
126,8/19/20,Campanula rotundifolia,6,1563,,,,,,
126,8/19/20,Campanula rotundifolia,8,1639,,0,0,9,,1 stem left
126,8/19/20,Campanula rotundifolia,9,1658,,0,0,0,x,check prev. - 18??? All grazed
126,8/19/20,Campanula rotundifolia,9,1783,1,0,0,1,,1 stem unattached
126,8/19/20,Campanula rotundifolia,16,1663,,0,0,1,,is fruit there…?
126,8/19/20,Campanula rotundifolia,16,1774,,0,0,1,,
126,8/19/20,Campanula rotundifolia,17,1594,,0,0,4,,
126,8/19/20,Campanula rotundifolia,18,1566,,,,,,
126,8/19/20,Campanula rotundifolia,18,1652,,,,,,
126,8/19/20,Campanula rotundifolia,18,1655,,0,0,6,,no new
126,8/19/20,Campanula rotundifolia,18,1673,,0,1,6,,
127,8/19/20,Campanula rotundifolia,18,1697,,0,0,2,,
127,8/19/20,Campanula rotundifolia,18,1703,,0,0,1,,
127,8/19/20,Campanula rotundifolia,18,1808,,0,0,1,,
127,8/19/20,Campanula rotundifolia,19,1657,,0,0,6,,pv in plot
127,8/19/20,Campanula rotundifolia,20,1797,,0,0,1,,
127,8/19/20,Campanula rotundifolia,20,1800,,0,0,1,,
127,8/19/20,Campanula rotundifolia,21,1845,,0,0,2,,
127,8/19/20,Campanula rotundifolia,21,1862,,,,,,can't find
