"Month","Day","Hour","Minute","Half_min","fn","volt"
8,20,13,23,0,"plot57",7.1
8,20,13,24,1,"plot57",10.1833333333333
8,20,13,25,0,"plot57",9.13333333333333
8,20,13,25,1,"plot57",8.54
8,20,13,26,0,"plot57",6.92666666666667
8,20,13,26,1,"plot57",6.84333333333333
8,20,13,27,0,"plot57",8.26666666666667
8,20,13,27,1,"plot57",8.98333333333333
8,20,13,28,0,"plot57",8.88666666666667
8,20,13,28,1,"plot57",10.3
8,20,13,29,0,"plot57",10.76
8,20,13,29,1,"plot57",23.9
8,20,13,30,0,"plot57",42.1333333333333
8,20,13,30,1,"plot57",19.0366666666667
8,20,13,31,0,"plot57",36.02
8,20,13,31,1,"plot57",34.33
8,20,13,32,0,"plot57",13.7833333333333
8,20,13,32,1,"plot57",8.08333333333333
8,20,13,33,0,"plot57",7.94
8,20,13,33,1,"plot57",9.13666666666667
8,20,13,34,0,"plot57",11.67
8,20,13,34,1,"plot57",51.9933333333333
8,20,13,35,0,"plot57",25.7633333333333
8,20,13,35,1,"plot57",14.6266666666667
8,20,13,36,0,"plot57",9.55666666666667
8,20,13,36,1,"plot57",11.82
8,20,13,37,1,"plot57",21.03
8,20,13,38,0,"plot57",49.2666666666667
8,20,13,38,1,"plot57",52.9766666666667
8,20,13,39,0,"plot57",30.2466666666667
8,20,13,39,1,"plot57",10.6733333333333
8,20,13,40,0,"plot57",18.0533333333333
8,20,13,40,1,"plot57",30.4133333333333
8,20,13,41,0,"plot57",23.3766666666667
8,20,13,41,1,"plot57",15.8466666666667
8,20,13,42,0,"plot57",21.0166666666667
8,20,13,42,1,"plot57",14.0433333333333
8,20,13,43,0,"plot57",12.94
8,20,13,43,1,"plot57",9.62666666666667
8,20,13,44,0,"plot57",10.2533333333333
8,20,13,44,1,"plot57",8.08666666666667
8,20,13,45,0,"plot57",9.79666666666667
8,20,13,45,1,"plot57",33.7533333333333
8,20,13,46,0,"plot57",51.7966666666667
8,20,13,46,1,"plot57",45.85
8,20,13,47,0,"plot57",43.47
8,20,13,47,1,"plot57",14.9666666666667
8,20,13,48,0,"plot57",41.67
8,20,13,48,1,"plot57",22.9666666666667
8,20,13,49,0,"plot57",9.85
8,20,13,49,1,"plot57",9.15
8,20,13,50,0,"plot57",6.68
8,20,13,51,0,"plot57",6.155
8,20,13,51,1,"plot57",6.76
8,20,13,52,0,"plot57",10.6133333333333
8,20,13,52,1,"plot57",36.1933333333333
8,20,13,53,0,"plot57",53.82
8,20,13,53,1,"plot57",48.81
8,20,13,54,0,"plot57",47.18
8,20,13,54,1,"plot57",51.2766666666667
8,20,13,55,0,"plot57",51.6766666666667
8,20,13,55,1,"plot57",52.0066666666667
8,20,13,56,0,"plot57",33.02
8,20,13,56,1,"plot57",21.94
8,20,13,57,0,"plot57",9.57666666666667
8,20,13,57,1,"plot57",22.31
8,20,13,58,0,"plot57",49.6966666666667
8,20,13,58,1,"plot57",7.51666666666667
8,20,13,59,0,"plot57",6.56
8,20,13,59,1,"plot57",8.43
8,20,14,0,0,"plot57",24.73
8,20,14,0,1,"plot57",21.4566666666667
8,20,14,1,0,"plot57",49.02
8,20,14,1,1,"plot57",28.7
8,20,14,2,0,"plot57",8.95666666666667
8,20,14,2,1,"plot57",7.42666666666667
8,20,14,3,0,"plot57",8.3
8,20,14,4,0,"plot57",50.04
8,20,14,4,1,"plot57",49.0666666666667
8,20,14,5,0,"plot57",41.6433333333333
8,20,14,5,1,"plot57",20.9233333333333
8,20,14,6,0,"plot57",6.28
8,20,14,6,1,"plot57",19.6166666666667
8,20,14,7,0,"plot57",8.73
8,20,14,7,1,"plot57",13.9866666666667
8,20,14,8,0,"plot57",30.19
8,20,14,8,1,"plot57",34.4066666666667
8,20,14,9,0,"plot57",33.3066666666667
8,20,14,9,1,"plot57",26.19
8,20,14,10,0,"plot57",29.39
8,20,14,10,1,"plot57",22.54
8,20,14,11,0,"plot57",39.9633333333333
8,20,14,11,1,"plot57",48.5133333333333
8,20,14,12,0,"plot57",50.0433333333333
8,20,14,12,1,"plot57",40.1
8,20,14,13,0,"plot57",18.6366666666667
8,20,14,13,1,"plot57",15.2366666666667
8,20,14,14,0,"plot57",48.6933333333333
8,20,14,14,1,"plot57",35.8133333333333
8,20,14,15,0,"plot57",48.8633333333333
8,20,14,15,1,"plot57",31.29
8,20,14,16,0,"plot57",10.5766666666667
8,20,14,16,1,"plot57",15.21
8,20,14,17,1,"plot57",39.33
8,20,14,18,0,"plot57",48.8233333333333
8,20,14,18,1,"plot57",48.1166666666667
8,20,14,19,0,"plot57",49.0366666666667
8,20,14,19,1,"plot57",6.39333333333333
8,20,14,20,0,"plot57",5.59333333333333
8,20,14,20,1,"plot57",5.68
8,20,14,21,0,"plot57",6.68333333333333
8,20,14,21,1,"plot57",6.36
8,20,14,22,0,"plot57",6.21333333333333
8,20,14,22,1,"plot57",6.17
8,20,14,23,0,"plot57",4.93666666666667
8,20,14,23,1,"plot57",4.84333333333333
8,20,14,24,0,"plot57",9.84
8,20,14,24,1,"plot57",33.0466666666667
8,20,14,25,0,"plot57",47.0133333333333
8,20,14,25,1,"plot57",28.5333333333333
8,20,14,26,0,"plot57",48.37
8,20,14,26,1,"plot57",16.64
8,20,14,27,0,"plot57",13.8466666666667
8,20,14,27,1,"plot57",16.5533333333333
8,20,14,28,0,"plot57",32.1566666666667
8,20,14,28,1,"plot57",45.4466666666667
8,20,14,29,0,"plot57",36.52
8,20,14,29,1,"plot57",12.4
8,20,14,30,0,"plot57",10.83
8,20,14,31,0,"plot57",7.02
8,20,14,31,1,"plot57",8.68333333333333
8,20,14,32,0,"plot57",10.26
8,20,14,32,1,"plot57",13.7233333333333
8,20,14,33,0,"plot57",10.0533333333333
8,20,14,33,1,"plot57",11.4666666666667
8,20,14,34,0,"plot57",35.7633333333333
8,20,14,34,1,"plot57",36.1466666666667
8,20,14,35,0,"plot57",7.15
8,20,14,35,1,"plot57",6.96
8,20,14,36,0,"plot57",7.79666666666667
8,20,14,36,1,"plot57",7.05666666666667
8,20,14,37,0,"plot57",6.56666666666667
8,20,14,37,1,"plot57",6.65666666666667
8,20,14,38,0,"plot57",6.64666666666667
8,20,14,38,1,"plot57",7.8
8,20,14,39,0,"plot57",7.32666666666667
8,20,14,39,1,"plot57",6.41666666666667
8,20,14,40,0,"plot57",6.49333333333333
8,20,14,40,1,"plot57",6.84666666666667
8,20,14,41,0,"plot57",6.59666666666667
8,20,14,41,1,"plot57",6.03333333333333
8,20,14,42,0,"plot57",6.45
8,20,14,42,1,"plot57",6.68666666666667
8,20,14,43,0,"plot57",6.91666666666667
8,20,14,43,1,"plot57",6.53
8,20,14,44,1,"plot57",5.665
8,20,14,45,0,"plot57",5.84666666666667
8,20,14,45,1,"plot57",5.75666666666667
8,20,14,46,0,"plot57",6.15666666666667
8,20,14,46,1,"plot57",7.16666666666667
8,20,14,47,0,"plot57",7.79333333333333
8,20,14,47,1,"plot57",7.36333333333333
8,20,14,48,0,"plot57",6.18
8,20,14,48,1,"plot57",6.49333333333333
8,20,14,49,0,"plot57",7.25
8,20,14,49,1,"plot57",6.83666666666667
8,20,14,50,0,"plot57",6.18666666666667
8,20,14,50,1,"plot57",5.54
8,20,14,51,0,"plot57",5.04
8,20,14,51,1,"plot57",4.78666666666667
8,20,14,52,0,"plot57",5.25
8,20,14,52,1,"plot57",5.61
8,20,14,53,0,"plot57",6.64333333333333
8,20,14,53,1,"plot57",7.99666666666667
8,20,14,54,0,"plot57",7.02333333333333
8,20,14,54,1,"plot57",5.62
8,20,14,55,0,"plot57",6.22
8,20,14,55,1,"plot57",8.00333333333333
8,20,14,56,0,"plot57",7.82333333333333
8,20,14,56,1,"plot57",7.35
8,20,14,57,1,"plot57",5.4
8,20,14,58,0,"plot57",6.03333333333333
8,20,14,58,1,"plot57",6.55
8,20,14,59,0,"plot57",6.24666666666667
8,20,14,59,1,"plot57",5.33
8,20,15,0,0,"plot57",5.33333333333333
8,20,15,0,1,"plot57",5.85
8,20,15,1,0,"plot57",5.93333333333333
8,20,15,1,1,"plot57",5.59
8,20,15,2,0,"plot57",5.74333333333333
8,20,15,2,1,"plot57",5.36
8,20,15,3,0,"plot57",5.14
8,20,15,3,1,"plot57",5.35333333333333
8,20,15,4,0,"plot57",6.44
8,20,15,4,1,"plot57",6.30666666666667
8,20,15,5,0,"plot57",6.05
8,20,15,5,1,"plot57",5.67
8,20,15,6,0,"plot57",5.58333333333333
8,20,15,6,1,"plot57",5.38666666666667
8,20,15,7,0,"plot57",4.79666666666667
8,20,15,7,1,"plot57",4.18333333333333
8,20,15,8,0,"plot57",3.76333333333333
8,20,15,8,1,"plot57",4.48333333333333
8,20,15,9,0,"plot57",5.65666666666667
8,20,15,9,1,"plot57",5.73
8,20,15,16,0,"plot57",5.92333333333333
8,20,15,16,1,"plot57",6.45333333333333
8,20,15,17,0,"plot57",5.24
8,20,15,17,1,"plot57",3.96333333333333
8,20,15,18,0,"plot57",4.07
8,20,15,18,1,"plot57",4.82666666666667
8,20,15,19,0,"plot57",5.28666666666667
8,20,15,19,1,"plot57",5.69333333333333
8,20,15,20,0,"plot57",5.58
8,20,15,20,1,"plot57",4.34333333333333
8,20,15,21,0,"plot57",4.93666666666667
8,20,15,21,1,"plot57",5.31333333333333
8,20,15,22,0,"plot57",4.96666666666667
8,20,15,22,1,"plot57",4.1
8,20,15,23,0,"plot57",4.27666666666667
8,20,15,23,1,"plot57",5.28333333333333
8,20,15,24,0,"plot57",5.67
8,20,15,24,1,"plot57",4.73333333333333
8,20,15,25,0,"plot57",4.06666666666667
8,20,15,25,1,"plot57",4.02
8,20,15,26,0,"plot57",4.51666666666667
8,20,15,26,1,"plot57",5.19333333333333
8,20,15,27,0,"plot57",5.26333333333333
8,20,15,27,1,"plot57",4.78666666666667
8,20,15,28,0,"plot57",4.69666666666667
8,20,15,28,1,"plot57",4.59666666666667
8,20,15,29,0,"plot57",4.12333333333333
8,20,15,29,1,"plot57",4.07
8,20,15,30,0,"plot57",4.25666666666667
8,20,15,30,1,"plot57",4.47333333333333
8,20,15,31,0,"plot57",4.35333333333333
8,20,15,31,1,"plot57",4.26666666666667
8,20,15,32,0,"plot57",4.50666666666667
8,20,15,32,1,"plot57",5.35333333333333
8,20,15,33,0,"plot57",6.20666666666667
8,20,15,33,1,"plot57",5.80333333333333
8,20,15,34,0,"plot57",4.53666666666667
8,20,15,34,1,"plot57",3.92
8,20,15,35,0,"plot57",4.33333333333333
8,20,15,35,1,"plot57",4.64666666666667
8,20,15,36,0,"plot57",3.80333333333333
8,20,15,36,1,"plot57",3.31
8,20,15,37,0,"plot57",3.77666666666667
8,20,15,37,1,"plot57",3.89
8,20,15,38,0,"plot57",4.41
8,20,15,38,1,"plot57",4.61
8,20,15,39,0,"plot57",4.29666666666667
8,20,15,39,1,"plot57",4.13
8,20,15,40,0,"plot57",3.91333333333333
8,20,15,40,1,"plot57",3.83666666666667
8,20,15,41,0,"plot57",4.85666666666667
8,20,15,41,1,"plot57",5.36333333333333
8,20,15,42,0,"plot57",5
8,20,15,42,1,"plot57",4.55
8,20,15,43,0,"plot57",3.69
8,20,15,43,1,"plot57",3.16666666666667
8,20,15,44,0,"plot57",3.46666666666667
8,20,15,44,1,"plot57",4.07333333333333
8,20,15,45,0,"plot57",4.36666666666667
8,20,15,45,1,"plot57",4.29666666666667
8,20,15,46,0,"plot57",4.71666666666667
8,20,15,46,1,"plot57",5.13333333333333
8,20,15,47,0,"plot57",4.13333333333333
8,20,15,47,1,"plot57",3.52666666666667
8,20,15,48,0,"plot57",3.57666666666667
8,20,15,48,1,"plot57",3.98333333333333
8,20,15,49,0,"plot57",3.58333333333333
8,20,15,49,1,"plot57",3.2
8,20,15,50,0,"plot57",3.15333333333333
8,20,15,50,1,"plot57",3.19333333333333
8,20,15,51,0,"plot57",3.39333333333333
8,20,15,51,1,"plot57",3.36333333333333
8,20,15,52,0,"plot57",3.28
8,20,15,52,1,"plot57",3.21666666666667
8,20,15,53,0,"plot57",3.08666666666667
8,20,15,53,1,"plot57",3.6
8,20,15,54,0,"plot57",4.1
8,20,15,54,1,"plot57",4.59
8,20,15,55,0,"plot57",4.87666666666667
8,20,15,55,1,"plot57",4.13333333333333
8,20,15,56,0,"plot57",3.62333333333333
8,20,15,56,1,"plot57",3.32666666666667
8,20,15,57,0,"plot57",3.35333333333333
8,20,15,57,1,"plot57",3.81666666666667
8,20,15,58,0,"plot57",4.93666666666667
8,20,15,58,1,"plot57",5.07666666666667
8,20,15,59,0,"plot57",4.06333333333333
8,20,15,59,1,"plot57",3.12666666666667
8,20,16,0,0,"plot57",2.65
8,20,16,0,1,"plot57",2.52666666666667
8,20,16,1,0,"plot57",2.73666666666667
8,20,16,1,1,"plot57",2.99333333333333
8,20,16,2,0,"plot57",3.44
8,20,16,2,1,"plot57",3.73666666666667
8,20,16,3,0,"plot57",3.30666666666667
8,20,16,3,1,"plot57",3.48333333333333
8,20,16,4,0,"plot57",3.76
8,20,16,4,1,"plot57",3.41333333333333
8,20,16,5,0,"plot57",2.87
8,20,16,5,1,"plot57",2.76
8,20,16,6,0,"plot57",3.11666666666667
8,20,16,6,1,"plot57",3.45
8,20,16,7,0,"plot57",3.99333333333333
8,20,16,7,1,"plot57",4.35666666666667
8,20,16,8,0,"plot57",4.23
8,20,16,8,1,"plot57",3.85
8,20,16,9,0,"plot57",3.58666666666667
8,20,16,9,1,"plot57",3.56333333333333
8,20,16,10,0,"plot57",3.90333333333333
8,20,16,10,1,"plot57",3.57333333333333
8,20,16,11,0,"plot57",3.92666666666667
8,20,16,11,1,"plot57",3.85
8,20,16,12,0,"plot57",3.82
8,20,16,12,1,"plot57",3.70666666666667
8,20,16,13,0,"plot57",3.63333333333333
8,20,16,13,1,"plot57",4.00666666666667
8,20,16,14,0,"plot57",4.06
8,20,16,14,1,"plot57",3.94333333333333
8,20,16,15,0,"plot57",3.86
8,20,16,15,1,"plot57",3.6
8,20,16,16,0,"plot57",3.62
8,20,16,16,1,"plot57",3.82
8,20,16,17,0,"plot57",4.07333333333333
8,20,16,17,1,"plot57",4.23
8,20,16,18,0,"plot57",4.25666666666667
8,20,16,18,1,"plot57",4.22333333333333
8,20,16,19,0,"plot57",4.13
8,20,16,19,1,"plot57",3.96666666666667
8,20,16,20,0,"plot57",4.17666666666667
8,20,16,20,1,"plot57",3.85666666666667
8,20,16,21,0,"plot57",3.33666666666667
8,20,16,21,1,"plot57",3.50666666666667
8,20,16,22,0,"plot57",3.72
8,20,16,22,1,"plot57",3.83333333333333
8,20,16,23,0,"plot57",3.83666666666667
8,20,16,23,1,"plot57",3.81
8,20,16,24,0,"plot57",3.74
8,20,16,24,1,"plot57",3.67
8,20,16,25,0,"plot57",3.84
8,20,16,25,1,"plot57",4.33666666666667
8,20,16,26,0,"plot57",4.83
8,20,16,26,1,"plot57",5.14666666666667
8,20,16,27,0,"plot57",5.15333333333333
8,20,16,27,1,"plot57",4.80666666666667
8,20,16,28,0,"plot57",4.3
8,20,16,28,1,"plot57",3.92
8,20,16,29,0,"plot57",3.94666666666667
8,20,16,29,1,"plot57",4.33
8,20,16,30,0,"plot57",4.66333333333333
8,20,16,30,1,"plot57",4.57
8,20,16,31,0,"plot57",4.11333333333333
8,20,16,31,1,"plot57",3.51666666666667
8,20,16,32,0,"plot57",3.26
8,20,16,32,1,"plot57",3.27333333333333
8,20,16,33,0,"plot57",3.45333333333333
8,20,16,33,1,"plot57",3.78
8,20,16,34,0,"plot57",3.97666666666667
8,20,16,34,1,"plot57",3.97
8,20,16,35,0,"plot57",3.94
8,20,16,35,1,"plot57",3.67
8,20,16,36,0,"plot57",3.32333333333333
8,20,16,36,1,"plot57",3.28333333333333
8,20,16,37,0,"plot57",3.42666666666667
8,20,16,37,1,"plot57",3.67333333333333
8,20,16,38,0,"plot57",4.03
8,20,16,38,1,"plot57",4.23666666666667
8,20,16,39,0,"plot57",4.07333333333333
8,20,16,39,1,"plot57",3.80666666666667
8,20,16,40,0,"plot57",3.61
8,20,16,40,1,"plot57",3.2
8,20,16,41,0,"plot57",2.75666666666667
8,20,16,41,1,"plot57",2.62
8,20,16,42,0,"plot57",2.77666666666667
8,20,16,42,1,"plot57",3.26
8,20,16,43,0,"plot57",3.67
8,20,16,43,1,"plot57",3.78666666666667
8,20,16,44,0,"plot57",3.62333333333333
8,20,16,44,1,"plot57",3.68
8,20,16,45,0,"plot57",3.93
8,20,16,45,1,"plot57",3.98
8,20,16,46,0,"plot57",3.82666666666667
8,20,16,46,1,"plot57",3.42
8,20,16,47,0,"plot57",3.10666666666667
8,20,16,47,1,"plot57",3.06333333333333
8,20,16,48,0,"plot57",3.33333333333333
8,20,16,48,1,"plot57",3.88666666666667
8,20,16,49,0,"plot57",4.58333333333333
8,20,16,49,1,"plot57",4.91666666666667
8,20,16,50,0,"plot57",4.44
8,20,16,50,1,"plot57",3.66
8,20,16,51,0,"plot57",3.20333333333333
8,20,16,51,1,"plot57",3.27333333333333
8,20,16,52,0,"plot57",3.47333333333333
8,20,16,52,1,"plot57",3.38666666666667
8,20,16,53,0,"plot57",2.74
8,20,16,53,1,"plot57",2.29666666666667
8,20,16,54,0,"plot57",2.41
8,20,16,54,1,"plot57",2.69
8,20,16,55,0,"plot57",3.08666666666667
8,20,16,55,1,"plot57",3.38
8,20,16,56,0,"plot57",3.49666666666667
8,20,16,56,1,"plot57",3.28
8,20,16,57,0,"plot57",3.26
8,20,16,57,1,"plot57",3.47
8,20,16,58,0,"plot57",3.71333333333333
8,20,16,58,1,"plot57",3.51666666666667
8,20,16,59,0,"plot57",3.01333333333333
8,20,16,59,1,"plot57",2.88333333333333
8,20,17,0,0,"plot57",3.19666666666667
8,20,17,0,1,"plot57",3.23
8,20,17,1,0,"plot57",3.08
8,20,17,1,1,"plot57",3.06
8,20,17,2,0,"plot57",3.08
8,20,17,2,1,"plot57",3.08666666666667
8,20,17,3,0,"plot57",3.28
8,20,17,3,1,"plot57",3.58
8,20,17,4,0,"plot57",3.98333333333333
8,20,17,4,1,"plot57",4.16666666666667
8,20,17,5,0,"plot57",4.08666666666667
8,20,17,5,1,"plot57",3.51333333333333
8,20,17,6,0,"plot57",2.86666666666667
8,20,17,6,1,"plot57",2.70333333333333
8,20,17,7,0,"plot57",2.85666666666667
8,20,17,7,1,"plot57",3.04
8,20,17,8,0,"plot57",3.06333333333333
8,20,17,8,1,"plot57",2.94
8,20,17,9,0,"plot57",3.06333333333333
8,20,17,9,1,"plot57",2.99666666666667
8,20,17,10,0,"plot57",2.87333333333333
8,20,17,10,1,"plot57",2.92
8,20,17,11,0,"plot57",2.96
8,20,17,11,1,"plot57",2.95
8,20,17,12,0,"plot57",2.67
8,20,17,12,1,"plot57",2.55666666666667
8,20,17,13,0,"plot57",2.44666666666667
8,20,17,13,1,"plot57",2.30666666666667
8,20,17,14,0,"plot57",2.24666666666667
8,20,17,14,1,"plot57",2.43666666666667
8,20,17,15,0,"plot57",2.41
8,20,17,15,1,"plot57",2.44
8,20,17,16,0,"plot57",2.36
8,20,17,16,1,"plot57",2.31333333333333
8,20,17,17,0,"plot57",2.19333333333333
8,20,17,17,1,"plot57",2.43666666666667
8,20,17,18,0,"plot57",2.55
8,20,17,18,1,"plot57",2.58333333333333
8,20,17,19,0,"plot57",2.64333333333333
8,20,17,19,1,"plot57",3.11333333333333
8,20,17,20,0,"plot57",3.62666666666667
8,20,17,20,1,"plot57",3.65
8,20,17,21,0,"plot57",3.38666666666667
8,20,17,21,1,"plot57",3.2
8,20,17,22,0,"plot57",2.82
8,20,17,22,1,"plot57",2.61
8,20,17,23,0,"plot57",2.60666666666667
8,20,17,23,1,"plot57",2.64333333333333
8,20,17,24,0,"plot57",2.66
8,20,17,24,1,"plot57",2.34666666666667
8,20,17,25,0,"plot57",2.13666666666667
8,20,17,25,1,"plot57",2.18
8,20,17,26,0,"plot57",2.35333333333333
8,20,17,26,1,"plot57",2.34333333333333
8,20,17,27,0,"plot57",2.28
8,20,17,27,1,"plot57",2.45666666666667
8,20,17,28,0,"plot57",2.66666666666667
8,20,17,28,1,"plot57",2.88666666666667
8,20,17,29,0,"plot57",3.22
8,20,17,29,1,"plot57",3.08
8,20,17,30,0,"plot57",2.75666666666667
8,20,17,30,1,"plot57",2.64333333333333
8,20,17,31,0,"plot57",2.63
8,20,17,31,1,"plot57",2.84333333333333
8,20,17,32,0,"plot57",2.81
8,20,17,32,1,"plot57",2.81666666666667
8,20,17,33,0,"plot57",3.01
8,20,17,33,1,"plot57",3.05333333333333
8,20,17,34,0,"plot57",2.81666666666667
8,20,17,34,1,"plot57",2.70666666666667
8,20,17,35,0,"plot57",2.79333333333333
8,20,17,35,1,"plot57",2.96
8,20,17,36,0,"plot57",2.79333333333333
8,20,17,36,1,"plot57",2.74333333333333
8,20,17,37,0,"plot57",2.75333333333333
8,20,17,37,1,"plot57",2.77666666666667
8,20,17,38,0,"plot57",2.78
8,20,17,38,1,"plot57",2.53
8,20,17,39,0,"plot57",2.33333333333333
8,20,17,39,1,"plot57",2.10666666666667
8,20,17,40,0,"plot57",2.21
8,20,17,40,1,"plot57",2.40333333333333
8,20,17,41,0,"plot57",2.34
8,20,17,41,1,"plot57",2.33
8,20,17,42,0,"plot57",2.60666666666667
8,20,17,42,1,"plot57",2.75666666666667
8,20,17,43,0,"plot57",2.71666666666667
8,20,17,43,1,"plot57",2.77333333333333
8,20,17,44,0,"plot57",2.92333333333333
8,20,17,44,1,"plot57",3.19333333333333
8,20,17,45,0,"plot57",3.18666666666667
8,20,17,45,1,"plot57",2.90333333333333
8,20,17,46,0,"plot57",2.56333333333333
8,20,17,46,1,"plot57",2.32333333333333
8,20,17,47,0,"plot57",2.18666666666667
8,20,17,47,1,"plot57",2.19
8,20,17,48,0,"plot57",2.44
8,20,17,48,1,"plot57",2.57666666666667
8,20,17,49,0,"plot57",2.55
8,20,17,49,1,"plot57",2.53
8,20,17,50,0,"plot57",2.55333333333333
8,20,17,50,1,"plot57",2.58
8,20,17,51,0,"plot57",2.55666666666667
8,20,17,51,1,"plot57",2.45666666666667
8,20,17,52,0,"plot57",2.43333333333333
8,20,17,52,1,"plot57",2.57666666666667
8,20,17,53,0,"plot57",2.65666666666667
8,20,17,53,1,"plot57",2.54333333333333
8,20,17,54,0,"plot57",2.59
8,20,17,54,1,"plot57",2.83
8,20,17,55,0,"plot57",2.79333333333333
8,20,17,55,1,"plot57",2.63666666666667
8,20,17,56,0,"plot57",2.32666666666667
8,20,17,56,1,"plot57",1.95333333333333
8,20,17,57,0,"plot57",1.69333333333333
8,20,17,57,1,"plot57",1.49666666666667
8,20,17,58,0,"plot57",1.34
8,20,17,58,1,"plot57",1.28333333333333
8,20,17,59,0,"plot57",1.55
8,20,17,59,1,"plot57",1.96666666666667
8,21,8,0,0,"plot57",0.273333333333333
8,21,8,0,1,"plot57",0.996666666666667
8,21,8,1,0,"plot57",1.74
8,21,8,1,1,"plot57",2.14
8,21,8,2,0,"plot57",2.73333333333333
8,21,8,2,1,"plot57",3.16
8,21,8,3,0,"plot57",2.61
8,21,8,3,1,"plot57",0.87
8,21,8,4,0,"plot57",0.243333333333333
8,21,8,4,1,"plot57",0.29
8,21,8,5,0,"plot57",1.45666666666667
8,21,8,5,1,"plot57",2.5
8,21,8,6,0,"plot57",3.16
8,21,8,6,1,"plot57",3.76
8,21,8,7,0,"plot57",4.02333333333333
8,21,8,7,1,"plot57",5.83666666666667
8,21,8,8,0,"plot57",6.96333333333333
8,21,8,8,1,"plot57",7.36666666666667
8,21,8,9,0,"plot57",6.01
8,21,8,9,1,"plot57",3.76
8,21,8,10,0,"plot57",2.26
8,21,8,10,1,"plot57",1.69333333333333
8,21,8,11,0,"plot57",2.14333333333333
8,21,8,11,1,"plot57",2.45
8,21,8,12,0,"plot57",2.7
8,21,8,12,1,"plot57",2.28666666666667
8,21,8,13,0,"plot57",2.14333333333333
8,21,8,13,1,"plot57",2.93666666666667
8,21,8,14,0,"plot57",4.86333333333333
8,21,8,14,1,"plot57",6.86333333333333
8,21,8,15,0,"plot57",7.07333333333333
8,21,8,15,1,"plot57",6
8,21,8,16,0,"plot57",3.87666666666667
8,21,8,16,1,"plot57",1.83666666666667
8,21,8,17,0,"plot57",0.753333333333333
8,21,8,17,1,"plot57",0.66
8,21,8,18,0,"plot57",0.67
8,21,8,18,1,"plot57",0.686666666666667
8,21,8,19,0,"plot57",0.89
8,21,8,19,1,"plot57",0.54
8,21,8,20,0,"plot57",0.28
8,21,8,20,1,"plot57",0.276666666666667
8,21,8,21,0,"plot57",0.26
8,21,8,21,1,"plot57",0.25
8,21,8,22,0,"plot57",0.273333333333333
8,21,8,22,1,"plot57",0.263333333333333
8,21,8,23,0,"plot57",0.26
8,21,8,23,1,"plot57",0.246666666666667
8,21,8,24,0,"plot57",0.256666666666667
8,21,8,24,1,"plot57",0.253333333333333
8,21,8,25,0,"plot57",0.263333333333333
8,21,8,25,1,"plot57",0.29
8,21,8,26,0,"plot57",0.276666666666667
8,21,8,26,1,"plot57",0.303333333333333
8,21,8,27,0,"plot57",1.30333333333333
8,21,8,27,1,"plot57",1.88666666666667
8,21,8,28,0,"plot57",2.28333333333333
8,21,8,28,1,"plot57",2.32333333333333
8,21,8,29,0,"plot57",1.94333333333333
8,21,8,29,1,"plot57",1.30666666666667
8,21,8,30,0,"plot57",1.10666666666667
8,21,8,30,1,"plot57",0.993333333333333
8,21,8,31,0,"plot57",1.28
8,21,8,31,1,"plot57",1.12
8,21,8,32,0,"plot57",1.11666666666667
8,21,8,32,1,"plot57",0.676666666666667
8,21,8,33,0,"plot57",0.82
8,21,8,33,1,"plot57",0.856666666666667
8,21,8,34,0,"plot57",0.706666666666667
8,21,8,34,1,"plot57",0.82
8,21,8,35,0,"plot57",0.836666666666667
8,21,8,35,1,"plot57",0.85
8,21,8,36,0,"plot57",0.826666666666667
8,21,8,36,1,"plot57",1.11333333333333
8,21,8,37,0,"plot57",1.12666666666667
8,21,8,37,1,"plot57",1.25333333333333
8,21,8,38,0,"plot57",0.856666666666667
8,21,8,38,1,"plot57",0.973333333333333
8,21,8,39,0,"plot57",1.25666666666667
8,21,8,39,1,"plot57",1.29333333333333
8,21,8,40,0,"plot57",1.32666666666667
8,21,8,40,1,"plot57",1.33666666666667
8,21,8,41,0,"plot57",1.11666666666667
8,21,8,41,1,"plot57",1.15666666666667
8,21,8,42,0,"plot57",1.11666666666667
8,21,8,42,1,"plot57",1.28333333333333
8,21,8,43,0,"plot57",1.28333333333333
8,21,8,43,1,"plot57",1.25666666666667
8,21,8,44,0,"plot57",1.12666666666667
8,21,8,44,1,"plot57",1.29666666666667
8,21,8,45,0,"plot57",1.32
8,21,8,45,1,"plot57",1.35
8,21,8,46,0,"plot57",1.42
8,21,8,46,1,"plot57",1.27333333333333
8,21,8,47,0,"plot57",1.42666666666667
8,21,8,47,1,"plot57",1.44
8,21,8,48,0,"plot57",1.4
8,21,8,48,1,"plot57",1.51
8,21,8,49,0,"plot57",1.48
8,21,8,49,1,"plot57",1.71666666666667
8,21,8,50,0,"plot57",1.65666666666667
8,21,8,50,1,"plot57",1.59333333333333
8,21,8,51,0,"plot57",1.55333333333333
8,21,8,51,1,"plot57",1.66666666666667
8,21,8,52,0,"plot57",1.76
8,21,8,52,1,"plot57",1.67333333333333
8,21,8,53,0,"plot57",1.59333333333333
8,21,8,53,1,"plot57",1.85333333333333
8,21,8,54,0,"plot57",1.78666666666667
8,21,8,54,1,"plot57",1.84666666666667
8,21,8,55,0,"plot57",2.02
8,21,8,55,1,"plot57",1.97666666666667
8,21,8,56,0,"plot57",2.05333333333333
8,21,8,56,1,"plot57",2.06666666666667
8,21,8,57,0,"plot57",2.07333333333333
