"plot","Month","Day","Hour","Minute","Half_min","volt","east","north"
67,10,3,10,45,0,0.16,453723.617612216,4431317.22498176
67,10,3,10,37,0,0.16,453723.617612216,4431317.22498176
67,10,3,10,43,0,0.156666666666667,453723.617612216,4431317.22498176
67,10,3,10,44,1,0.16,453723.617612216,4431317.22498176
67,10,3,10,45,1,0.16,453723.617612216,4431317.22498176
67,10,3,10,44,0,0.16,453723.617612216,4431317.22498176
67,10,3,10,31,1,0.15,453723.617612216,4431317.22498176
67,10,3,10,36,0,0.16,453723.617612216,4431317.22498176
67,10,3,10,43,1,0.16,453723.617612216,4431317.22498176
67,10,3,10,30,1,0.153333333333333,453723.617612216,4431317.22498176
67,10,3,10,35,1,0.173333333333333,453723.617612216,4431317.22498176
67,10,3,10,38,0,0.156666666666667,453723.617612216,4431317.22498176
67,10,3,10,36,1,0.16,453723.617612216,4431317.22498176
67,10,3,10,32,1,0.156666666666667,453723.617612216,4431317.22498176
67,10,3,10,31,0,0.153333333333333,453723.617612216,4431317.22498176
67,10,3,10,40,1,0.16,453723.617612216,4431317.22498176
67,10,3,10,32,0,0.156666666666667,453723.617612216,4431317.22498176
67,10,3,10,42,0,0.156666666666667,453723.617612216,4431317.22498176
67,10,3,10,42,1,0.156666666666667,453723.617612216,4431317.22498176
67,10,3,10,48,1,0.266666666666667,453723.617612216,4431317.22498176
67,10,3,10,49,0,0.223333333333333,453723.617612216,4431317.22498176
67,10,3,10,49,1,0.203333333333333,453723.617612216,4431317.22498176
67,10,3,10,57,1,0.16,453723.617612216,4431317.22498176
67,10,3,10,37,1,0.156666666666667,453723.617612216,4431317.22498176
67,10,3,10,51,0,0.206666666666667,453723.617612216,4431317.22498176
67,10,3,10,38,1,0.16,453723.617612216,4431317.22498176
67,10,3,10,39,0,0.16,453723.617612216,4431317.22498176
67,10,3,10,39,1,0.16,453723.617612216,4431317.22498176
67,10,3,10,40,0,0.16,453723.617612216,4431317.22498176
67,10,3,10,41,0,0.16,453723.617612216,4431317.22498176
67,10,3,10,41,1,0.156666666666667,453723.617612216,4431317.22498176
67,10,3,10,47,1,0.236666666666667,453723.617612216,4431317.22498176
67,10,3,10,35,0,0.173333333333333,453723.617612216,4431317.22498176
67,10,3,10,55,1,0.16,453723.617612216,4431317.22498176
67,10,3,10,56,0,0.16,453723.617612216,4431317.22498176
67,10,3,10,30,0,0.156666666666667,453723.617612216,4431317.22498176
67,10,3,10,50,1,0.22,453723.617612216,4431317.22498176
67,10,3,10,46,0,0.16,453723.617612216,4431317.22498176
67,10,3,10,51,1,0.19,453723.617612216,4431317.22498176
67,10,3,10,52,0,0.163333333333333,453723.617612216,4431317.22498176
67,10,3,10,52,1,0.16,453723.617612216,4431317.22498176
67,10,3,10,34,1,0.163333333333333,453723.617612216,4431317.22498176
67,10,3,10,46,1,0.16,453723.617612216,4431317.22498176
67,10,3,10,47,0,0.19,453723.617612216,4431317.22498176
67,10,3,10,34,0,0.163333333333333,453723.617612216,4431317.22498176
67,10,3,10,57,0,0.16,453723.617612216,4431317.22498176
67,10,3,10,48,0,0.26,453723.617612216,4431317.22498176
67,10,3,10,54,1,0.16,453723.617612216,4431317.22498176
67,10,3,10,56,1,0.16,453723.617612216,4431317.22498176
67,10,3,10,58,1,0.16,453723.617612216,4431317.22498176
67,10,3,10,33,0,0.16,453723.617612216,4431317.22498176
67,10,3,10,59,1,0.16,453723.617612216,4431317.22498176
67,10,3,10,58,0,0.16,453723.617612216,4431317.22498176
67,10,3,10,55,0,0.16,453723.617612216,4431317.22498176
67,10,3,10,53,0,0.16,453723.617612216,4431317.22498176
67,10,3,10,54,0,0.16,453723.617612216,4431317.22498176
67,10,3,10,33,1,0.16,453723.617612216,4431317.22498176
67,10,3,10,50,0,0.216666666666667,453723.617612216,4431317.22498176
67,10,3,10,59,0,0.156666666666667,453723.617612216,4431317.22498176
67,10,3,10,53,1,0.16,453723.617612216,4431317.22498176
67,10,3,10,25,0,0.16,453723.617612216,4431317.22498176
67,10,3,10,3,0,0.146666666666667,453723.617612216,4431317.22498176
67,10,3,10,22,0,0.226666666666667,453723.617612216,4431317.22498176
67,10,3,10,24,1,0.163333333333333,453723.617612216,4431317.22498176
67,10,3,10,2,0,0.146666666666667,453723.617612216,4431317.22498176
67,10,3,10,26,0,0.153333333333333,453723.617612216,4431317.22498176
67,10,3,10,16,1,11.04,453723.617612216,4431317.22498176
67,10,3,10,23,1,0.193333333333333,453723.617612216,4431317.22498176
67,10,3,10,25,1,0.156666666666667,453723.617612216,4431317.22498176
67,10,3,10,20,1,2.92,453723.617612216,4431317.22498176
67,10,3,10,22,1,0.203333333333333,453723.617612216,4431317.22498176
67,10,3,10,3,1,0.146666666666667,453723.617612216,4431317.22498176
67,10,3,10,1,1,0.15,453723.617612216,4431317.22498176
