"Date","Pl","Tag","Q","Stms","Str","Crl","Dne","Straight","Curled","Done","Note","Old_note"
2020-07-21,31,1509,"",,0,0,1,,,,,""
2020-07-21,31,1510,"x","1",0,0,1,,,,,"only 1 fl stem; improve/note"
2020-07-21,31,1527,"",,0,0,1,,,,,""
2020-07-21,31,1530,"","1",0,0,1,,,,,"old tag"
2020-07-21,31,1553,"","1",0,0,1,,,,,""
2020-07-21,31,1564,"","1",2,0,0,,,,,""
2020-07-21,31,1589,"","2",0,0,2,,,,,""
2020-07-21,31,1631,"",,0,1,0,,,,,"curled stigma"
2020-07-21,32,1543,"","1",0,0,1,,,,,""
2020-07-21,32,1546,"","3",1,1,0,,,,,"1pv"
2020-07-21,32,1554,"","1",2,1,,,,,,""
2020-07-21,32,1595,"","2",2,1,1,,,,,""
2020-07-21,32,1614,"","1",0,0,1,,,,,"pv tomorrow"
2020-07-21,32,1618,"",,0,0,1,,,,,""
2020-07-21,32,1627,"","2",0,0,1,,,,,"1pv"
2020-07-21,32,1635,"","11",3,0,2,,,,,""
2020-07-21,32,1649,"","1",1,0,0,,,,,""
2020-07-21,32,1651,"","2",1,0,0,,,,,"1pv; may be 1672"
2020-07-21,32,1672,"","2",1,1,0,,,,,"may be 1651; bee (small bomb? Viz)"
2020-07-21,32,1676,"","1",1,0,0,,,,,""
2020-07-21,32,1696,"","2",0,1,0,,,,,""
2020-07-21,33,1503,"",,1,0,2,,,,,"curved stigma"
2020-07-21,33,1508,"","1",0,0,0,,,,,"grazed"
2020-07-21,33,1516,"","1",2,0,1,,,,,""
2020-07-21,33,1518,"","1",0,1,1,,,,,""
2020-07-21,33,1521,"","4",0,0,0,,,,,""
2020-07-21,33,1528,"","3",0,0,3,,,,,"mc; old tag"
2020-07-21,33,1529,"","3",2,1,2,,,,,""
2020-07-21,33,1540,"","1",0,0,1,,,,,""
2020-07-21,33,1547,"","1",0,1,1,,,,,""
2020-07-21,33,1550,"","2",0,0,2,,,,,""
2020-07-21,33,1552,"",,,,,,,,,"can't find"
2020-07-21,33,1555,"","2",0,2,1,,,,,"1pv"
2020-07-21,33,1558,"","1",0,0,1,,,,,"mc"
2020-07-21,33,1576,"","1",1,0,0,,,,,""
2020-07-21,33,1578,"","1",0,0,1,,,,,""
2020-07-21,33,1597,"","1",0,0,0,,,,,"grazed"
2020-07-21,33,1602,"","1",1,1,1,,,,,""
2020-07-21,33,1616,"",,0,0,1,,,,,""
2020-07-21,33,1617,"",,0,0,2,,,,,""
2020-07-21,33,1634,"",,0,1,0,,,,,""
2020-07-21,33,1640,"","3",1,0,0,,,,,"1pv"
2020-07-21,33,1641,"","1",1,0,0,,,,,""
2020-07-21,33,1642,"","1",1,0,0,,,,,""
2020-07-21,42,1583,"",,0,0,1,,,,,""
2020-07-21,43,1572,"","2",1,0,0,,,,,"1pv"
2020-07-21,43,1610,"","3",0,1,0,,,,,""
2020-07-21,43,1644,"","2",1,1,0,,,,,""
2020-07-21,43,1646,"","1",1,0,0,,,,,""
2020-07-21,44,1604,"",,1,0,2,,,,,""
2020-07-21,45,1531,"",,1,1,3,,,,,""
2020-07-21,45,1571,"",,1,1,1,,,,,""
2020-07-21,45,1573,"","3",1,1,6,,,,,""
2020-07-21,45,1574,"","3",3,0,3,,,,,"1pv tomorrow"
2020-07-21,45,1592,"",,,,,,,,,"can't find"
2020-07-21,45,1600,"","2",0,0,1,,,,,"1pv"
2020-07-21,45,1601,"","4",3,1,2,,,,,""
2020-07-21,45,1606,"",,0,0,1,,,,,"1grazed"
2020-07-21,45,1624,"",,0,0,2,,,,,""
2020-07-21,45,1630,"",,0,0,2,,,,,""
2020-07-21,46,1562,"","3",0,0,3,,,,,""
2020-07-21,46,1586,"","5",1,1,4,,,,,""
2020-07-21,46,1636,"",,0,0,1,,,,,""
2020-07-21,47,1514,"","2",0,1,1,,,,,""
2020-07-21,47,1587,"",,0,0,1,,,,,"mc"
2020-07-21,47,1645,"","1",0,1,0,,,,,""
2020-07-21,47,1677,"","1",1,0,0,,,,,""
2020-07-21,48,1535,"","3",0,1,11,,,,,""
2020-07-21,49,1551,"","4",1,3,8,,,,,""
2020-07-21,49,1621,"",,0,0,1,,,,,"mc"
2020-07-21,50,1501,"","2",0,0,2,,,,,""
2020-07-21,50,1505,"","2",1,0,2,,,,,"purple stigma; 1 flw tomorrow"
2020-07-21,50,1517,"",,2,0,0,,,,,""
2020-07-21,50,1534,"","2",1,0,3,,,,,""
2020-07-21,50,1538,"","1",0,0,1,,,,,""
2020-07-21,50,1581,"","2",0,0,1,,,,,"1pv"
2020-07-21,50,1585,"",,,,,,,,,""
2020-07-21,50,1615,"","2",0,0,2,,,,,""
2020-07-21,50,1628,"",,0,1,0,,,,,""
2020-07-21,50,1647,"","1",0,0,1,,,,,""
2020-07-21,53,1519,"","0",0,0,0,,,,,"2 stems gone/grazed"
2020-07-21,53,1523,"",,1,0,0,,,,,""
2020-07-21,53,1524,"","1",0,0,1,,,,,"mc"
2020-07-21,53,1542,"","2",1,0,0,,,,,""
2020-07-21,53,1556,"","1",1,0,0,,,,,""
2020-07-21,53,1584,"",,0,0,1,,,,,"mc"
2020-07-21,53,1612,"","1",0,0,1,,,,,""
2020-07-21,53,1626,"",,0,0,1,,,,,""
2020-07-21,53,1648,"","1",1,0,0,,,,,""
2020-07-21,53,1650,"","1",1,0,0,,,,,""
2020-07-21,53,1664,"","1",1,0,0,,,,,""
2020-07-21,61,1662,"","1",0,0,0,,,,,"pv; tomorrow"
2020-07-21,64,1674,"","2",1,0,0,,,,,"1pv"
2020-07-21,68,1539,"",,0,0,1,,,,,""
2020-07-21,68,1545,"","1",0,0,1,,,,,""
2020-07-21,68,1622,"",,1,0,1,,,,,""
2020-07-21,68,1670,"","2",0,0,0,,,,,"2pv; tomorrow"
2020-07-21,71,1512,"","2",2,2,2,,,,,""
2020-07-21,71,1520,"",,1,2,5,,,,,""
2020-07-21,71,1557,"",,2,0,4,,,,,""
2020-07-21,71,1567,"",,0,1,2,,,,,""
2020-07-21,71,1579,"",,0,0,1,,,,,""
2020-07-21,71,1580,"",,1,0,1,,,,,""
2020-07-21,74,1599,"","1",0,0,1,,,,,""
2020-07-21,74,1633,"",,0,1,0,,,,,""
2020-07-21,74,1638,"",,0,0,2,,,,,""
2020-07-21,75,1632,"","6",0,1,5,,,,,"pv tomorrow; OUTSIDE SE"
2020-07-21,78,1603,"","1",1,0,0,,,,,"mc"
2020-07-21,82,1668,"","1",1,0,0,,,,,"long stem; outside NE"
2020-07-21,85,1675,"","5",1,0,0,,,,,"2pv"
2020-07-21,86,1623,"","1",1,0,0,,,,,""
2020-07-21,86,1625,"",,1,0,1,,,,,""
2020-07-21,86,1683,"","2",2,0,0,,,,,""
