"Date","Pl","Tag","Q","Spr","Dne","Tt","Spread","Done","Note","Old_Note"
"07-17",30,1194,,0,8,,,,,""
"07-17",42,1141,,,,,,,,"can'tfind(wtf)"
"07-13",50,1183,"",,,,,,,"can'tfind"
"07-13",50,1247,"",,,,,,,"can'tfind"
"07-13",61,1303,"",0,2,,,,,""
"07-17",67,1204,,0,9,,,,,"OUTSIDESW"
"07-17",69,1305,,0,3,,,,,""
