"Plot","Tag","Q","N_infl","Fl_open","Fl_done","Done","Last_date","Old_info","Old_q","Old_notes"
104,2055,,,,,,"6/27/22","1;0;1",,""
104,2062,,,,,,"6/27/22","1;0;4",,""
104,2089,,,,,,"6/27/22","1;2;0",,""
104,2091,,,,,,"6/27/22","1;1;0",,""
104,2019,,,,,"done","6/23/22","1;0;4",,""
104,2026,,,,,"done","6/27/22","2;0;3",,""
104,2049,,,,,"done","6/23/22","1;0;2",,""
104,2060,,,,,"done","6/27/22","1;0;2",,""
105,2101,,,,,,"6/27/22","0;0;0",,"yv"
105,2114,,,,,,"6/27/22","0;0;0",,"yv"
107,2118,,,,,,"6/27/22","1;5;0",,""
109,2107,,,,,,"6/27/22","0;0;0",,"yv; bud looks damaged"
111,2028,,,,,"done","6/27/22","1;0;3",,""
118,2029,,,,,,"6/27/22","1;0;6",,""
118,2041,,,,,,"6/27/22","2;3;8",,""
123,2097,,,,,,"6/27/22","1;4;0",,""
127,2001,,,,,,"6/27/22","3;14;6",,""
127,2027,,,,,,"6/27/22","2;7;11",,""
130,2112,,,,,,"6/27/22","0;0;0",,"yv"
138,2053,,,,,,"6/27/22","1;1;0",,""
147,2099,,,,,,"6/27/22","1;3;0",,""
149,2056,,,,,,"6/27/22","1;2;4",,"yv; florivory (anthers eaten)"
149,2059,,,,,,"6/27/22","1;2;2",,""
149,2061,,,,,,"6/27/22","1;1;0",,""
149,2069,,,,,,"6/27/22","4;7;8",,"florivory"
149,2093,,,,,,"6/27/22","1;1;2",,""
149,2094,,,,,,"6/27/22","1;3;1",,""
149,2133,,,,,,"6/27/22","0;0;0",,"yv"
149,2010,,,,,"done","6/23/22","1;0;4",,""
149,2068,,,,,"done","6/27/22","2;0;9",,""
151,2110,,,,,,"6/27/22","0;0;0",,"yv"
151,2121,,,,,,"6/27/22","0;0;0",,"yv"
152,2018,,,,,,"6/27/22","1;0;8",,""
152,2033,,,,,,"6/27/22","1;1;6",,""
152,2051,,,,,,"6/27/22","2;8;0",,""
152,2063,,,,,,"6/27/22","2;5;3",,""
152,2065,,,,,,"6/27/22","2;9;1",,""
152,2070,,,,,,"6/27/22","2;6;2",,""
152,2072,,,,,,"6/27/22","2;0;6",,""
152,2073,,,,,,"6/27/22","1;1;3",,""
152,2095,,,,,,"6/27/22","1;3;0",,""
152,2100,,,,,,"6/27/22","1;1;0",,""
152,2108,,,,,,"6/27/22","1;1;0",,""
152,2119,,,,,,"6/27/22","1;3;0",,""
152,2030,,,,,"done","6/27/22","1;0;1",,"stem kinked"
153,2115,,,,,,"6/27/22","0;0;0",,"yv"
154,2043,,,,,,"6/27/22","2;8;4",,""
154,2047,,,,,,"6/27/22","1;5;4",,""
154,2074,,,,,,"6/27/22","1;3;0",,""
154,2090,,,,,,"6/27/22","1;4;2",TRUE,"prev was mistake? 132? Fix"
154,2102,,,,,,"6/27/22","1;1;0",,"florivorized"
154,2130,,,,,,"6/27/22","0;0;0",,"yv"
154,2134,,,,,,"6/27/22","0;0;0",,"yv"
163,2009,,,,,,"6/27/22","1;4;0",,""
163,2035,,,,,,"6/27/22","1;2;4",,"yv"
163,2038,,,,,,"6/27/22","1;4;3",,""
163,2064,,,,,,"6/27/22","1;2;5",,""
163,2075,,,,,,"6/27/22","2;3;4",,"black spider"
163,2076,,,,,,"6/27/22","2;5;2",,"yv"
163,2082,,,,,,"6/27/22","2;4;2",,""
163,2084,,,,,,"6/27/22","2;8;1",,""
163,2087,,,,,,"6/27/22","1;3;1",,"florivorized"
163,2088,,,,,,"6/23/22","NA;NA;NA",,""
163,2098,,,,,,"6/27/22","3;7;1",,""
163,2103,,,,,,"6/27/22","1;1;0",,""
163,2106,,,,,,"6/27/22","1;6;0",,""
163,2117,,,,,,"6/27/22","1;1;0",,""
163,2122,,,,,,"6/27/22","1;1;0",,"yv"
163,2125,,,,,,"6/27/22","1;2;0",,""
163,2150,,,,,,"6/27/22","0;0;0",,"yv"
164,2003,,,,,,"6/27/22","1;6;5",,""
164,2015,,,,,,"6/27/22","3;12;0",,""
164,2020,,,,,,"6/27/22","3;8;14",,""
164,2031,,,,,,"6/27/22","1;0;5",,"two stems grazed"
164,2036,,,,,,"6/27/22","2;0;4",,""
164,2039,,,,,,"6/27/22","1;2;7",,""
164,2045,,,,,,"6/27/22","2;8;10",,""
164,2048,,,,,,"6/27/22","NA;NA;NA",,"eaten? Collected"
164,2050,,,,,,"6/27/22","1;3;5",,""
164,2054,,,,,,"6/27/22","3;11;4",,""
164,2058,,,,,,"6/27/22","1;4;1",,""
164,2071,,,,,,"6/27/22","2;8;4",,""
164,2081,,,,,,"6/27/22","1;5;3",,""
164,2083,,,,,,"6/27/22","3;10;11",,""
164,2116,,,,,,"6/27/22","1;3;0",,""
166,2104,,,,,,"6/27/22","0;0;0",,"yv"
166,2120,,,,,,"6/27/22","1;1;0",,""
166,2144,,,,,,"6/27/22","1;1;0",,""
169,2011,,,,,,"6/27/22","2;2;14",,"old tag"
169,2022,,,,,,"6/27/22","1;0;10",,""
169,2034,,,,,,"6/27/22","1;2;7",,""
169,2078,,,,,,"6/27/22","1;0;9",,""
169,2086,,,,,,"6/27/22","1;8;0",,""
169,2124,,,,,,"6/27/22","1;0;6",,""
169,2046,,,,,"done","6/27/22","7;0;19",,""
169,2067,,,,,"done","6/27/22","1;0;3",,""
169,2080,,,,,"done","6/27/22","1;0;4",,"one fl gone (empty calyx) not counted"
170,2002,,,,,,"6/27/22","3;3;11",,""
170,2008,,,,,,"6/27/22","1;0;5",,""
170,2012,,,,,,"6/27/22","1;0;8",,""
170,2013,,,,,,"6/27/22","3;4;9",,"broke one off"
170,2017,,,,,,"6/27/22","NA;NA;NA",,"can't find"
170,2032,,,,,,"6/27/22","3;0;15",,""
170,2037,,,,,,"6/27/22","1;1;3",TRUE,"fix prev"
170,2040,,,,,,"6/27/22","3;0;10",TRUE,"prev? [confirmed prev on datasheet 6/29]"
170,2044,,,,,,"6/27/22","1;0;9",,""
170,2052,,,,,,"6/27/22","2;1;4",,""
170,2057,,,,,,"6/27/22","1;0;1",,""
170,2066,,,,,,"6/27/22","1;1;4",,"obs. Poll (bb)"
170,2077,,,,,,"6/27/22","1;2;4",,""
170,2085,,,,,,"6/27/22","1;2;3",,""
170,2092,,,,,,"6/27/22","1;1;1",,""
170,2105,,,,,,"6/27/22","0;0;0",,"yv"
170,2005,,,,,"done","6/27/22","1;0;7",,""
170,2042,,,,,"done","6/27/22","1;0;7",,""
