Page,Date,Species,Plot,Tag,Stms,Fl_straight,Fl_curled,Fl_done,Q,Note
132,8/23/20,Campanula rotundifolia,1,1504,,0,0,1,,
132,8/23/20,Campanula rotundifolia,1,1565,,0,0,2,,
132,8/23/20,Campanula rotundifolia,1,1584,,,,,,
132,8/23/20,Campanula rotundifolia,1,1667,,0,0,2,x,check prev (q) 2nd is not new
132,8/23/20,Campanula rotundifolia,1,1854,,0,0,2,,
132,8/23/20,Campanula rotundifolia,3,1541,,0,0,3,,
132,8/23/20,Campanula rotundifolia,3,1691,,0,0,3,,
132,8/23/20,Campanula rotundifolia,3,1698,3,0,0,8,,
132,8/23/20,Campanula rotundifolia,3,1823,,0,0,1,,
132,8/23/20,Campanula rotundifolia,3,1852,,0,0,1,,
132,8/23/20,Campanula rotundifolia,5,1605,,0,0,4,,
132,8/23/20,Campanula rotundifolia,5,1789,,0,0,1,,
132,8/23/20,Campanula rotundifolia,6,1515,,0,0,1,,
132,8/23/20,Campanula rotundifolia,6,1526,,0,0,0,,pv tomorrow
132,8/23/20,Campanula rotundifolia,6,1563,,,,,,
132,8/23/20,Campanula rotundifolia,8,1639,,0,0,8,,
132,8/23/20,Campanula rotundifolia,9,1658,,0,0,0,,
132,8/23/20,Campanula rotundifolia,9,1783,,0,0,1,,
132,8/23/20,Campanula rotundifolia,16,1663,,0,0,1,,
132,8/23/20,Campanula rotundifolia,16,1774,,0,0,1,,
132,8/23/20,Campanula rotundifolia,17,1594,,0,0,2,,
132,8/23/20,Campanula rotundifolia,18,1655,,0,0,6,,
132,8/23/20,Campanula rotundifolia,18,1673,,0,0,6,,
132,8/23/20,Campanula rotundifolia,18,1697,,0,0,2,,
132,8/23/20,Campanula rotundifolia,18,1703,,0,0,0,,
132,8/23/20,Campanula rotundifolia,19,1805,,0,0,1,,
132,8/23/20,Campanula rotundifolia,20,1800,,0,0,1,,
132,8/23/20,Campanula rotundifolia,21,1845,,0,0,2,,
132,8/23/20,Campanula rotundifolia,21,1862,,,,,,
132,8/23/20,Campanula rotundifolia,22,1643,,0,0,2,,
133,8/23/20,Campanula rotundifolia,22,1784,,0,0,6,,
133,8/23/20,Campanula rotundifolia,22,1843,,0,0,1,,
133,8/23/20,Campanula rotundifolia,27,1744,,0,0,0,,
133,8/23/20,Campanula rotundifolia,27,1785,,0,0,2,,
133,8/23/20,Campanula rotundifolia,29,1750,,0,0,2,,
133,8/23/20,Campanula rotundifolia,31,1507,,0,0,3,x,check prev; not new
133,8/23/20,Campanula rotundifolia,31,1530,,0,0,2,,
133,8/23/20,Campanula rotundifolia,31,1564,,0,0,3,,
133,8/23/20,Campanula rotundifolia,32,1595,,0,0,0,,dropped
133,8/23/20,Campanula rotundifolia,32,1676,,0,0,3,,
133,8/23/20,Campanula rotundifolia,32,1696,,0,0,2,,
133,8/23/20,Campanula rotundifolia,32,1731,,,,,,
133,8/23/20,Campanula rotundifolia,32,1801,,0,0,1,,
133,8/23/20,Campanula rotundifolia,32,1803,,,,,,
133,8/23/20,Campanula rotundifolia,32,1812,,0,0,1,,
133,8/23/20,Campanula rotundifolia,32,1817,,0,0,1,,
133,8/23/20,Campanula rotundifolia,32,1828,,0,0,0,,dropped
133,8/23/20,Campanula rotundifolia,32,1855,,0,0,2,,
133,8/23/20,Campanula rotundifolia,33,1503,,0,0,0,,
133,8/23/20,Campanula rotundifolia,33,1521,,0,0,5,,
133,8/23/20,Campanula rotundifolia,33,1529,,0,0,0,,grazed
133,8/23/20,Campanula rotundifolia,33,1558,,0,0,4,,
133,8/23/20,Campanula rotundifolia,33,1634,,0,0,1,,
133,8/23/20,Campanula rotundifolia,33,1640,,,,,,
133,8/23/20,Campanula rotundifolia,33,1641,,0,0,2,,check untagged PV in SE corner
133,8/23/20,Campanula rotundifolia,33,1704,,0,0,5,,
133,8/23/20,Campanula rotundifolia,33,1719,,0,0,1,,
133,8/23/20,Campanula rotundifolia,33,1735,,0,0,1,,
133,8/23/20,Campanula rotundifolia,33,1788,,0,0,0,,
133,8/23/20,Campanula rotundifolia,33,1842,,0,0,2,,
133,8/23/20,Campanula rotundifolia,33,1847,,0,0,1,,
134,8/23/20,Campanula rotundifolia,33,1890,,0,0,1,,is not 1641
134,8/23/20,Campanula rotundifolia,34,1723,,0,0,2,,
134,8/23/20,Campanula rotundifolia,41,1745,,0,0,2,,
134,8/23/20,Campanula rotundifolia,42,1816,,0,0,1,,
134,8/23/20,Campanula rotundifolia,42,1827,,0,0,0,,
134,8/23/20,Campanula rotundifolia,43,1713,,0,0,0,,
134,8/23/20,Campanula rotundifolia,43,1743,,0,0,0,,dropped
134,8/23/20,Campanula rotundifolia,43,1761,,0,0,4,,see prev note
134,8/23/20,Campanula rotundifolia,43,1762,,0,0,0,,
134,8/23/20,Campanula rotundifolia,44,1604,,0,0,3,,
134,8/23/20,Campanula rotundifolia,45,1592,,0,0,11,,no new
134,8/23/20,Campanula rotundifolia,45,1600,,0,0,0,,
134,8/23/20,Campanula rotundifolia,45,1601,,0,0,1,,
134,8/23/20,Campanula rotundifolia,45,1624,,0,0,4,,
134,8/23/20,Campanula rotundifolia,45,1874,,0,0,1,,
134,8/23/20,Campanula rotundifolia,46,1586,,0,0,2,,
134,8/23/20,Campanula rotundifolia,46,1636,,,,,,
134,8/23/20,Campanula rotundifolia,47,1577,,0,0,0,,
134,8/23/20,Campanula rotundifolia,47,1749,,0,0,0,,
134,8/23/20,Campanula rotundifolia,48,1535,,,,,,
134,8/23/20,Campanula rotundifolia,49,1551,,,,,,gone; chewed tag found (bear?)
134,8/23/20,Campanula rotundifolia,49,1899,,,,,,gone; chewed tag found (bear?)
134,8/23/20,Campanula rotundifolia,50,1581,,,,,,
134,8/23/20,Campanula rotundifolia,50,1585,,0,0,5,,
134,8/23/20,Campanula rotundifolia,50,1647,,0,0,0,,
134,8/23/20,Campanula rotundifolia,50,1757,,0,0,6,,
134,8/23/20,Campanula rotundifolia,50,1771,,,,,,can't find
134,8/23/20,Campanula rotundifolia,50,1811,,0,0,1,,done is purple…
134,8/23/20,Campanula rotundifolia,53,1537,,,,,,gone
134,8/23/20,Campanula rotundifolia,53,1648,,0,0,0,,
134,8/23/20,Campanula rotundifolia,53,1733,,0,0,0,,
135,8/23/20,Campanula rotundifolia,53,1740,,0,0,1,,
135,8/23/20,Campanula rotundifolia,53,1851,,0,0,0,,
135,8/23/20,Campanula rotundifolia,63,1786,,0,0,1,,but ignore SW corner 1001 is closer
135,8/23/20,Campanula rotundifolia,64,1674,,0,0,3,,
135,8/23/20,Campanula rotundifolia,67,1829,,0,0,1,,
135,8/23/20,Campanula rotundifolia,68,1622,,0,0,1,,
135,8/23/20,Campanula rotundifolia,71,1512,,0,0,7,,
135,8/23/20,Campanula rotundifolia,71,1520,,0,0,1,,
135,8/23/20,Campanula rotundifolia,71,1557,,,,,,gone
135,8/23/20,Campanula rotundifolia,71,1567,,0,0,2,,
135,8/23/20,Campanula rotundifolia,71,1580,,1,0,1,,
135,8/23/20,Campanula rotundifolia,71,1831,,0,0,0,,
135,8/23/20,Campanula rotundifolia,74,1619,,0,0,0,,
135,8/23/20,Campanula rotundifolia,74,1638,,0,0,4,,
135,8/23/20,Campanula rotundifolia,75,1632,,1,0,0,,
135,8/23/20,Campanula rotundifolia,77,1859,,,,,,gone
135,8/23/20,Campanula rotundifolia,78,1603,,,,,,
135,8/23/20,Campanula rotundifolia,78,1671,,0,0,0,,
135,8/23/20,Campanula rotundifolia,78,1710,,0,0,0,,
135,8/23/20,Campanula rotundifolia,78,1898,,0,0,0,,
135,8/23/20,Campanula rotundifolia,81,1767,,,,,,
135,8/23/20,Campanula rotundifolia,81,1815,,0,0,0,,
135,8/23/20,Campanula rotundifolia,81,1838,,0,0,0,,
135,8/23/20,Campanula rotundifolia,81,1865,,0,0,0,,
135,8/23/20,Campanula rotundifolia,81,1875,,0,0,3,,
135,8/23/20,Campanula rotundifolia,82,1568,,0,0,0,,
135,8/23/20,Campanula rotundifolia,82,1780,,0,0,0,,
135,8/23/20,Campanula rotundifolia,83,1746,,0,0,0,,
135,8/23/20,Campanula rotundifolia,83,1755,,0,0,5,,
135,8/23/20,Campanula rotundifolia,83,1821,,,,,,can't find; mabe burried by gopher mound
135,8/23/20,Campanula rotundifolia,83,1876,,0,0,0,,
136,8/23/20,Campanula rotundifolia,83,1897,,,,,,iggy - is out
136,8/23/20,Campanula rotundifolia,85,1675,,0,0,0,,
136,8/23/20,Campanula rotundifolia,86,1625,,0,0,2,,grazed
136,8/23/20,Campanula rotundifolia,88,1715,,0,0,2,,
