Page,Date,Species,Plot,Tag,Stms,Fl_straight,Fl_curled,Fl_done,Q,Note
107,8/10/20,Campanula rotundifolia,1,1504,2,0,0,4,x,new purple flower/stem? Wide diameter; check
107,8/10/20,Campanula rotundifolia,1,1533,,0,0,3,,
107,8/10/20,Campanula rotundifolia,1,1548,,0,0,2,,
107,8/10/20,Campanula rotundifolia,1,1565,,0,0,2,,
107,8/10/20,Campanula rotundifolia,1,1667,,0,0,2,,
107,8/10/20,Campanula rotundifolia,1,1724,,0,0,2,,
107,8/10/20,Campanula rotundifolia,1,1837,1,0,0,1,,
107,8/10/20,Campanula rotundifolia,1,1854,,0,0,2,,
107,8/10/20,Campanula rotundifolia,2,1506,,0,0,2,,
107,8/10/20,Campanula rotundifolia,2,1513,,0,0,6,,
107,8/10/20,Campanula rotundifolia,2,1570,1,0,0,2,,
107,8/10/20,Campanula rotundifolia,2,1669,,,,,,
107,8/10/20,Campanula rotundifolia,2,1727,,0,0,1,,
107,8/10/20,Campanula rotundifolia,3,1541,,0,0,3,,
107,8/10/20,Campanula rotundifolia,3,1596,,0,0,1,,
107,8/10/20,Campanula rotundifolia,3,1607,1,0,0,1,,possible bud; previously missed flower is not new
107,8/10/20,Campanula rotundifolia,3,1690,,0,0,6,,
107,8/10/20,Campanula rotundifolia,3,1691,2,1,0,6,,2pv tomorrow
107,8/10/20,Campanula rotundifolia,3,1692,,0,0,3,,
107,8/10/20,Campanula rotundifolia,3,1694,,0,0,4,,
107,8/10/20,Campanula rotundifolia,3,1695,,0,0,4,,
107,8/10/20,Campanula rotundifolia,3,1698,,0,0,7,,bud
107,8/10/20,Campanula rotundifolia,3,1716,,0,0,1,,
107,8/10/20,Campanula rotundifolia,3,1830,2,1,0,1,,
107,8/10/20,Campanula rotundifolia,3,1852,,0,0,1,,
107,8/10/20,Campanula rotundifolia,5,1605,,0,0,4,,
107,8/10/20,Campanula rotundifolia,5,1680,,0,0,1,,
107,8/10/20,Campanula rotundifolia,5,1684,,0,0,1,,
107,8/10/20,Campanula rotundifolia,5,1738,,0,0,0,,
107,8/10/20,Campanula rotundifolia,5,1758,,0,0,1,,
108,8/10/20,Campanula rotundifolia,5,1789,,0,0,2,,
108,8/10/20,Campanula rotundifolia,5,1871,,0,0,0,,
108,8/10/20,Campanula rotundifolia,6,1515,,0,0,1,,
108,8/10/20,Campanula rotundifolia,6,1526,,0,0,1,,grazed; is 1563?
108,8/10/20,Campanula rotundifolia,6,1563,,0,0,7,,grazed/dropped seeds
108,8/10/20,Campanula rotundifolia,6,1689,,0,0,1,,
108,8/10/20,Campanula rotundifolia,8,1639,,0,0,17,,
108,8/10/20,Campanula rotundifolia,9,1658,,,,,,
108,8/10/20,Campanula rotundifolia,9,1661,,,,,,found unattachd; collected
108,8/10/20,Campanula rotundifolia,9,1783,,0,0,2,,
108,8/10/20,Campanula rotundifolia,10,1525,,0,0,1,,
108,8/10/20,Campanula rotundifolia,11,1836,1,2,1,1,,
108,8/10/20,Campanula rotundifolia,13,1699,,0,0,2,,
108,8/10/20,Campanula rotundifolia,16,1663,,0,0,1,,
108,8/10/20,Campanula rotundifolia,16,1774,,0,0,1,,
108,8/10/20,Campanula rotundifolia,17,1594,,0,0,6,,
108,8/10/20,Campanula rotundifolia,17,1681,,0,0,1,,
108,8/10/20,Campanula rotundifolia,18,1566,,,,,,
108,8/10/20,Campanula rotundifolia,18,1652,,,,,,
108,8/10/20,Campanula rotundifolia,18,1655,,1,0,9,,1 done today
108,8/10/20,Campanula rotundifolia,18,1665,,0,0,1,,
108,8/10/20,Campanula rotundifolia,18,1673,3,1,0,7,,1 done today
108,8/10/20,Campanula rotundifolia,18,1685,,0,0,2,,
108,8/10/20,Campanula rotundifolia,18,1687,,,,,,tag found outside plot; collected
108,8/10/20,Campanula rotundifolia,18,1697,,0,0,2,,
108,8/10/20,Campanula rotundifolia,18,1703,,0,0,3,,
108,8/10/20,Campanula rotundifolia,18,1725,,0,0,2,,
108,8/10/20,Campanula rotundifolia,18,1808,,0,0,1,,
108,8/10/20,Campanula rotundifolia,19,1657,,0,0,6,,OUTSIDE SW
108,8/10/20,Campanula rotundifolia,20,1772,,0,0,1,,
108,8/10/20,Campanula rotundifolia,20,1797,,0,0,1,,
109,8/10/20,Campanula rotundifolia,20,1800,,0,0,1,,
109,8/10/20,Campanula rotundifolia,21,1845,,0,0,2,,
109,8/10/20,Campanula rotundifolia,21,1862,,0,1,0,,
109,8/10/20,Campanula rotundifolia,22,1608,,0,0,2,,
109,8/10/20,Campanula rotundifolia,22,1643,,0,0,2,,
109,8/10/20,Campanula rotundifolia,22,1656,,,,,,collected; is 1784
109,8/10/20,Campanula rotundifolia,22,1659,,0,0,1,,
109,8/10/20,Campanula rotundifolia,22,1682,,0,0,2,,
109,8/10/20,Campanula rotundifolia,22,1688,,0,0,2,,
109,8/10/20,Campanula rotundifolia,22,1721,,0,0,1,,
109,8/10/20,Campanula rotundifolia,22,1752,,0,0,1,,
109,8/10/20,Campanula rotundifolia,22,1753,,0,0,1,,
109,8/10/20,Campanula rotundifolia,22,1784,5,0,0,6,,merged/merge with 1656
109,8/10/20,Campanula rotundifolia,22,1814,,0,0,1,,
109,8/10/20,Campanula rotundifolia,23,1677,,0,0,1,,
109,8/10/20,Campanula rotundifolia,23,1709,,0,0,1,,
109,8/10/20,Campanula rotundifolia,23,1759,,0,0,1,,
109,8/10/20,Campanula rotundifolia,23,1773,,0,0,1,,
109,8/10/20,Campanula rotundifolia,27,1744,,0,0,0,,grazed
109,8/10/20,Campanula rotundifolia,27,1785,2,1,0,1,,
109,8/10/20,Campanula rotundifolia,27,1840,,0,0,1,,
109,8/10/20,Campanula rotundifolia,28,1867,,0,0,2,,OUTSIDE SW
109,8/10/20,Campanula rotundifolia,29,1750,2,0,0,2,,
109,8/10/20,Campanula rotundifolia,31,1502,,0,0,2,,
109,8/10/20,Campanula rotundifolia,31,1507,,0,0,6,,
109,8/10/20,Campanula rotundifolia,31,1527,,0,0,2,,
109,8/10/20,Campanula rotundifolia,31,1530,,0,0,2,,
109,8/10/20,Campanula rotundifolia,31,1544,,0,0,1,,
109,8/10/20,Campanula rotundifolia,31,1564,,0,0,3,,
109,8/10/20,Campanula rotundifolia,31,1631,,0,0,1,,
110,8/10/20,Campanula rotundifolia,32,1546,,,,,,
110,8/10/20,Campanula rotundifolia,32,1554,,0,0,0,,grazed
110,8/10/20,Campanula rotundifolia,32,1595,,0,0,2,,1 stem grazed
110,8/10/20,Campanula rotundifolia,32,1614,,,,,,
110,8/10/20,Campanula rotundifolia,32,1618,,0,0,17,,pv
110,8/10/20,Campanula rotundifolia,32,1627,,0,0,2,,
110,8/10/20,Campanula rotundifolia,32,1635,,,,,,
110,8/10/20,Campanula rotundifolia,32,1649,,0,0,1,,
110,8/10/20,Campanula rotundifolia,32,1676,2,0,0,5,,
110,8/10/20,Campanula rotundifolia,32,1696,2,0,1,4,,
110,8/10/20,Campanula rotundifolia,32,1707,,0,0,1,,
110,8/10/20,Campanula rotundifolia,32,1712,,0,0,1,,
110,8/10/20,Campanula rotundifolia,32,1731,,,,,,
110,8/10/20,Campanula rotundifolia,32,1764,,0,0,2,,
110,8/10/20,Campanula rotundifolia,32,1768,,0,0,2,,
110,8/10/20,Campanula rotundifolia,32,1778,,0,0,1,,
110,8/10/20,Campanula rotundifolia,32,1801,,0,0,1,,
110,8/10/20,Campanula rotundifolia,32,1802,,0,0,1,,
110,8/10/20,Campanula rotundifolia,32,1803,,0,0,2,,
110,8/10/20,Campanula rotundifolia,32,1804,,0,0,1,,
110,8/10/20,Campanula rotundifolia,32,1812,,0,0,1,,
110,8/10/20,Campanula rotundifolia,32,1828,,0,0,1,,
110,8/10/20,Campanula rotundifolia,32,1855,,0,0,2,,
110,8/10/20,Campanula rotundifolia,32,1878,,0,0,1,,bud
110,8/10/20,Campanula rotundifolia,33,1503,,0,0,0,,
110,8/10/20,Campanula rotundifolia,33,1516,,0,0,4,,
110,8/10/20,Campanula rotundifolia,33,1518,,0,0,4,,
110,8/10/20,Campanula rotundifolia,33,1521,4,1,0,5,,
110,8/10/20,Campanula rotundifolia,33,1528,,0,0,1,,
110,8/10/20,Campanula rotundifolia,33,1529,,0,0,5,,
110,8/10/20,Campanula rotundifolia,33,1540,1,0,0,4,,
110,8/10/20,Campanula rotundifolia,33,1547,,0,0,3,,
111,8/10/20,Campanula rotundifolia,33,1550,,0,0,3,,
111,8/10/20,Campanula rotundifolia,33,1552,,,,,,
111,8/10/20,Campanula rotundifolia,33,1555,,0,0,1,x,not new; missed prior; improve
111,8/10/20,Campanula rotundifolia,33,1558,,0,0,6,,
111,8/10/20,Campanula rotundifolia,33,1576,,0,0,1,,
111,8/10/20,Campanula rotundifolia,33,1578,,0,0,0,,grazed
111,8/10/20,Campanula rotundifolia,33,1593,,0,0,2,,
111,8/10/20,Campanula rotundifolia,33,1616,,0,0,1,,
111,8/10/20,Campanula rotundifolia,33,1617,,0,0,1,,
111,8/10/20,Campanula rotundifolia,33,1634,1,1,1,7,,
111,8/10/20,Campanula rotundifolia,33,1640,,0,0,2,,
111,8/10/20,Campanula rotundifolia,33,1641,1,1,0,1,x,prev. was mistake; prev. should be 0;0;1; improve
111,8/10/20,Campanula rotundifolia,33,1702,,0,0,1,,
111,8/10/20,Campanula rotundifolia,33,1704,,0,0,10,,
111,8/10/20,Campanula rotundifolia,33,1719,3,0,1,2,,
111,8/10/20,Campanula rotundifolia,33,1788,,0,0,1,,
