Page,Date,Species,Plot,Tag,Stms,Fl_straight,Fl_curled,Fl_done,Q,Note
63,7/17/20,Campanula rotundifolia,1,1504,,0,0,3,,
63,7/17/20,Campanula rotundifolia,1,1532,2,0,0,3,,
63,7/17/20,Campanula rotundifolia,1,1533,4,1,0,2,,is 1568; pv
63,7/17/20,Campanula rotundifolia,1,1536,,0,0,1,,
63,7/17/20,Campanula rotundifolia,1,1537,,0,0,1,,
63,7/17/20,Campanula rotundifolia,1,1565,,0,2,1,,
63,7/17/20,Campanula rotundifolia,1,1568,,,,,,is 1533; tag collected
63,7/17/20,Campanula rotundifolia,1,1591,,0,0,1,,
63,7/17/20,Campanula rotundifolia,2,1506,,0,0,1,,
63,7/17/20,Campanula rotundifolia,2,1513,,0,0,4,,
63,7/17/20,Campanula rotundifolia,2,1530,,,,,,
63,7/17/20,Campanula rotundifolia,2,1561,1,0,0,1,,no sign of 2nd done
63,7/17/20,Campanula rotundifolia,2,1588,,0,1,0,,
63,7/17/20,Campanula rotundifolia,2,1590,,0,0,1,,mc
63,7/17/20,Campanula rotundifolia,2,1598,,0,0,1,,
63,7/17/20,Campanula rotundifolia,2,1611,,0,0,4,,no sign of 5th seed
63,7/17/20,Campanula rotundifolia,6,1515,,1,1,0,,
63,7/17/20,Campanula rotundifolia,6,1526,1,1,0,3,,
63,7/17/20,Campanula rotundifolia,6,1563,8,4,15,17,,8 stems counted
63,7/17/20,Campanula rotundifolia,9,1613,,0,1,0,,
63,7/17/20,Campanula rotundifolia,14,1511,2,2,1,1,,
63,7/17/20,Campanula rotundifolia,17,1594,,0,2,0,,
63,7/17/20,Campanula rotundifolia,25,1560,,0,0,1,,
63,7/17/20,Campanula rotundifolia,31,1507,4,1,0,2,,1pv
63,7/17/20,Campanula rotundifolia,31,1509,1,0,0,1,,
63,7/17/20,Campanula rotundifolia,31,1510,4,0,1,0,,
63,7/17/20,Campanula rotundifolia,31,1527,1,0,0,1,,mc
63,7/17/20,Campanula rotundifolia,31,1553,,0,0,1,,
63,7/17/20,Campanula rotundifolia,31,1564,,0,0,1,,mc
63,7/17/20,Campanula rotundifolia,31,1589,,0,2,0,,
64,7/17/20,Campanula rotundifolia,32,1554,,0,0,0,,pv; accidentally broke off a bud
64,7/17/20,Campanula rotundifolia,32,1595,,0,1,0,,
64,7/17/20,Campanula rotundifolia,32,1614,,1,0,0,,
64,7/17/20,Campanula rotundifolia,33,1503,2,0,0,2,,
64,7/17/20,Campanula rotundifolia,33,1508,,0,0,2,,mc
64,7/17/20,Campanula rotundifolia,33,1516,,0,0,1,,mc
64,7/17/20,Campanula rotundifolia,33,1518,,0,1,0,,
64,7/17/20,Campanula rotundifolia,33,1521,,1,0,0,,still deformed
64,7/17/20,Campanula rotundifolia,33,1529,3,1,1,1,,
64,7/17/20,Campanula rotundifolia,33,1540,,0,1,0,,
64,7/17/20,Campanula rotundifolia,33,1547,,0,1,0,,
64,7/17/20,Campanula rotundifolia,33,1550,,0,2,0,,
64,7/17/20,Campanula rotundifolia,33,1552,,1,0,2,,check
64,7/17/20,Campanula rotundifolia,33,1555,2,0,0,1,,2pv
64,7/17/20,Campanula rotundifolia,33,1558,,0,0,1,,mc
64,7/17/20,Campanula rotundifolia,33,1578,,0,1,0,,
64,7/17/20,Campanula rotundifolia,33,1597,,0,1,0,,
64,7/17/20,Campanula rotundifolia,33,1602,,0,0,1,,mc
