Page,Date,Species,Plot,Tag,Racemes,Infl_spread,Infl_done,Twist.ties,Q,Note
27,6/27/20,Thermopsis divaricarpa,25,1106,,1,3,,,tt fell
27,6/27/20,Thermopsis divaricarpa,25,1113,,0,4,,,
27,6/27/20,Thermopsis divaricarpa,25,1116,,0,1,,,
27,6/27/20,Thermopsis divaricarpa,26,1082,,0,3,,,
27,6/27/20,Thermopsis divaricarpa,26,1250,,0,1,,,
27,6/27/20,Thermopsis divaricarpa,27,1061,,0,3,,,
27,6/27/20,Thermopsis divaricarpa,27,1076,,15,0,,x,check rac count; tag on rac 1 (3 fl)
27,6/27/20,Thermopsis divaricarpa,27,1092,,18,0,,,Bomb w/ red striped back; spider
27,6/27/20,Thermopsis divaricarpa,27,1249,,3,0,,,
27,6/27/20,Thermopsis divaricarpa,27,1254,,3,0,,,
27,6/27/20,Thermopsis divaricarpa,27,1276,,5,0,,,
27,6/27/20,Thermopsis divaricarpa,27,1280,,6,0,,,
27,6/27/20,Thermopsis divaricarpa,27,1286,,1,0,,,
27,6/27/20,Thermopsis divaricarpa,27,1298,,5,0,,,
27,6/27/20,Thermopsis divaricarpa,28,1251,,2,3,whdone,,
27,6/27/20,Thermopsis divaricarpa,29,1260,,0,0,,,Bomb tried but now in flower went to neighb
27,6/27/20,Thermopsis divaricarpa,30,1255,,0,0,,,yv
28,6/27/20,Thermopsis divaricarpa,31,1094,,0,10,whdone,,
28,6/27/20,Thermopsis divaricarpa,31,1099,,,,,x,is 1094? Must be; otherwise can't find
28,6/27/20,Thermopsis divaricarpa,31,1100,,2,1,,,
28,6/27/20,Thermopsis divaricarpa,31,1101,,0,6,,,
28,6/27/20,Thermopsis divaricarpa,31,1107,,9,5,,,
28,6/27/20,Thermopsis divaricarpa,31,1238,,,,,x,is 1248?
28,6/27/20,Thermopsis divaricarpa,32,1109,,5,0,,x,is inside plot? Note says outside
28,6/27/20,Thermopsis divaricarpa,33,1059,,5,4,whdone,,
28,6/27/20,Thermopsis divaricarpa,33,1266,,1,0,,,
28,6/27/20,Thermopsis divaricarpa,43,1246,,0,0,,,yv
28,6/27/20,Thermopsis divaricarpa,43,1278,,1,0,,,
28,6/27/20,Thermopsis divaricarpa,43,1285,,1,0,,,
28,6/27/20,Thermopsis divaricarpa,43,1290,,4,0,,,
28,6/27/20,Thermopsis divaricarpa,43,1292,,1,0,,,1 aborted
28,6/27/20,Thermopsis divaricarpa,43,1293,,6,0,,,
28,6/27/20,Thermopsis divaricarpa,44,1154,,1,1,,,tt gone other done seeding
28,6/27/20,Thermopsis divaricarpa,45,1257,,2,0,,,1 dud
28,6/27/20,Thermopsis divaricarpa,45,1264,,2,0,,,
28,6/27/20,Thermopsis divaricarpa,45,1265,,1,0,,,
28,6/27/20,Thermopsis divaricarpa,45,1275,,3,0,,,
28,6/27/20,Thermopsis divaricarpa,46,1029,,,,,,can't find
28,6/27/20,Thermopsis divaricarpa,46,1087,,0,14,,,
28,6/27/20,Thermopsis divaricarpa,46,1115,,0,0,,,
28,6/27/20,Thermopsis divaricarpa,46,1224,,0,1,,,
28,6/27/20,Thermopsis divaricarpa,47,1066,,2,0,,,
28,6/27/20,Thermopsis divaricarpa,47,1072,,6,0,whop,,
28,6/27/20,Thermopsis divaricarpa,47,1083,,,,,,
28,6/27/20,Thermopsis divaricarpa,47,1085,,,,,,
28,6/27/20,Thermopsis divaricarpa,47,1086,,2,0,,,
28,6/27/20,Thermopsis divaricarpa,47,1093,,3,0,,,
28,6/27/20,Thermopsis divaricarpa,47,1095,,,,,,
29,6/27/20,Thermopsis divaricarpa,47,1102,,,,,,
29,6/27/20,Thermopsis divaricarpa,47,1117,,,,,,
29,6/27/20,Thermopsis divaricarpa,47,1118,,2,0,,,
29,6/27/20,Thermopsis divaricarpa,47,1156,3,10,0,,,
29,6/27/20,Thermopsis divaricarpa,47,1229,,,,,x,can't find; mistyped tag?
29,6/27/20,Thermopsis divaricarpa,48,1012,,0,21,,,
29,6/27/20,Thermopsis divaricarpa,48,1031,,0,8,,,
29,6/27/20,Thermopsis divaricarpa,48,1036,,0,11,,,
29,6/27/20,Thermopsis divaricarpa,48,1069,,0,1,,,
29,6/27/20,Thermopsis divaricarpa,48,1083,,0,14,,,
29,6/27/20,Thermopsis divaricarpa,48,1085,,0,8,,,
29,6/27/20,Thermopsis divaricarpa,48,1090,,0,6,,,
29,6/27/20,Thermopsis divaricarpa,48,1095,,0,0,,,
29,6/27/20,Thermopsis divaricarpa,48,1098,,,,,,can't find
29,6/27/20,Thermopsis divaricarpa,48,1102,,0,1,,,
29,6/27/20,Thermopsis divaricarpa,48,1117,,,,,x,grazed; check jun 8 record - is 1177?
29,6/27/20,Thermopsis divaricarpa,48,1177,,0,0,,,snapped/grazed
29,6/27/20,Thermopsis divaricarpa,48,1178,,0,5,,,
29,6/27/20,Thermopsis divaricarpa,48,1180,,0,2,,,
29,6/27/20,Thermopsis divaricarpa,48,1181,,,,,,can't find
29,6/27/20,Thermopsis divaricarpa,48,1182,,0,5,,,
29,6/27/20,Thermopsis divaricarpa,48,1183,,0,0,,,
29,6/27/20,Thermopsis divaricarpa,48,1184,,0,9,,,
29,6/27/20,Thermopsis divaricarpa,48,1189,,0,1,,,
29,6/27/20,Thermopsis divaricarpa,48,1229,,0,8,,,
29,6/27/20,Thermopsis divaricarpa,48,1274,,0,2,,,
29,6/27/20,Thermopsis divaricarpa,49,1104,,0,4,,,
29,6/27/20,Thermopsis divaricarpa,49,1121,,0,4,,,
29,6/27/20,Thermopsis divaricarpa,49,1161,,0,5,,,
29,6/27/20,Thermopsis divaricarpa,49,1171,,0,4,,,
29,6/27/20,Thermopsis divaricarpa,49,1215,2,0,21,,,was likely overcounted before; 1 possible overcount is 1241
30,6/27/20,Thermopsis divaricarpa,49,1221,,,,,,can't find
30,6/27/20,Thermopsis divaricarpa,49,1228,,0,2,,,
30,6/27/20,Thermopsis divaricarpa,49,1232,,0,3,,,several gone
30,6/27/20,Thermopsis divaricarpa,49,1234,,,,,,can't find
30,6/27/20,Thermopsis divaricarpa,49,1236,,0,1,,,
30,6/27/20,Thermopsis divaricarpa,49,1241,3,1,19,,,some ped scars?
30,6/27/20,Thermopsis divaricarpa,49,1243,,,,,,can't find
30,6/27/20,Thermopsis divaricarpa,49,1245,,0,2,,,
30,6/27/20,Thermopsis divaricarpa,49,1282,,2,0,,,
30,6/27/20,Thermopsis divaricarpa,50,1028,,2,5,,,
30,6/27/20,Thermopsis divaricarpa,50,1155,,0,1,,,
30,6/27/20,Thermopsis divaricarpa,50,1167,,0,2,,,
30,6/27/20,Thermopsis divaricarpa,50,1169,,0,4,,,
30,6/27/20,Thermopsis divaricarpa,50,1186,,0,0,,,[seed] gone
30,6/27/20,Thermopsis divaricarpa,50,1187,,0,2,,,
30,6/27/20,Thermopsis divaricarpa,50,1225,,1,3,,,tt fell
30,6/27/20,Thermopsis divaricarpa,51,1226,,0,4,,,
30,6/27/20,Thermopsis divaricarpa,51,1230,,1,4,,,
30,6/27/20,Thermopsis divaricarpa,51,1237,,3,4,,,
30,6/27/20,Thermopsis divaricarpa,51,1256,,2,0,,x,(0;2) in prev record was mistake? Check
30,6/27/20,Thermopsis divaricarpa,51,1277,,2,0,,,
30,6/27/20,Thermopsis divaricarpa,61,1181,,0,0,,,yv
30,6/27/20,Thermopsis divaricarpa,61,1294,,1,0,,,
30,6/27/20,Thermopsis divaricarpa,61,1295,,,,,,ca't find
30,6/27/20,Thermopsis divaricarpa,62,1214,,2,2,,,
30,6/27/20,Thermopsis divaricarpa,62,1216,,7,3,,x,(1;9) in prev data should be (9;1)? Check
30,6/27/20,Thermopsis divaricarpa,62,1222,,2,0,,,
30,6/27/20,Thermopsis divaricarpa,62,1244,,6,0,whop,,
30,6/27/20,Thermopsis divaricarpa,67,1291,,2,0,,,1204 may be closer
30,6/27/20,Thermopsis divaricarpa,68,1175,,1,1,,,1 dud
