Page,Date,Species,Plot,Tag,Racemes,Infl_spread,Infl_done,Twist.ties,Q,Note
26,6/27/20,Thermopsis divaricarpa,2,1007,,1,4,,,
26,6/27/20,Thermopsis divaricarpa,2,1008,,7,0,,,
26,6/27/20,Thermopsis divaricarpa,2,1009,,4,4,,,
26,6/27/20,Thermopsis divaricarpa,2,1054,,0,3,,,
26,6/27/20,Thermopsis divaricarpa,3,1073,,4,0,,,
26,6/27/20,Thermopsis divaricarpa,6,1001,,1,3,,,
26,6/27/20,Thermopsis divaricarpa,8,1005,,4,0,,,
26,6/27/20,Thermopsis divaricarpa,10,1042,,4,0,,,
26,6/27/20,Thermopsis divaricarpa,10,1233,,1,5,,,
26,6/27/20,Thermopsis divaricarpa,10,1259,,1,1,,,
26,6/27/20,Thermopsis divaricarpa,12,1048,,,,,,
26,6/27/20,Thermopsis divaricarpa,12,1146,,,,,,can't find
26,6/27/20,Thermopsis divaricarpa,13,1252,,3,0,,,
26,6/27/20,Thermopsis divaricarpa,13,1261,,0,0,,,yv
26,6/27/20,Thermopsis divaricarpa,14,1070,,0,5,,,
26,6/27/20,Thermopsis divaricarpa,14,1077,,0,6,,,
26,6/27/20,Thermopsis divaricarpa,14,1081,,0,5,,,
26,6/27/20,Thermopsis divaricarpa,14,1120,,0,8,,,
26,6/27/20,Thermopsis divaricarpa,14,1160,,0,1,,,
26,6/27/20,Thermopsis divaricarpa,14,1174,,0,8,,,tt moved
26,6/27/20,Thermopsis divaricarpa,14,1212,,0,3,,,
26,6/27/20,Thermopsis divaricarpa,14,1218,,0,3,,,
26,6/27/20,Thermopsis divaricarpa,14,1219,,0,3,,x,other rac grazed?
26,6/27/20,Thermopsis divaricarpa,18,1258,,7,1,,,
26,6/27/20,Thermopsis divaricarpa,21,1033,,0,0,,x,tag is 1044; yv
26,6/27/20,Thermopsis divaricarpa,22,1025,,2,7,,,
26,6/27/20,Thermopsis divaricarpa,22,1043,,0,0,,,dud
26,6/27/20,Thermopsis divaricarpa,22,1055,,2,7,,,
26,6/27/20,Thermopsis divaricarpa,22,1056,,0,0,,,no fl?
26,6/27/20,Thermopsis divaricarpa,22,1057,,7,3,,,
27,6/27/20,Thermopsis divaricarpa,22,1060,,0,0,,x,nothing here; check prev
27,6/27/20,Thermopsis divaricarpa,22,1065,,0,2,,,
27,6/27/20,Thermopsis divaricarpa,22,1077,,2,0,,,
27,6/27/20,Thermopsis divaricarpa,22,1079,,4,0,,,
27,6/27/20,Thermopsis divaricarpa,22,1084,whop,4,0,,,
27,6/27/20,Thermopsis divaricarpa,22,1119,,,,,,can't find
27,6/27/20,Thermopsis divaricarpa,22,1284,,0,0,,,yv
27,6/27/20,Thermopsis divaricarpa,22,1297,,5,0,,,ant
27,6/27/20,Thermopsis divaricarpa,23,1272,,7,0,,,OUTSIDE NE
27,6/27/20,Thermopsis divaricarpa,24,1064,,0,0,,,yv
27,6/27/20,Thermopsis divaricarpa,24,1296,,,,,,
27,6/27/20,Thermopsis divaricarpa,25,1075,,0,1,,,
27,6/27/20,Thermopsis divaricarpa,25,1081,,,,,,
27,6/27/20,Thermopsis divaricarpa,25,1105,,,,,x,bad record? Is 1106? Check
