"Plot","Year","Easting","Northing","svf","Date","Tag","N_infl","Fl_open","Fl_done","Note","JDay"
"32",2020,453709,4431314,0.908724635067787,"2020-07-01",1109,,9,1,"is inside plot",31
"33",2020,453723,4431324,0.955250535146326,"2020-07-05",1059,,0,8,"",35
"33",2020,453723,4431324,0.955250535146326,"2020-06-27",1266,,1,0,"",27
"33",2020,453723,4431324,0.955250535146326,"2020-06-24",1059,,8,0,"",24
"33",2020,453723,4431324,0.955250535146326,"2020-07-09",1266,,0,4,"",39
"33",2020,453723,4431324,0.955250535146326,"2020-06-21",1059,,4,1,"",21
"33",2020,453723,4431324,0.955250535146326,"2020-07-01",1266,,2,2,"",31
"33",2020,453723,4431324,0.955250535146326,"2020-06-27",1059,,5,4,"",27
"33",2020,453723,4431324,0.955250535146326,"2020-07-05",1266,,0,4,"",35
"33",2020,453723,4431324,0.955250535146326,"2020-07-01",1059,,0,8,"1 fl lost (petal present rest gone)",31
"34",2021,453790,4431342,0.796212569713497,"2021-07-05",1124,1,1,6,"",35
"34",2021,453790,4431342,0.796212569713497,"2021-07-01",1124,1,7,0,"",31
"34",2021,453790,4431342,0.796212569713497,"2021-06-25",1124,1,5,0,"",25
"34",2021,453790,4431342,0.796212569713497,"2021-07-08",1124,1,0,7,"",38
"34",2021,453790,4431342,0.796212569713497,"2021-06-28",1124,1,6,0,"",28
"34",2021,453790,4431342,0.796212569713497,"2021-07-12",1124,1,0,5,"",42
"36",2021,453775,4431348,0.82726330294684,"2021-07-08",1051,1,0,2,"",38
"36",2021,453775,4431348,0.82726330294684,"2021-07-05",1051,1,0,3,"",35
"36",2021,453775,4431348,0.82726330294684,"2021-07-01",1051,1,2,0,"",31
"36",2021,453775,4431348,0.82726330294684,"2021-06-28",1051,1,2,0,"",28
"36",2021,453775,4431348,0.82726330294684,"2021-06-25",1051,1,1,0,"",25
"37",2021,453780,4431373,0.899977723004082,"2021-06-21",1140,1,11,0,"",21
"37",2021,453780,4431373,0.899977723004082,"2021-07-01",1190,1,2,6,"",31
"37",2021,453780,4431373,0.899977723004082,"2021-06-17",1140,1,3,0,"",17
"37",2021,453780,4431373,0.899977723004082,"2021-06-21",1312,1,5,0,"",21
"37",2021,453780,4431373,0.899977723004082,"2021-07-08",1190,2,0,8,"",38
"37",2021,453780,4431373,0.899977723004082,"2021-06-28",1312,1,7,4,"one done fl lost (counted) fell off",28
"37",2021,453780,4431373,0.899977723004082,"2021-07-01",1312,1,2,8,"",31
"37",2021,453780,4431373,0.899977723004082,"2021-06-21",1310,1,1,0,"",21
"37",2021,453780,4431373,0.899977723004082,"2021-06-25",1190,1,3,2,"",25
"37",2021,453780,4431373,0.899977723004082,"2021-06-25",1312,1,10,0,"",25
"37",2021,453780,4431373,0.899977723004082,"2021-06-25",1140,1,0,2,"grazed?",25
"37",2021,453780,4431373,0.899977723004082,"2021-06-28",1137,1,2,10,"",28
"37",2021,453780,4431373,0.899977723004082,"2021-07-08",1312,1,0,8,"incl. an empty calyx",38
"37",2021,453780,4431373,0.899977723004082,"2021-07-05",1137,1,0,12,"",35
"37",2021,453780,4431373,0.899977723004082,"2021-06-28",1190,1,5,3,"",28
"37",2021,453780,4431373,0.899977723004082,"2021-06-25",1310,1,1,0,"",25
"37",2021,453780,4431373,0.899977723004082,"2021-07-08",1310,1,0,1,"",38
"37",2021,453780,4431373,0.899977723004082,"2021-06-25",1137,1,3,8,"",25
"37",2021,453780,4431373,0.899977723004082,"2021-06-21",1137,1,5,5,"",21
"37",2021,453780,4431373,0.899977723004082,"2021-06-28",1310,1,1,0,"",28
"37",2021,453780,4431373,0.899977723004082,"2021-06-21",1190,1,2,0,"",21
"37",2021,453780,4431373,0.899977723004082,"2021-07-05",1310,1,0,1,"",35
"37",2021,453780,4431373,0.899977723004082,"2021-07-05",1312,1,0,9,"",35
"37",2021,453780,4431373,0.899977723004082,"2021-06-28",1140,1,0,2,"",28
"37",2021,453780,4431373,0.899977723004082,"2021-06-17",1137,1,6,0,"",17
"37",2021,453780,4431373,0.899977723004082,"2021-07-01",1137,1,0,12,"",31
"37",2021,453780,4431373,0.899977723004082,"2021-07-01",1310,1,1,0,"",31
"37",2021,453780,4431373,0.899977723004082,"2021-07-05",1190,2,0,8,"",35
"37",2021,453780,4431373,0.899977723004082,"2021-07-05",1082,1,1,0,"",35
"37",2021,453780,4431373,0.899977723004082,"2021-07-12",1082,1,0,1,"",42
"37",2021,453780,4431373,0.899977723004082,"2021-07-08",1082,1,0,1,"",38
"37",2021,453780,4431373,0.899977723004082,"2021-06-21",1185,1,4,0,"",21
"38",2021,453795,4431380,0.50536294396149,"2021-06-28",1224,1,4,0,"",28
"38",2021,453795,4431380,0.50536294396149,"2021-07-15",1224,1,0,9,"",45
"38",2021,453795,4431380,0.50536294396149,"2021-07-01",1224,1,6,0,"",31
"38",2021,453795,4431380,0.50536294396149,"2021-06-25",1224,1,4,0,"",25
"38",2021,453795,4431380,0.50536294396149,"2021-07-05",1224,1,5,4,"",35
"38",2021,453795,4431380,0.50536294396149,"2021-07-08",1224,1,4,6,"",38
"38",2021,453795,4431380,0.50536294396149,"2021-07-12",1224,1,0,9,"",42
"4",2021,453914,4431364,0.804464547798903,"2021-06-28",1186,1,1,0,"",28
"4",2021,453914,4431364,0.804464547798903,"2021-07-01",1186,1,3,0,"",31
"4",2021,453914,4431364,0.804464547798903,"2021-07-05",1186,1,2,0,"",35
"4",2021,453914,4431364,0.804464547798903,"2021-07-12",1186,1,0,2,"",42
"4",2021,453914,4431364,0.804464547798903,"2021-07-08",1186,1,0,2,"",38
"42",2020,453760,4431311,0.91935794292037,"2020-07-13",1309,,0,8,"",43
"42",2020,453760,4431311,0.91935794292037,"2020-07-05",1309,1,1,1,"",35
"42",2020,453760,4431311,0.91935794292037,"2020-07-09",1309,,0,3,"",39
"43",2020,453742,4431299,0.934126249772696,"2020-07-01",1290,,6,1,"",31
"43",2020,453742,4431299,0.934126249772696,"2020-07-13",1299,,0,2,"",43
"43",2020,453742,4431299,0.934126249772696,"2020-07-01",1293,,1,6,"",31
"43",2020,453742,4431299,0.934126249772696,"2020-07-01",1278,,2,0,"",31
"43",2020,453742,4431299,0.934126249772696,"2020-07-13",1290,,0,8,"",43
"43",2020,453742,4431299,0.934126249772696,"2020-07-09",1203,,0,1,"",39
"43",2020,453742,4431299,0.934126249772696,"2020-07-01",1285,,2,0,"",31
"43",2020,453742,4431299,0.934126249772696,"2020-06-27",1293,,6,0,"",27
"43",2020,453742,4431299,0.934126249772696,"2020-06-27",1292,,1,0,"1 aborted",27
"43",2020,453742,4431299,0.934126249772696,"2020-07-09",1278,,0,2,"",39
"43",2020,453742,4431299,0.934126249772696,"2020-07-13",1246,,0,5,"",43
"43",2020,453742,4431299,0.934126249772696,"2020-07-01",1292,,2,0,"",31
"43",2020,453742,4431299,0.934126249772696,"2020-06-27",1278,,1,0,"",27
"43",2020,453742,4431299,0.934126249772696,"2020-07-13",1311,,0,5,"",43
"43",2020,453742,4431299,0.934126249772696,"2020-07-13",1293,,0,6,"",43
"43",2020,453742,4431299,0.934126249772696,"2020-07-05",1299,1,2,0,"",35
"43",2020,453742,4431299,0.934126249772696,"2020-06-27",1290,,4,0,"",27
"43",2020,453742,4431299,0.934126249772696,"2020-07-05",1285,,0,1,"",35
"43",2020,453742,4431299,0.934126249772696,"2020-07-05",1278,,0,2,"",35
"43",2020,453742,4431299,0.934126249772696,"2020-07-09",1246,,0,5,"",39
"43",2020,453742,4431299,0.934126249772696,"2020-07-01",1246,,2,0,"",31
"43",2020,453742,4431299,0.934126249772696,"2020-06-27",1285,,1,0,"",27
"43",2020,453742,4431299,0.934126249772696,"2020-07-05",1292,,0,2,"",35
"43",2020,453742,4431299,0.934126249772696,"2020-07-01",1311,1,4,0,"",31
"43",2020,453742,4431299,0.934126249772696,"2020-07-09",1311,,0,5,"",39
"43",2020,453742,4431299,0.934126249772696,"2020-07-05",1290,,2,7,"",35
"43",2020,453742,4431299,0.934126249772696,"2020-07-09",1268,,0,1,"",39
"43",2020,453742,4431299,0.934126249772696,"2020-07-05",1311,1,3,2,"",35
"43",2020,453742,4431299,0.934126249772696,"2020-07-09",1285,,0,1,"",39
"43",2020,453742,4431299,0.934126249772696,"2020-07-01",1268,,1,0,"",31
"43",2020,453742,4431299,0.934126249772696,"2020-07-05",1293,,6,0,"",35
"43",2020,453742,4431299,0.934126249772696,"2020-07-05",1268,,0,1,"",35
"43",2020,453742,4431299,0.934126249772696,"2020-06-24",1293,,3,0,"",24
"43",2020,453742,4431299,0.934126249772696,"2020-07-09",1299,,0,2,"",39
"43",2020,453742,4431299,0.934126249772696,"2020-07-05",1246,,2,1,"",35
"43",2020,453742,4431299,0.934126249772696,"2020-07-01",1203,,1,0,"1 dud",31
"43",2020,453742,4431299,0.934126249772696,"2020-07-05",1203,,0,1,"",35
"43",2020,453742,4431299,0.934126249772696,"2020-07-09",1292,,0,2,"",39
"43",2020,453742,4431299,0.934126249772696,"2020-07-09",1290,,0,8,"",39
"43",2020,453742,4431299,0.934126249772696,"2020-07-09",1293,,0,6,"",39
"45",2020,453765,4431276,0.934691217829615,"2020-07-01",1265,,1,0,"",31
"45",2020,453765,4431276,0.934691217829615,"2020-07-05",1207,,0,4,"",35
"45",2020,453765,4431276,0.934691217829615,"2020-06-24",1264,,2,0,"1 dud",24
"45",2020,453765,4431276,0.934691217829615,"2020-07-05",1264,,0,2,"",35
"45",2020,453765,4431276,0.934691217829615,"2020-06-27",1275,,3,0,"",27
"45",2020,453765,4431276,0.934691217829615,"2020-07-05",1257,,0,2,"",35
"45",2020,453765,4431276,0.934691217829615,"2020-06-27",1207,3,4,0,"may be 1287? Check old date",27
"45",2020,453765,4431276,0.934691217829615,"2020-06-24",1275,,3,0,"",24
"45",2020,453765,4431276,0.934691217829615,"2020-07-05",1275,,0,3,"",35
"45",2020,453765,4431276,0.934691217829615,"2020-06-24",1287,5,3,0,"",24
"45",2020,453765,4431276,0.934691217829615,"2020-06-27",1264,,2,0,"",27
"45",2020,453765,4431276,0.934691217829615,"2020-06-24",1257,,2,0,"",24
"45",2020,453765,4431276,0.934691217829615,"2020-07-05",1265,,0,1,"",35
"45",2020,453765,4431276,0.934691217829615,"2020-07-09",1265,,0,1,"",39
"45",2020,453765,4431276,0.934691217829615,"2020-07-09",1207,,0,4,"",39
"45",2020,453765,4431276,0.934691217829615,"2020-06-27",1257,,2,0,"1 dud",27
"45",2020,453765,4431276,0.934691217829615,"2020-07-01",1264,,0,2,"",31
"45",2020,453765,4431276,0.934691217829615,"2020-07-01",1207,,1,3,"",31
"45",2020,453765,4431276,0.934691217829615,"2020-07-01",1275,,0,3,"",31
"45",2020,453765,4431276,0.934691217829615,"2020-07-01",1257,,0,3,"",31
"45",2020,453765,4431276,0.934691217829615,"2020-06-27",1265,,1,0,"",27
"46",2020,453747,4431280,0.967557912549344,"2020-06-24",1115,,0,3,"",24
"46",2020,453747,4431280,0.967557912549344,"2020-06-02",1029,2,1,0,"1b",2
"46",2020,453747,4431280,0.967557912549344,"2020-06-24",1089,1,4,0,"",24
"46",2020,453747,4431280,0.967557912549344,"2020-06-08",1029,2,3,,"1yv",8
"46",2020,453747,4431280,0.967557912549344,"2020-06-24",1224,2,1,0,"where are dones from prev record?",24
"46",2020,453747,4431280,0.967557912549344,"2020-06-21",1224,,1,6,"",21
"46",2020,453747,4431280,0.967557912549344,"2020-06-27",1087,,0,14,"",27
"46",2020,453747,4431280,0.967557912549344,"2020-06-21",1087,,14,1,"",21
"46",2020,453747,4431280,0.967557912549344,"2020-07-05",1029,,0,1,"dropped a bunch",35
"46",2020,453747,4431280,0.967557912549344,"2020-06-24",1087,,10,8,"[record hard to read]",24
"46",2020,453747,4431280,0.967557912549344,"2020-06-08",1115,1,5,,"tt browning; 1 yv",8
"46",2020,453747,4431280,0.967557912549344,"2020-06-21",1029,,1,4,"",21
"46",2020,453747,4431280,0.967557912549344,"2020-06-27",1224,,0,1,"",27
"46",2020,453747,4431280,0.967557912549344,"2020-06-05",1115,1,3,0,"",5
"46",2020,453747,4431280,0.967557912549344,"2020-06-21",1115,,0,4,"tt fell; broke off seeds 2 and 3",21
"46",2020,453747,4431280,0.967557912549344,"2020-06-14",1224,2,2,3,"1yv",14
"46",2020,453747,4431280,0.967557912549344,"2020-06-21",1089,1,3,0,"",21
"46",2020,453747,4431280,0.967557912549344,"2020-06-05",1029,2,2,0,"1yv",5
"46",2020,453747,4431280,0.967557912549344,"2020-06-14",1029,2,2,3,"",14
"46",2020,453747,4431280,0.967557912549344,"2020-06-11",1115,2,6,0,"",11
"46",2020,453747,4431280,0.967557912549344,"2020-06-14",1115,2,1,4,"",14
"46",2020,453747,4431280,0.967557912549344,"2020-06-24",1029,,0,5,"",24
"46",2020,453747,4431280,0.967557912549344,"2020-06-11",1029,2,0,2,"",11
"46",2020,453747,4431280,0.967557912549344,"2020-07-01",1087,,0,13,"seeds",31
"46",2020,453747,4431280,0.967557912549344,"2020-07-01",1029,,0,2,"",31
"46",2020,453747,4431280,0.967557912549344,"2020-07-01",1089,,0,4,"",31
"46",2020,453747,4431280,0.967557912549344,"2020-07-01",1224,,0,1,"seeds not ready",31
"46",2020,453747,4431280,0.967557912549344,"2020-06-27",1089,1,0,4,"",27
"47",2020,453741,4431274,0.871850729188609,"2020-06-24",1086,,2,0,"",24
"47",2020,453741,4431274,0.871850729188609,"2020-07-05",1072,,0,7,"",35
"47",2020,453741,4431274,0.871850729188609,"2020-06-21",1072,1,3,0,"",21
"47",2020,453741,4431274,0.871850729188609,"2020-07-05",1066,,0,2,"",35
"47",2020,453741,4431274,0.871850729188609,"2020-06-24",1072,1,5,0,"",24
"47",2020,453741,4431274,0.871850729188609,"2020-07-09",1118,,1,7,"",39
"47",2020,453741,4431274,0.871850729188609,"2020-07-09",1156,2,0,3,"",39
"47",2020,453741,4431274,0.871850729188609,"2020-06-27",1086,,2,0,"",27
"47",2020,453741,4431274,0.871850729188609,"2020-06-24",1118,,1,0,"",24
"47",2020,453741,4431274,0.871850729188609,"2020-06-21",1156,4,2,0,"",21
"47",2020,453741,4431274,0.871850729188609,"2020-07-05",1235,,1,2,"",35
"47",2020,453741,4431274,0.871850729188609,"2020-06-24",1156,,7,0,"",24
"47",2020,453741,4431274,0.871850729188609,"2020-06-27",1235,2,1,0,"",27
"47",2020,453741,4431274,0.871850729188609,"2020-07-01",1066,,0,2,"",31
"47",2020,453741,4431274,0.871850729188609,"2020-06-27",1066,,2,0,"",27
"47",2020,453741,4431274,0.871850729188609,"2020-07-05",1086,,0,1,"",35
"47",2020,453741,4431274,0.871850729188609,"2020-06-27",1093,,3,0,"",27
"47",2020,453741,4431274,0.871850729188609,"2020-06-24",1066,,2,0,"",24
"47",2020,453741,4431274,0.871850729188609,"2020-07-05",1156,,0,2,"others? No other stems near",35
"47",2020,453741,4431274,0.871850729188609,"2020-07-09",1235,,0,3,"",39
"47",2020,453741,4431274,0.871850729188609,"2020-07-13",1118,,0,8,"",43
"47",2020,453741,4431274,0.871850729188609,"2020-07-09",1093,,0,3,"",39
"47",2020,453741,4431274,0.871850729188609,"2020-07-13",1235,,0,3,"",43
"47",2020,453741,4431274,0.871850729188609,"2020-07-01",1235,,3,0,"",31
"47",2020,453741,4431274,0.871850729188609,"2020-07-01",1156,,7,3,"",31
"47",2020,453741,4431274,0.871850729188609,"2020-07-01",1072,,3,4,"",31
"47",2020,453741,4431274,0.871850729188609,"2020-07-05",1093,,0,3,"",35
"47",2020,453741,4431274,0.871850729188609,"2020-07-05",1118,2,6,2,"",35
"47",2020,453741,4431274,0.871850729188609,"2020-07-01",1093,,3,0,"",31
"47",2020,453741,4431274,0.871850729188609,"2020-06-27",1156,3,10,0,"",27
"47",2020,453741,4431274,0.871850729188609,"2020-07-09",1072,,0,7,"",39
"47",2020,453741,4431274,0.871850729188609,"2020-07-01",1118,2,5,0,"",31
"47",2020,453741,4431274,0.871850729188609,"2020-07-17",1118,,0,8,"",47
"47",2020,453741,4431274,0.871850729188609,"2020-07-01",1086,,0,2,"",31
"47",2020,453741,4431274,0.871850729188609,"2020-06-27",1072,,6,0,"",27
"47",2020,453741,4431274,0.871850729188609,"2020-06-27",1118,,2,0,"",27
"48",2020,453734,4431285,0.96241174080502,"2020-06-11",1229,1,4,1,"",11
"48",2020,453734,4431285,0.96241174080502,"2020-06-21",1068,,0,5,"",21
"48",2020,453734,4431285,0.96241174080502,"2020-06-27",1184,,0,9,"",27
"48",2020,453734,4431285,0.96241174080502,"2020-06-21",1069,,0,7,"",21
"48",2020,453734,4431285,0.96241174080502,"2020-06-27",1229,,0,8,"",27
"48",2020,453734,4431285,0.96241174080502,"2020-06-11",1085,1,6,0,"snapped raceme",11
"48",2020,453734,4431285,0.96241174080502,"2020-06-21",1183,1,0,2,"1 rac",21
"48",2020,453734,4431285,0.96241174080502,"2020-06-24",1095,,0,2,"",24
"48",2020,453734,4431285,0.96241174080502,"2020-06-24",1178,,0,7,"",24
"48",2020,453734,4431285,0.96241174080502,"2020-06-14",1031,2,4,7,"1 aborted",14
"48",2020,453734,4431285,0.96241174080502,"2020-06-24",1180,,0,2,"",24
"48",2020,453734,4431285,0.96241174080502,"2020-06-24",1177,,0,1,"",24
"48",2020,453734,4431285,0.96241174080502,"2020-06-27",1182,,0,5,"",27
"48",2020,453734,4431285,0.96241174080502,"2020-06-02",1085,1,2,0,"1 rac eaten?",2
"48",2020,453734,4431285,0.96241174080502,"2020-06-14",1102,1,3,0,"",14
"48",2020,453734,4431285,0.96241174080502,"2020-06-14",1184,3,6,0,"",14
"48",2020,453734,4431285,0.96241174080502,"2020-07-01",1184,,0,7,"",31
"48",2020,453734,4431285,0.96241174080502,"2020-06-11",1031,2,9,3,"",11
"48",2020,453734,4431285,0.96241174080502,"2020-06-21",1036,,6,14,"",21
"48",2020,453734,4431285,0.96241174080502,"2020-06-02",1031,2,4,1,"1 yv",2
"48",2020,453734,4431285,0.96241174080502,"2020-06-27",1274,,0,2,"",27
"48",2020,453734,4431285,0.96241174080502,"2020-06-24",1183,,0,1,"",24
"48",2020,453734,4431285,0.96241174080502,"2020-06-11",1178,1,2,0,"",11
"48",2020,453734,4431285,0.96241174080502,"2020-06-11",1189,1,0,2,"",11
"48",2020,453734,4431285,0.96241174080502,"2020-06-11",1182,3,4,0,"",11
"48",2020,453734,4431285,0.96241174080502,"2020-06-14",1229,,11,0,"raceme count missing",14
"48",2020,453734,4431285,0.96241174080502,"2020-06-11",1012,5,13,3,"",11
"48",2020,453734,4431285,0.96241174080502,"2020-06-14",1180,1,2,0,"1 aborted",14
"48",2020,453734,4431285,0.96241174080502,"2020-06-24",1102,,0,3,"",24
"48",2020,453734,4431285,0.96241174080502,"2020-06-21",1184,,1,6,"",21
"48",2020,453734,4431285,0.96241174080502,"2020-07-01",1240,,0,2,"",31
"48",2020,453734,4431285,0.96241174080502,"2020-06-24",1031,,0,10,"1 uncounted broken peduncle",24
"48",2020,453734,4431285,0.96241174080502,"2020-06-08",1031,2,11,0,"Bomb.",8
"48",2020,453734,4431285,0.96241174080502,"2020-06-24",1229,,0,11,"",24
"48",2020,453734,4431285,0.96241174080502,"2020-06-14",1231,1,0,5,"",14
"48",2020,453734,4431285,0.96241174080502,"2020-06-11",1095,1,2,0,"new tt",11
"48",2020,453734,4431285,0.96241174080502,"2020-06-11",1036,4,16,2,"2 seeding; one fl anthers no petals",11
"48",2020,453734,4431285,0.96241174080502,"2020-06-21",1182,,4,8,"",21
"48",2020,453734,4431285,0.96241174080502,"2020-07-01",1274,,0,2,"",31
"48",2020,453734,4431285,0.96241174080502,"2020-06-24",1090,,0,6,"",24
"48",2020,453734,4431285,0.96241174080502,"2020-06-14",1178,1,4,2,"",14
"48",2020,453734,4431285,0.96241174080502,"2020-06-27",1102,,0,1,"",27
"48",2020,453734,4431285,0.96241174080502,"2020-06-02",1090,1,2,0,"NULL",2
"48",2020,453734,4431285,0.96241174080502,"2020-06-24",1182,,0,8,"",24
"48",2020,453734,4431285,0.96241174080502,"2020-06-21",1229,2,1,13,"",21
"48",2020,453734,4431285,0.96241174080502,"2020-06-24",1036,,2,19,"",24
"48",2020,453734,4431285,0.96241174080502,"2020-06-11",1183,1,4,0,"",11
"48",2020,453734,4431285,0.96241174080502,"2020-06-14",1095,1,2,0,"",14
"48",2020,453734,4431285,0.96241174080502,"2020-06-08",1090,1,5,0,"tt added",8
"48",2020,453734,4431285,0.96241174080502,"2020-07-01",1083,,0,6,"",31
"48",2020,453734,4431285,0.96241174080502,"2020-06-24",1085,,2,6,"",24
"48",2020,453734,4431285,0.96241174080502,"2020-06-11",1069,1,3,0,"",11
"48",2020,453734,4431285,0.96241174080502,"2020-06-14",1069,1,6,1,"",14
"48",2020,453734,4431285,0.96241174080502,"2020-06-08",1036,4,9,1,"",8
"48",2020,453734,4431285,0.96241174080502,"2020-06-27",1178,,0,5,"",27
"48",2020,453734,4431285,0.96241174080502,"2020-06-21",1012,,28,22,"broke one spreading off",21
"48",2020,453734,4431285,0.96241174080502,"2020-06-27",1189,,0,1,"",27
"48",2020,453734,4431285,0.96241174080502,"2020-06-24",1012,,4,30,"5 rac w/ 3 infl counted",24
"48",2020,453734,4431285,0.96241174080502,"2020-06-24",1184,,1,9,"",24
"48",2020,453734,4431285,0.96241174080502,"2020-06-21",1095,,0,2,"",21
"48",2020,453734,4431285,0.96241174080502,"2020-06-24",1069,,0,7,"",24
"48",2020,453734,4431285,0.96241174080502,"2020-06-21",1102,,0,3,"",21
"48",2020,453734,4431285,0.96241174080502,"2020-06-11",1083,2,7,0,"",11
"48",2020,453734,4431285,0.96241174080502,"2020-06-14",1090,1,4,3,"",14
"48",2020,453734,4431285,0.96241174080502,"2020-07-01",1085,,0,6,"",31
"48",2020,453734,4431285,0.96241174080502,"2020-06-11",1231,1,0,5,"all shriv",11
"48",2020,453734,4431285,0.96241174080502,"2020-06-14",1036,4,2,4,"tt fell off; broke #2 seed off; check # on tt",14
"48",2020,453734,4431285,0.96241174080502,"2020-06-27",1180,,0,2,"",27
"48",2020,453734,4431285,0.96241174080502,"2020-06-21",1031,,0,11,"",21
"48",2020,453734,4431285,0.96241174080502,"2020-06-27",1090,,0,6,"",27
"48",2020,453734,4431285,0.96241174080502,"2020-06-02",1012,2,,1,"forgot to record poll.",2
"48",2020,453734,4431285,0.96241174080502,"2020-06-21",1090,,0,7,"",21
"48",2020,453734,4431285,0.96241174080502,"2020-06-21",1231,,0,5,"",21
"48",2020,453734,4431285,0.96241174080502,"2020-06-24",1189,,0,1,"",24
"48",2020,453734,4431285,0.96241174080502,"2020-06-21",1274,2,2,0,"",21
"48",2020,453734,4431285,0.96241174080502,"2020-06-21",1178,,0,7,"",21
"48",2020,453734,4431285,0.96241174080502,"2020-06-21",1180,,0,2,"",21
"48",2020,453734,4431285,0.96241174080502,"2020-06-05",1068,1,2,0,"trampled",5
"48",2020,453734,4431285,0.96241174080502,"2020-06-14",1012,5,19,5,"",14
"48",2020,453734,4431285,0.96241174080502,"2020-06-27",1069,,0,1,"",27
"48",2020,453734,4431285,0.96241174080502,"2020-06-27",1085,,0,8,"",27
"48",2020,453734,4431285,0.96241174080502,"2020-06-27",1231,1,0,5,"check plot #",27
"48",2020,453734,4431285,0.96241174080502,"2020-06-08",1183,1,4,,"Missed before? New tag.",8
"48",2020,453734,4431285,0.96241174080502,"2020-06-08",1182,3,2,,"Missed before? New tag.",8
"48",2020,453734,4431285,0.96241174080502,"2020-06-21",1189,,1,0,"",21
"48",2020,453734,4431285,0.96241174080502,"2020-06-21",1085,,2,8,"",21
"48",2020,453734,4431285,0.96241174080502,"2020-06-14",1183,1,29,5,"",14
"48",2020,453734,4431285,0.96241174080502,"2020-06-08",1012,4,13,0,"old tt",8
"48",2020,453734,4431285,0.96241174080502,"2020-06-05",1031,3,6,0,"trampled; new tt",5
"48",2020,453734,4431285,0.96241174080502,"2020-07-01",1036,,0,9,"only 3 seeds left",31
"48",2020,453734,4431285,0.96241174080502,"2020-06-14",1068,3,1,2,"",14
"48",2020,453734,4431285,0.96241174080502,"2020-06-24",1083,2,1,16,"only 2 rac counted; check",24
"48",2020,453734,4431285,0.96241174080502,"2020-06-05",1036,3,5,0,"1yv; visited by large yellow + black bee (Bomb?)",5
"48",2020,453734,4431285,0.96241174080502,"2020-06-08",1231,1,5,,"",8
"48",2020,453734,4431285,0.96241174080502,"2020-06-27",1240,1,0,2,"",27
"48",2020,453734,4431285,0.96241174080502,"2020-06-08",1069,2,3,,"",8
"48",2020,453734,4431285,0.96241174080502,"2020-06-14",1098,1,0,4,"",14
"48",2020,453734,4431285,0.96241174080502,"2020-06-21",1083,,1,13,"",21
"48",2020,453734,4431285,0.96241174080502,"2020-06-21",1177,,1,0,"1 aborted",21
"48",2020,453734,4431285,0.96241174080502,"2020-06-05",1012,5,8,0,"Bomb",5
"48",2020,453734,4431285,0.96241174080502,"2020-07-01",1012,,0,13,"",31
"48",2020,453734,4431285,0.96241174080502,"2020-06-24",1274,3,2,0,"",24
"48",2020,453734,4431285,0.96241174080502,"2020-06-11",1102,1,3,0,"new tt",11
"48",2020,453734,4431285,0.96241174080502,"2020-06-27",1083,,0,14,"",27
"48",2020,453734,4431285,0.96241174080502,"2020-06-08",1117,1,2,,"",8
"48",2020,453734,4431285,0.96241174080502,"2020-06-27",1036,,0,11,"",27
"48",2020,453734,4431285,0.96241174080502,"2020-06-08",1083,2,5,0,"1yv",8
"48",2020,453734,4431285,0.96241174080502,"2020-06-24",1240,2,2,0,"",24
"48",2020,453734,4431285,0.96241174080502,"2020-06-08",1102,1,2,,"",8
"48",2020,453734,4431285,0.96241174080502,"2020-06-14",1177,1,0,2,"",14
"48",2020,453734,4431285,0.96241174080502,"2020-06-27",1031,,0,8,"",27
"48",2020,453734,4431285,0.96241174080502,"2020-06-08",1095,1,2,,"",8
"48",2020,453734,4431285,0.96241174080502,"2020-06-08",1085,1,4,0,"",8
"48",2020,453734,4431285,0.96241174080502,"2020-06-05",1090,2,3,0,"",5
"48",2020,453734,4431285,0.96241174080502,"2020-06-14",1085,2,6,1,"snapped; 1 graced stem",14
"48",2020,453734,4431285,0.96241174080502,"2020-06-14",1182,3,6,1,"Bombus",14
"48",2020,453734,4431285,0.96241174080502,"2020-06-08",1068,1,3,0,"",8
"48",2020,453734,4431285,0.96241174080502,"2020-06-24",1231,1,0,5,"",24
"48",2020,453734,4431285,0.96241174080502,"2020-06-27",1012,,0,21,"",27
"49",2020,453714,4431283,0.952865835866067,"2020-06-11",1236,1,1,0,"",11
"49",2020,453714,4431283,0.952865835866067,"2020-06-08",1236,1,1,0,"",8
"49",2020,453714,4431283,0.952865835866067,"2020-06-27",1121,,0,4,"",27
"49",2020,453714,4431283,0.952865835866067,"2020-06-11",1241,4,1,0,"2 spreading; yv; new tt",11
"49",2020,453714,4431283,0.952865835866067,"2020-07-01",1215,,0,16,"",31
"49",2020,453714,4431283,0.952865835866067,"2020-07-01",1121,,0,4,"seeds",31
"49",2020,453714,4431283,0.952865835866067,"2020-06-11",1234,1,1,0,"",11
"49",2020,453714,4431283,0.952865835866067,"2020-06-27",1161,,0,5,"",27
"49",2020,453714,4431283,0.952865835866067,"2020-06-05",1104,1,2,0,"Bomb (red back) on Th outside plot",5
"49",2020,453714,4431283,0.952865835866067,"2020-06-11",1270,2,7,0,"; 1270+1228 records merged SN Jan 2021",11
"49",2020,453714,4431283,0.952865835866067,"2020-06-27",1236,,0,1,"",27
"49",2020,453714,4431283,0.952865835866067,"2020-07-01",1171,,0,4,"",31
"49",2020,453714,4431283,0.952865835866067,"2020-06-11",1121,2,10,2,"2 pods",11
"49",2020,453714,4431283,0.952865835866067,"2020-07-01",1104,,0,5,"",31
