Page,Date,Species,Plot,Tag,Stms,Fl_straight,Fl_curled,Fl_done,Q,Note
117,8/14/20,Campanula rotundifolia,1,1504,,0,0,1,,
117,8/14/20,Campanula rotundifolia,1,1533,,0,0,0,,no plant
117,8/14/20,Campanula rotundifolia,1,1548,,0,0,1,,
117,8/14/20,Campanula rotundifolia,1,1565,,0,0,2,,loose tag reattached
117,8/14/20,Campanula rotundifolia,1,1667,,0,0,2,,
117,8/14/20,Campanula rotundifolia,1,1724,,0,0,2,,
117,8/14/20,Campanula rotundifolia,1,1837,,0,0,1,,
117,8/14/20,Campanula rotundifolia,1,1854,,0,0,1,,dropped
117,8/14/20,Campanula rotundifolia,2,1513,,0,0,6,,
117,8/14/20,Campanula rotundifolia,2,1669,,,,,,
117,8/14/20,Campanula rotundifolia,2,1727,,0,0,1,,
117,8/14/20,Campanula rotundifolia,3,1541,,0,0,3,,
117,8/14/20,Campanula rotundifolia,3,1596,,0,0,1,,
117,8/14/20,Campanula rotundifolia,3,1607,,0,0,1,x,prev. was missed; is 001; improve
117,8/14/20,Campanula rotundifolia,3,1690,,,,,,unattached and collected
117,8/14/20,Campanula rotundifolia,3,1691,,1,1,1,,reattached nearby (u) tag
117,8/14/20,Campanula rotundifolia,3,1692,,0,0,3,,
117,8/14/20,Campanula rotundifolia,3,1694,,,,,,no plant; collected
117,8/14/20,Campanula rotundifolia,3,1695,,,,,,uprooted; collected
117,8/14/20,Campanula rotundifolia,3,1698,,0,0,7,,1pv
117,8/14/20,Campanula rotundifolia,3,1716,,0,0,1,,
117,8/14/20,Campanula rotundifolia,3,1823,,0,0,1,,
117,8/14/20,Campanula rotundifolia,3,1830,,,,,,uprooted and collected
117,8/14/20,Campanula rotundifolia,3,1852,,0,0,1,,
117,8/14/20,Campanula rotundifolia,5,1605,,0,0,4,,
117,8/14/20,Campanula rotundifolia,5,1680,,0,0,1,,
117,8/14/20,Campanula rotundifolia,5,1684,,0,0,1,,
117,8/14/20,Campanula rotundifolia,5,1738,,0,0,0,,
117,8/14/20,Campanula rotundifolia,5,1758,,0,0,1,,
117,8/14/20,Campanula rotundifolia,5,1789,,0,0,1,,
118,8/14/20,Campanula rotundifolia,5,1871,,,,,,
118,8/14/20,Campanula rotundifolia,6,1515,,0,0,1,,
118,8/14/20,Campanula rotundifolia,6,1526,,,,,,
118,8/14/20,Campanula rotundifolia,6,1563,,0,0,1,,pv
118,8/14/20,Campanula rotundifolia,8,1639,,0,0,1,,
118,8/14/20,Campanula rotundifolia,9,1658,3,0,0,18,x,check prev; 1 done on old potentially uncounted stem
118,8/14/20,Campanula rotundifolia,9,1783,,0,0,1,,
118,8/14/20,Campanula rotundifolia,11,1836,,,,,,gone
118,8/14/20,Campanula rotundifolia,13,1699,,0,0,2,,
118,8/14/20,Campanula rotundifolia,16,1663,,0,0,1,,
118,8/14/20,Campanula rotundifolia,16,1774,,0,0,1,,
118,8/14/20,Campanula rotundifolia,17,1594,,0,0,4,,
118,8/14/20,Campanula rotundifolia,18,1566,,,,,,
118,8/14/20,Campanula rotundifolia,18,1652,,,,,,
118,8/14/20,Campanula rotundifolia,18,1655,,1,0,9,,
118,8/14/20,Campanula rotundifolia,18,1665,,0,0,1,,
118,8/14/20,Campanula rotundifolia,18,1673,,0,0,8,,pv
118,8/14/20,Campanula rotundifolia,18,1697,,0,0,2,,
118,8/14/20,Campanula rotundifolia,18,1703,,0,0,1,,1 stem grazed
118,8/14/20,Campanula rotundifolia,18,1725,,0,0,2,,
118,8/14/20,Campanula rotundifolia,18,1808,,0,0,1,,
118,8/14/20,Campanula rotundifolia,19,1657,,0,0,6,,
118,8/14/20,Campanula rotundifolia,20,1772,,0,0,1,,
118,8/14/20,Campanula rotundifolia,20,1797,,0,0,1,,
118,8/14/20,Campanula rotundifolia,20,1800,,0,0,1,,
118,8/14/20,Campanula rotundifolia,21,1845,,0,0,2,,
118,8/14/20,Campanula rotundifolia,21,1862,,,,,,can't find
118,8/14/20,Campanula rotundifolia,22,1608,,0,0,2,,
118,8/14/20,Campanula rotundifolia,22,1643,,0,0,2,,
118,8/14/20,Campanula rotundifolia,22,1721,,0,0,1,,
118,8/14/20,Campanula rotundifolia,22,1752,,0,0,1,,
119,8/14/20,Campanula rotundifolia,22,1753,,0,0,1,,
119,8/14/20,Campanula rotundifolia,22,1784,,0,0,6,,
119,8/14/20,Campanula rotundifolia,22,1814,,0,0,1,,
119,8/14/20,Campanula rotundifolia,22,1843,,0,0,1,,is not neighbor
119,8/14/20,Campanula rotundifolia,23,1709,,0,0,1,,
119,8/14/20,Campanula rotundifolia,23,1759,,0,0,1,,
119,8/14/20,Campanula rotundifolia,23,1773,,0,0,1,,
119,8/14/20,Campanula rotundifolia,27,1744,,0,0,0,,
119,8/14/20,Campanula rotundifolia,27,1785,,0,0,2,,
119,8/14/20,Campanula rotundifolia,27,1840,,0,0,1,,
119,8/14/20,Campanula rotundifolia,28,1867,,0,0,2,,OUTSIDE SW
119,8/14/20,Campanula rotundifolia,29,1750,,0,0,2,,
119,8/14/20,Campanula rotundifolia,31,1502,1,0,0,2,,
119,8/14/20,Campanula rotundifolia,31,1507,,0,0,2,,
119,8/14/20,Campanula rotundifolia,31,1530,,0,0,5,,
119,8/14/20,Campanula rotundifolia,31,1564,,0,0,3,,
119,8/14/20,Campanula rotundifolia,32,1546,,,,,,
119,8/14/20,Campanula rotundifolia,32,1554,,0,0,0,x,grazed; was previously grazed too?
119,8/14/20,Campanula rotundifolia,32,1595,,0,0,2,,
119,8/14/20,Campanula rotundifolia,32,1614,,,,,,
119,8/14/20,Campanula rotundifolia,32,1618,,1,0,17,,
119,8/14/20,Campanula rotundifolia,32,1627,2,0,0,2,,
119,8/14/20,Campanula rotundifolia,32,1635,,,,,,
119,8/14/20,Campanula rotundifolia,32,1676,,0,0,4,,
119,8/14/20,Campanula rotundifolia,32,1696,,0,0,4,,
119,8/14/20,Campanula rotundifolia,32,1712,,0,0,1,,
119,8/14/20,Campanula rotundifolia,32,1731,,,,,,
119,8/14/20,Campanula rotundifolia,32,1764,,0,0,2,,
119,8/14/20,Campanula rotundifolia,32,1768,,0,0,2,,
119,8/14/20,Campanula rotundifolia,32,1778,,0,0,1,,
119,8/14/20,Campanula rotundifolia,32,1801,,0,0,1,,
120,8/14/20,Campanula rotundifolia,32,1802,,0,0,1,,
120,8/14/20,Campanula rotundifolia,32,1803,,0,0,2,,
120,8/14/20,Campanula rotundifolia,32,1804,,0,0,1,,
120,8/14/20,Campanula rotundifolia,32,1812,,0,0,1,,
120,8/14/20,Campanula rotundifolia,32,1817,,0,0,1,,
120,8/14/20,Campanula rotundifolia,32,1828,,0,0,1,,
120,8/14/20,Campanula rotundifolia,32,1855,,0,0,2,,
120,8/14/20,Campanula rotundifolia,32,1878,,0,0,1,,pv
120,8/14/20,Campanula rotundifolia,32,1893,,,,,,unattached and collected
120,8/14/20,Campanula rotundifolia,33,1503,,,,,,
120,8/14/20,Campanula rotundifolia,33,1518,,0,0,0,,grazed
120,8/14/20,Campanula rotundifolia,33,1521,,0,0,5,,grazed
120,8/14/20,Campanula rotundifolia,33,1528,,0,0,1,,is 1555; merge
120,8/14/20,Campanula rotundifolia,33,1529,,0,0,2,,grazed
120,8/14/20,Campanula rotundifolia,33,1540,,0,0,4,,
120,8/14/20,Campanula rotundifolia,33,1547,,0,0,3,,1 stem snapped; rem is 1001
120,8/14/20,Campanula rotundifolia,33,1550,,0,0,3,,
120,8/14/20,Campanula rotundifolia,33,1555,1,0,0,1,x,not new; prev missed; improve
120,8/14/20,Campanula rotundifolia,33,1558,,0,0,5,,
120,8/14/20,Campanula rotundifolia,33,1578,,0,0,0,,grazed (prev grazed too)
120,8/14/20,Campanula rotundifolia,33,1593,,0,0,2,,
120,8/14/20,Campanula rotundifolia,33,1616,,0,0,1,,
120,8/14/20,Campanula rotundifolia,33,1634,,0,0,9,,
120,8/14/20,Campanula rotundifolia,33,1640,,0,0,0,,grazed
120,8/14/20,Campanula rotundifolia,33,1641,,0,0,2,,
120,8/14/20,Campanula rotundifolia,33,1702,,0,0,1,,
120,8/14/20,Campanula rotundifolia,33,1704,,0,0,10,,
120,8/14/20,Campanula rotundifolia,33,1719,,0,0,3,,stem snapped remainng is 1001
120,8/14/20,Campanula rotundifolia,33,1788,,0,0,1,,stem broke off
120,8/14/20,Campanula rotundifolia,33,1842,,0,0,2,,
120,8/14/20,Campanula rotundifolia,33,1847,,0,0,1,,
121,8/14/20,Campanula rotundifolia,33,1850,,0,0,1,,
121,8/14/20,Campanula rotundifolia,34,1723,,0,0,2,,
121,8/14/20,Campanula rotundifolia,41,1745,,0,0,2,,
121,8/14/20,Campanula rotundifolia,42,1726,,0,0,1,,
121,8/14/20,Campanula rotundifolia,42,1748,,0,0,1,,
121,8/14/20,Campanula rotundifolia,42,1754,,0,0,2,,
121,8/14/20,Campanula rotundifolia,42,1769,,0,0,1,,
121,8/14/20,Campanula rotundifolia,42,1770,,,,,,
121,8/14/20,Campanula rotundifolia,42,1777,,0,0,2,,
121,8/14/20,Campanula rotundifolia,42,1816,,0,0,1,,
121,8/14/20,Campanula rotundifolia,42,1827,,0,0,0,,
121,8/14/20,Campanula rotundifolia,43,1713,,0,0,0,,
121,8/14/20,Campanula rotundifolia,43,1743,,0,0,2,,
121,8/14/20,Campanula rotundifolia,43,1761,2,0,0,4,x,not sure if new; check
121,8/14/20,Campanula rotundifolia,43,1762,,0,0,2,,
121,8/14/20,Campanula rotundifolia,44,1604,,0,0,3,,
121,8/14/20,Campanula rotundifolia,45,1531,,0,0,0,,grazed
121,8/14/20,Campanula rotundifolia,45,1571,,0,0,2,,
121,8/14/20,Campanula rotundifolia,45,1592,,0,0,16,,
121,8/14/20,Campanula rotundifolia,45,1600,,0,0,0,,
121,8/14/20,Campanula rotundifolia,45,1601,,0,0,3,,
121,8/14/20,Campanula rotundifolia,45,1606,,0,0,3,,
121,8/14/20,Campanula rotundifolia,45,1624,,0,0,5,,
121,8/14/20,Campanula rotundifolia,45,1760,,0,0,1,,
121,8/14/20,Campanula rotundifolia,45,1874,,0,0,1,,
121,8/14/20,Campanula rotundifolia,46,1586,,0,0,7,,
121,8/14/20,Campanula rotundifolia,46,1636,,0,0,0,,
121,8/14/20,Campanula rotundifolia,47,1514,,0,0,1,,
121,8/14/20,Campanula rotundifolia,47,1577,,0,0,0,,
121,8/14/20,Campanula rotundifolia,47,1645,,,,,,
121,8/14/20,Campanula rotundifolia,47,1711,,0,0,0,,
122,8/14/20,Campanula rotundifolia,47,1720,,0,0,1,,
122,8/14/20,Campanula rotundifolia,47,1728,,0,0,1,,
122,8/14/20,Campanula rotundifolia,47,1749,,0,0,0,,grazed
122,8/14/20,Campanula rotundifolia,47,1755,,,,,,
122,8/14/20,Campanula rotundifolia,47,1756,,0,0,1,,
122,8/14/20,Campanula rotundifolia,47,1763,,0,0,1,,
122,8/14/20,Campanula rotundifolia,47,1765,,0,0,1,,
122,8/14/20,Campanula rotundifolia,47,1766,,0,0,1,,
122,8/14/20,Campanula rotundifolia,47,1782,,,,,,
122,8/14/20,Campanula rotundifolia,47,1787,,0,0,1,,
122,8/14/20,Campanula rotundifolia,47,1795,,0,0,1,,
122,8/14/20,Campanula rotundifolia,48,1535,,,,,,
122,8/14/20,Campanula rotundifolia,49,1551,,0,0,15,,1 stem broke off with 4 fruit
122,8/14/20,Campanula rotundifolia,49,1621,,0,0,4,,
122,8/14/20,Campanula rotundifolia,50,1581,,,,,,
122,8/14/20,Campanula rotundifolia,50,1585,,0,0,6,,
122,8/14/20,Campanula rotundifolia,50,1615,,0,0,3,,
122,8/14/20,Campanula rotundifolia,50,1628,,0,0,5,,
122,8/14/20,Campanula rotundifolia,50,1647,,,,,,
122,8/14/20,Campanula rotundifolia,50,1757,,0,0,6,,
122,8/14/20,Campanula rotundifolia,50,1771,2,1,0,2,,flw is far (west)
122,8/14/20,Campanula rotundifolia,50,1811,,0,0,0,,grazed
122,8/14/20,Campanula rotundifolia,53,1524,,0,0,5,,new done is new
122,8/14/20,Campanula rotundifolia,53,1542,,0,0,4,,
122,8/14/20,Campanula rotundifolia,53,1584,,0,0,3,,
122,8/14/20,Campanula rotundifolia,53,1648,,0,0,2,,
122,8/14/20,Campanula rotundifolia,53,1664,,0,0,2,,
122,8/14/20,Campanula rotundifolia,53,1706,,0,0,1,,
122,8/14/20,Campanula rotundifolia,53,1708,,0,0,1,,
122,8/14/20,Campanula rotundifolia,53,1733,,0,0,2,,
122,8/14/20,Campanula rotundifolia,53,1739,,0,0,2,,
123,8/14/20,Campanula rotundifolia,53,1740,,0,0,2,,
123,8/14/20,Campanula rotundifolia,53,1747,,,,,,loose and collected outside plot
123,8/14/20,Campanula rotundifolia,53,1846,,0,0,1,,
123,8/14/20,Campanula rotundifolia,53,1851,,0,0,1,,
123,8/14/20,Campanula rotundifolia,53,1863,,0,0,2,,
123,8/14/20,Campanula rotundifolia,61,1662,,0,0,1,,OUTSIDE NW
123,8/14/20,Campanula rotundifolia,63,1786,,,,,,sw is 1001; can't find
123,8/14/20,Campanula rotundifolia,64,1674,,0,6,0,x,[060 looks very wrong; improve]
123,8/14/20,Campanula rotundifolia,67,1829,,0,1,0,x,is this correct? Check and maybe improve
123,8/14/20,Campanula rotundifolia,68,1622,,0,0,1,,
123,8/14/20,Campanula rotundifolia,68,1670,,0,0,2,,
123,8/14/20,Campanula rotundifolia,69,1877,,0,0,1,,
123,8/14/20,Campanula rotundifolia,71,1512,,0,0,5,,not sure why seed count is lower
123,8/14/20,Campanula rotundifolia,71,1520,,0,0,13,,
123,8/14/20,Campanula rotundifolia,71,1557,,0,0,2,,unattached brown stem
123,8/14/20,Campanula rotundifolia,71,1567,,0,0,7,,
123,8/14/20,Campanula rotundifolia,71,1580,,,,,,is 1579; improve
123,8/14/20,Campanula rotundifolia,71,1831,,0,0,1,,
123,8/14/20,Campanula rotundifolia,74,1619,,0,0,0,,
123,8/14/20,Campanula rotundifolia,74,1638,,0,0,0,,
123,8/14/20,Campanula rotundifolia,75,1632,3,0,0,4,,pv
123,8/14/20,Campanula rotundifolia,76,1609,,,,,,gone and corrected
123,8/14/20,Campanula rotundifolia,77,1666,,0,0,2,,
123,8/14/20,Campanula rotundifolia,77,1775,,0,0,1,,
123,8/14/20,Campanula rotundifolia,78,1603,,0,0,3,,
123,8/14/20,Campanula rotundifolia,78,1671,,0,0,1,,grazed
123,8/14/20,Campanula rotundifolia,78,1710,,0,0,0,,grazed
123,8/14/20,Campanula rotundifolia,78,1898,,0,0,0,,grazed
123,8/14/20,Campanula rotundifolia,81,1767,,,,,,can't find
123,8/14/20,Campanula rotundifolia,81,1799,,0,0,0,,gone; collected
123,8/14/20,Campanula rotundifolia,81,1813,,,,,,found loose outside and collected
124,8/14/20,Campanula rotundifolia,81,1815,,0,0,0,,grazed
124,8/14/20,Campanula rotundifolia,81,1838,,0,0,0,,grazed
124,8/14/20,Campanula rotundifolia,81,1865,,0,0,0,,grazed
124,8/14/20,Campanula rotundifolia,81,1875,,0,0,3,,
124,8/14/20,Campanula rotundifolia,82,1568,,0,0,0,,grazed
124,8/14/20,Campanula rotundifolia,82,1780,,0,0,0,,grazed
124,8/14/20,Campanula rotundifolia,83,1729,,0,0,2,,
124,8/14/20,Campanula rotundifolia,83,1742,,0,0,1,,
124,8/14/20,Campanula rotundifolia,83,1746,,0,0,2,,
124,8/14/20,Campanula rotundifolia,83,1806,,0,0,1,,
124,8/14/20,Campanula rotundifolia,83,1809,,0,0,1,,
124,8/14/20,Campanula rotundifolia,83,1821,,0,0,2,,
124,8/14/20,Campanula rotundifolia,83,1834,,0,0,1,,
124,8/14/20,Campanula rotundifolia,83,1876,,0,0,1,,
124,8/14/20,Campanula rotundifolia,83,1897,,0,0,1,,
124,8/14/20,Campanula rotundifolia,85,1675,,0,0,0,,grazed
124,8/14/20,Campanula rotundifolia,85,1779,,0,0,2,,
124,8/14/20,Campanula rotundifolia,85,1810,,0,0,0,,grazed
124,8/14/20,Campanula rotundifolia,85,1869,,0,0,1,,
124,8/14/20,Campanula rotundifolia,86,1625,,0,0,0,,grazed
124,8/14/20,Campanula rotundifolia,86,1683,,0,0,3,,
124,8/14/20,Campanula rotundifolia,87,1792,,1,0,3,,
124,8/14/20,Campanula rotundifolia,88,1715,,0,0,2,,
