Page,Date,Species,Plot,Tag,Racemes,Infl_spread,Infl_done,Twist.ties,Q,Note
13,6/21/20,Thermopsis divaricarpa,1,1239,NA,NA,NA,,,
13,6/21/20,Thermopsis divaricarpa,2,1007,NA,3,0,,,
13,6/21/20,Thermopsis divaricarpa,2,1009,NA,3,0,,,
13,6/21/20,Thermopsis divaricarpa,2,1054,NA,2,1,,,is 1014 tag collected
13,6/21/20,Thermopsis divaricarpa,2,1213,NA,NA,NA,,,
13,6/21/20,Thermopsis divaricarpa,6,1001,2,3,2,,,2 rac
13,6/21/20,Thermopsis divaricarpa,10,1233,NA,NA,NA,,,
13,6/21/20,Thermopsis divaricarpa,12,1048,NA,NA,NA,,,can't find
13,6/21/20,Thermopsis divaricarpa,12,1146,NA,NA,NA,,,
13,6/21/20,Thermopsis divaricarpa,14,1070,NA,0,6,whdone,,
13,6/21/20,Thermopsis divaricarpa,14,1077,NA,6,7,,,
13,6/21/20,Thermopsis divaricarpa,14,1081,NA,1,5,,,
13,6/21/20,Thermopsis divaricarpa,14,1120,NA,5,5,,,broke and counted 1 done
13,6/21/20,Thermopsis divaricarpa,14,1160,NA,0,6,,,
13,6/21/20,Thermopsis divaricarpa,14,1174,NA,6,2,whdone,,
13,6/21/20,Thermopsis divaricarpa,14,1212,NA,5,0,whop,,
13,6/21/20,Thermopsis divaricarpa,14,1218,NA,2,2,,,
13,6/21/20,Thermopsis divaricarpa,14,1219,3,5,4,,,3 rac counted;
13,6/21/20,Thermopsis divaricarpa,22,1043,NA,0,0,,,1 dud
13,6/21/20,Thermopsis divaricarpa,22,1065,NA,2,0,,,
13,6/21/20,Thermopsis divaricarpa,22,1077,NA,NA,NA,,,is 1071? Ca't find; likely is
13,6/21/20,Thermopsis divaricarpa,25,1075,NA,0,1,,,
13,6/21/20,Thermopsis divaricarpa,25,1081,NA,NA,NA,,,can't find; 1050 is dud
13,6/21/20,Thermopsis divaricarpa,25,1105,NA,NA,NA,,,grazed
13,6/21/20,Thermopsis divaricarpa,25,1106,NA,3,2,whdone,,
13,6/21/20,Thermopsis divaricarpa,25,1113,NA,3,0,,,
13,6/21/20,Thermopsis divaricarpa,25,1116,NA,0,0,,,1 lost?
13,6/21/20,Thermopsis divaricarpa,26,1173,NA,0,5,,,
13,6/21/20,Thermopsis divaricarpa,27,1061,NA,4,0,,,spider
13,6/21/20,Thermopsis divaricarpa,27,1092,2,4,0,wh3,x,others yv
14,6/21/20,Thermopsis divaricarpa,31,1094,NA,8,0,whop,,is 1099
14,6/21/20,Thermopsis divaricarpa,31,1099,NA,,,,,is 1094
14,6/21/20,Thermopsis divaricarpa,31,1101,NA,5,1,wh2,,
14,6/21/20,Thermopsis divaricarpa,31,1107,NA,4,0,,,
14,6/21/20,Thermopsis divaricarpa,31,1238,NA,NA,NA,,x,[missing]
14,6/21/20,Thermopsis divaricarpa,33,1059,NA,4,1,wh2,,
14,6/21/20,Thermopsis divaricarpa,44,1154,NA,3,1,,,[tt missing]
14,6/21/20,Thermopsis divaricarpa,46,1029,NA,1,4,wh3,,
14,6/21/20,Thermopsis divaricarpa,46,1087,NA,14,1,wh2,,
14,6/21/20,Thermopsis divaricarpa,46,1115,NA,0,4,,,tt fell; broke off seeds 2 and 3
14,6/21/20,Thermopsis divaricarpa,46,1224,NA,1,6,,,
14,6/21/20,Thermopsis divaricarpa,47,1012,NA,NA,NA,,,bad old records
14,6/21/20,Thermopsis divaricarpa,47,1031,NA,NA,NA,,,bad old records
14,6/21/20,Thermopsis divaricarpa,47,1036,NA,NA,NA,,,bad old records
14,6/21/20,Thermopsis divaricarpa,47,1068,NA,NA,NA,,,bad old records
14,6/21/20,Thermopsis divaricarpa,47,1083,NA,NA,NA,,,bad old records
14,6/21/20,Thermopsis divaricarpa,47,1085,NA,NA,NA,,,bad old records
14,6/21/20,Thermopsis divaricarpa,47,1090,NA,NA,NA,,,bad old records
14,6/21/20,Thermopsis divaricarpa,47,1095,NA,NA,NA,,,bad old records
14,6/21/20,Thermopsis divaricarpa,47,1102,NA,NA,NA,,,bad old records
14,6/21/20,Thermopsis divaricarpa,47,1117,NA,NA,NA,,,bad old records
14,6/21/20,Thermopsis divaricarpa,47,1156,4,2,0,,,
14,6/21/20,Thermopsis divaricarpa,47,1229,NA,NA,NA,,,
14,6/21/20,Thermopsis divaricarpa,48,1012,NA,28,22,,,broke one spreading off
14,6/21/20,Thermopsis divaricarpa,48,1031,NA,0,11,,,
14,6/21/20,Thermopsis divaricarpa,48,1036,NA,6,14,,,
14,6/21/20,Thermopsis divaricarpa,48,1056,NA,NA,NA,,,can't find
14,6/21/20,Thermopsis divaricarpa,48,1068,NA,0,5,,,
14,6/21/20,Thermopsis divaricarpa,48,1069,NA,0,7,,,
14,6/21/20,Thermopsis divaricarpa,48,1083,NA,1,13,,,
14,6/21/20,Thermopsis divaricarpa,48,1085,NA,2,8,,,
15,6/21/20,Thermopsis divaricarpa,48,1090,NA,0,7,whdone,,
15,6/21/20,Thermopsis divaricarpa,48,1095,NA,0,2,whdone,,
15,6/21/20,Thermopsis divaricarpa,48,1098,NA,NA,NA,,,can't find
15,6/21/20,Thermopsis divaricarpa,48,1102,NA,0,3,,,
15,6/21/20,Thermopsis divaricarpa,48,1117,NA,NA,NA,,,grazed
15,6/21/20,Thermopsis divaricarpa,48,1177,NA,1,0,,,1 aborted
15,6/21/20,Thermopsis divaricarpa,48,1178,NA,0,7,,,
15,6/21/20,Thermopsis divaricarpa,48,1180,NA,0,2,,,
15,6/21/20,Thermopsis divaricarpa,48,1181,NA,NA,NA,,,can't find
15,6/21/20,Thermopsis divaricarpa,48,1182,NA,4,8,,,
15,6/21/20,Thermopsis divaricarpa,48,1183,1,0,2,,x,1 rac
15,6/21/20,Thermopsis divaricarpa,48,1184,NA,1,6,,,
15,6/21/20,Thermopsis divaricarpa,48,1189,NA,1,0,,,
15,6/21/20,Thermopsis divaricarpa,48,1229,2,1,13,,,
15,6/21/20,Thermopsis divaricarpa,48,1231,NA,0,5,,,
15,6/21/20,Thermopsis divaricarpa,49,1104,NA,3,3,,,
15,6/21/20,Thermopsis divaricarpa,49,1121,NA,2,12,,,
15,6/21/20,Thermopsis divaricarpa,49,1161,NA,0,6,,,
15,6/21/20,Thermopsis divaricarpa,49,1171,NA,4,1,whdone,,
15,6/21/20,Thermopsis divaricarpa,49,1215,NA,9,0,whop,,Bomb.
15,6/21/20,Thermopsis divaricarpa,49,1221,2,3,1,wh2,,
15,6/21/20,Thermopsis divaricarpa,49,1228,1,0,5,,x,check - 1 rac?; is 1270?
15,6/21/20,Thermopsis divaricarpa,49,1232,NA,0,6,,,1 counted lost pod
15,6/21/20,Thermopsis divaricarpa,49,1234,NA,0,1,,,
15,6/21/20,Thermopsis divaricarpa,49,1236,NA,0,1,,,
15,6/21/20,Thermopsis divaricarpa,49,1241,2,7,9,whdone,,Bomb
15,6/21/20,Thermopsis divaricarpa,49,1243,NA,NA,NA,,,can't find
15,6/21/20,Thermopsis divaricarpa,49,1245,NA,0,4,,,
15,6/21/20,Thermopsis divaricarpa,50,1028,NA,5,3,,,2 broken counted
15,6/21/20,Thermopsis divaricarpa,50,1155,NA,0,0,,x,yv done? Check records
15,6/21/20,Thermopsis divaricarpa,50,1167,NA,6,1,,,
16,6/21/20,Thermopsis divaricarpa,50,1169,NA,4,0,,,bee (pic)
16,6/21/20,Thermopsis divaricarpa,50,1186,NA,0,1,,,new buds?
16,6/21/20,Thermopsis divaricarpa,50,1187,NA,2,1,whdone,,ants
16,6/21/20,Thermopsis divaricarpa,50,1225,NA,4,1,whdone,,
16,6/21/20,Thermopsis divaricarpa,51,1226,NA,2,1,,,
16,6/21/20,Thermopsis divaricarpa,51,1230,NA,6,0,,,
16,6/21/20,Thermopsis divaricarpa,51,1237,4,6,3,,,
16,6/21/20,Thermopsis divaricarpa,62,1214,2,2,1,,,
16,6/21/20,Thermopsis divaricarpa,62,1216,2,6,0,,,
16,6/21/20,Thermopsis divaricarpa,62,1222,NA,1,0,,,1 aborted
16,6/21/20,Thermopsis divaricarpa,62,1244,NA,3,0,wh3,,
16,6/21/20,Thermopsis divaricarpa,68,1175,NA,4,1,wh3,,4 is small shriv; recheck
