Date,Plot,Tag,Fl_Stems,Fl_Open,Fl_Done,Toothpick,Q,Page,Note
7/15/21,2,1160,1,0,1,x,,38,
7/15/21,2,1291,2,0,6,wg,,38,
7/15/21,8,1205,2,0,6,,,38,
7/15/21,8,1288,1,0,9,gg,,38,
7/15/21,9,1049,2,0,18,w,,38,
7/15/21,9,1218,1,1,4,y,,38,
7/15/21,9,1316,1,0,10,,,38,
7/15/21,10,1217,2,0,12,,,38,
7/15/21,20,1196,1,0,1,,,38,
7/15/21,21,1172,2,0,6,w,,38,
7/15/21,24,1192,1,0,1,b,,38,
7/15/21,25,1083,2,6,2,yw,,38,
7/15/21,38,1224,1,0,9,bo,,39,
7/15/21,57,1251,1,0,5,y,,39,
7/15/21,58,1188,1,0,4,w,,39,
7/15/21,60,1178,1,0,1,wg,,39,
7/15/21,60,1215,1,1,0,www,,39,
7/15/21,60,1249,1,0,6,yg,,39,
7/15/21,60,1274,1,0,4,wo,,39,
7/15/21,62,1068,1,0,3,wry,,39,
7/15/21,62,1070,1,0,11,ggg,,39,
7/15/21,62,1150,2,0,10,,,40,
7/15/21,62,1220,4,0,26,yo,,40,
7/15/21,66,1269,1,0,8,b,,40,uncounted dud
7/15/21,66,1306,1,0,1,y,,40,
7/15/21,70,1095,1,3,4,w,,40,
7/15/21,70,1248,1,0,10,wr,,40,puny fruit
7/15/21,71,1019,2,0,10,y,,40,
7/15/21,73,1067,1,0,9,wr,,40,
7/15/21,73,1069,1,0,2,yg,,40,
7/15/21,74,1073,1,0,8,oo,,41,
7/15/21,74,1088,1,0,8,wwb,,41,
7/15/21,74,1131,2,0,11,,,41,
7/15/21,74,1240,1,0,7,r,,41,
7/15/21,75,1079,1,0,11,b,,41,
7/15/21,75,1174,1,0,2,r,,41,stem broken
7/15/21,76,1010,1,0,4,rr,,41,
7/15/21,76,1013,1,0,6,b,,41,
7/15/21,76,1125,1,0,2,oo,,41,
7/15/21,76,1206,2,0,8,w,,41,
