Date,Plot,Tag,Fl_Stems,Fl_Open,Fl_Done,Toothpick,Q,Page,Note
7/5/21,62,1126,1,0,4,,,30,
7/5/21,62,1150,2,1,16,,,30,
7/5/21,62,1151,1,0,5,,,30,
7/5/21,62,1166,1,0,4,wrb,,30,counted an empty calyx
7/5/21,62,1194,3,0,22,wgr,,30,
7/5/21,62,1220,4,1,24,yo,,30,counted an empty calyx
7/5/21,62,1260,0,0,0,wo,,30,grazed
7/5/21,62,1276,2,0,12,wry,,30,
7/5/21,62,1315,1,0,10,b,,30,
7/5/21,66,1269,1,2,6,b,,30,
7/5/21,66,1306,1,1,1,y,,30,
7/5/21,70,1032,1,0,5,y,,30,counted an empty calyx
7/5/21,70,1095,0,0,0,w,,30,yv
7/5/21,70,1248,1,1,9,wr,,30,
7/5/21,71,1005,1,0,2,wro,,30,
7/5/21,71,1016,1,0,4,bo,,30,
7/5/21,71,1019,2,2,8,y,,30,
7/5/21,71,1041,2,0,5,yr,,30,
7/5/21,71,1050,2,0,4,wggr,,30,
7/5/21,71,1052,1,0,6,r,,30,
7/5/21,71,1078,1,0,4,rro,,30,
7/5/21,71,1106,2,0,12,yy,,30,
7/5/21,71,1289,1,0,4,ygg,,30,
7/5/21,71,1308,1,0,7,oy,,30,
7/5/21,73,1039,1,0,5,ygo,,30,
7/5/21,73,1067,1,0,9,wr,,30,
7/5/21,73,1069,1,1,0,yg,,30,
7/5/21,73,1103,3,0,19,or,,30,
7/5/21,73,1108,1,0,4,y,,31,
7/5/21,74,1007,1,0,9,yyy,,31,
7/5/21,74,1009,2,0,11,x,,31,
7/5/21,74,1021,1,0,5,wb,,31,
7/5/21,74,1033,1,0,3,y,,31,
7/5/21,74,1043,1,0,8,wy,,31,
7/5/21,74,1046,5,0,33,bb,,31,
7/5/21,74,1054,1,0,8,,,31,
7/5/21,74,1055,1,0,6,w,,31,
7/5/21,74,1056,1,0,6,ry,,31,
7/5/21,74,1058,,,,wg,,31,
7/5/21,74,1071,2,0,15,by,,31,counted an empty calyx
7/5/21,74,1073,1,5,3,oo,,31,
7/5/21,74,1088,1,1,7,wwb,,31,
7/5/21,74,1113,1,0,4,bo,q/i,31,confused w/ 1227 in prev record
7/5/21,74,1122,1,0,10,,,31,
7/5/21,74,1129,1,0,5,bwo,c,31,check tp date; could be 1046?
7/5/21,74,1131,2,1,13,,,31,
7/5/21,74,1170,1,0,5,x,,31,
7/5/21,74,1200,1,0,6,wwg,,31,
7/5/21,74,1214,1,0,7,rrr,,31,
7/5/21,74,1227,1,0,2,,,31,
7/5/21,74,1229,1,0,1,gy,,31,
7/5/21,74,1233,4,0,19,www,,31,
7/5/21,74,1240,1,2,0,r,,31,
7/5/21,74,1281,,,,x,,31,
7/5/21,74,1297,2,0,15,ww,q,31,second stem (1;0;2) is probably 1056…
7/5/21,75,1079,1,5,6,b,,31,
7/5/21,75,1174,1,2,0,r,c/i,31,check prev; these don't look done…
7/5/21,76,1010,1,2,2,rr,,32,
7/5/21,76,1013,1,1,8,b,,32,
7/5/21,76,1077,1,0,1,bo,,32,
7/5/21,76,1094,1,0,2,ww,,32,
7/5/21,76,1119,1,0,3,rg,,32,
7/5/21,76,1125,1,2,0,oo,,32,
7/5/21,76,1206,2,3,5,w,,32,spider
7/5/21,76,1284,1,0,3,wb,,32,
7/5/21,79,1283,1,0,3,bo,,32,
