Date,Plot,Tag,Fl_Stems,Fl_Open,Fl_Done,Toothpick,Q,Page,Note
6/28/21,2,1011,0,0,0,r,,12,yv
6/28/21,2,1160,0,0,0,x,,12,yv
6/28/21,4,1186,1,1,0,w,,12,
6/28/21,5,1159,2,5,0,wb,,12,
6/28/21,6,1128,1,0,3,,,12,
6/28/21,6,1138,1,3,0,w,,12,
6/28/21,6,1149,0,0,0,gw,,12,yv
6/28/21,6,1152,1,7,4,,,12,yv
6/28/21,6,1165,1,0,2,ww,,12,
6/28/21,6,1211,1,0,4,,,12,
6/28/21,6,1300,1,5,0,r,,12,
6/28/21,7,1136,1,4,0,,,12,
6/28/21,7,1144,1,5,1,,,12,
6/28/21,7,1198,1,2,0,yw,,12,
6/28/21,7,1210,1,1,0,,,12,
6/28/21,8,1139,1,0,2,,,12,
6/28/21,8,1143,1,0,2,,,12,
6/28/21,8,1153,1,5,0,o,,12,
6/28/21,8,1157,1,0,1,,,12,
6/28/21,8,1168,1,1,0,b,,12,
6/28/21,8,1201,1,1,0,gg,,12,yv
6/28/21,8,1205,2,5,0,,,12,
6/28/21,8,1307,1,0,2,wro,i,12,
6/28/21,8,1313,1,0,2,,,12,
6/28/21,9,1049,1,6,0,w,,12,yv
6/28/21,9,1218,0,0,0,y,,12,yv
6/28/21,9,1316,0,0,0,,,12,yv
6/28/21,10,1217,2,11,0,,,12,
6/28/21,20,1196,0,0,0,,,12,yv
6/28/21,21,1172,2,7,0,w,,12,
6/28/21,24,1192,1,2,0,b,,13,
6/28/21,27,1202,1,4,0,o,,13,
6/28/21,28,1158,1,3,0,,,13,
6/28/21,28,1286,2,9,0,w,,13,
6/28/21,34,1124,1,6,0,,,13,
6/28/21,36,1051,1,2,0,y,,13,
6/28/21,37,1082,0,0,0,b,,13,yv
6/28/21,37,1137,1,2,10,,,13,
6/28/21,37,1140,1,0,2,,,13,
6/28/21,37,1148,0,0,0,rg,,13,
6/28/21,37,1185,0,0,0,,,13,
6/28/21,37,1190,1,5,3,,,13,
6/28/21,37,1310,1,1,0,,,13,
6/28/21,37,1312,1,7,4,,,13,one done fl lost (counted) fell off
6/28/21,38,1224,1,4,0,bo,,13,
6/28/21,57,1057,1,1,0,ww,,13,
6/28/21,57,1251,0,0,0,y,,13,yv
6/28/21,58,1080,0,0,0,ww,,13,yv
6/28/21,58,1188,0,0,0,w,,13,yv
6/28/21,59,1025,0,0,0,w,,13,
6/28/21,59,1055,1,1,0,y,,13,
6/28/21,59,1142,1,2,5,ww,,13,
6/28/21,59,1145,2,5,3,b,,13,
6/28/21,59,1147,1,6,0,o,,13,
6/28/21,59,1199,1,9,0,r,,13,
6/28/21,59,1301,3,23,4,g,,13,
6/28/21,60,1100,1,1,0,go,,13,
6/28/21,60,1249,0,0,0,yg,,13,yv
6/28/21,62,1040,1,1,4,wgb,,13,
6/28/21,62,1045,1,0,2,ww,,13,
6/28/21,62,1065,1,3,0,wyr,,13,
6/28/21,62,1070,1,2,0,ggg,,14,
6/28/21,62,1084,2,6,2,www,,14,
6/28/21,62,1126,0,0,0,,i,14,yv; tp is o (possibly w)
6/28/21,62,1134,2,7,6,,,14,
6/28/21,62,1150,1,1,4,,,14,
6/28/21,62,1151,2,4,5,,,14,
6/28/21,62,1166,1,7,0,wrb,,14,
6/28/21,62,1181,1,4,0,,,14,cf other stem
6/28/21,62,1194,4,21,6,wgr,,14,counted one lost done fl (fell off)
6/28/21,62,1220,1,8,4,yo,,14,
6/28/21,62,1255,1,0,2,rr,,14,
6/28/21,62,1260,1,1,1,wo,,14,
6/28/21,62,1276,2,9,3,wry,,14,
6/28/21,62,1315,1,0,2,b,,14,
6/28/21,66,1269,0,0,0,b,,14,yv
6/28/21,66,1306,0,0,0,y,,14,yv
6/28/21,70,1032,2,4,0,y,,14,
6/28/21,70,1248,1,5,0,wr,,14,
6/28/21,71,1005,0,0,0,wro,,14,yv
6/28/21,71,1016,1,2,0,bo,,14,
6/28/21,71,1019,0,0,0,y,,14,yv
6/28/21,71,1041,2,4,1,yr,,14,
6/28/21,71,1050,2,4,9,wggr,,14,
6/28/21,71,1052,1,4,1,r,,14,
6/28/21,71,1078,1,5,0,rro,,14,
6/28/21,71,1106,2,6,2,yy,,14,yv
6/28/21,71,1289,1,4,0,ygg,,14,
6/28/21,71,1308,1,5,4,oy,,14,
6/28/21,73,1039,1,5,1,ygo,,14,
6/28/21,73,1067,1,2,0,wr,,14,
6/28/21,73,1103,3,11,8,or,,14,
