Date,Plot,Tag,Fl_Stems,Fl_Open,Fl_Done,Toothpick,Q,Page,Note
6/28/21,73,1107,1,1,3,,,15,
6/28/21,73,1108,1,3,2,y,,15,broke open flower off (counted)
6/28/21,73,1127,1,0,5,,,15,
6/28/21,73,1132,1,2,4,,,15,
6/28/21,73,1133,1,0,5,,,15,
6/28/21,73,1135,1,0,4,wb,,15,
6/28/21,73,1280,1,2,6,rr,,15,
6/28/21,74,1007,1,5,0,yyy,,15,
6/28/21,74,1009,2,11,0,x,,15,
6/28/21,74,1021,1,5,1,wb,,15,
6/28/21,74,1033,2,4,0,y,,15,
6/28/21,74,1043,1,8,0,wy,,15,
6/28/21,74,1046,5,27,4,bb,,15,
6/28/21,74,1055,1,5,0,w,,15,
6/28/21,74,1056,2,5,3,ry,,15,
6/28/21,74,1058,,,,wg,,15,cf
6/28/21,74,1071,2,13,2,by,,15,
6/28/21,74,1073,0,0,0,oo,,15,yv
6/28/21,74,1088,1,1,0,wwb,,15,
6/28/21,74,1113,1,3,0,bo,,15,
6/28/21,74,1122,1,5,5,,,15,
6/28/21,74,1129,1,6,0,bwo,q,15,check b tp date; is 1046?
6/28/21,74,1131,2,9,3,,,15,
6/28/21,74,1200,1,6,0,wwg,,15,
6/28/21,74,1223,1,5,5,rob,,15,
6/28/21,74,1227,1,3,0,,,15,
6/28/21,74,1233,4,19,1,www,,15,
6/28/21,74,1258,1,4,1,ro,,15,stem seriously kinked
6/28/21,74,1297,2,14,1,ww,,15,
6/28/21,75,1079,0,0,0,b,,15,yv
6/28/21,76,1010,0,0,0,rr,,15,yv
6/28/21,76,1013,1,6,0,b,,16,
6/28/21,76,1077,0,0,0,bo,,16,yv
6/28/21,76,1094,1,2,0,ww,,16,
6/28/21,76,1119,1,1,0,rg,,16,
6/28/21,76,1284,1,4,0,wb,,16,
6/28/21,79,1283,1,3,0,bo,,16,
