Date,Plot,Tag,Fl_Stems,Fl_Open,Fl_Done,Toothpick,Q,Page,Note
7/12/21,2,1011,1,0,1,r,,33,
7/12/21,2,1160,1,0,1,x,,33,
7/12/21,2,1291,2,0,6,wg,,33,
7/12/21,4,1186,1,0,2,w,,33,
7/12/21,6,1152,2,0,11,,,33,
7/12/21,8,1153,1,0,7,o,,33,
7/12/21,8,1205,2,0,7,,i,33,was 2 st. previously
7/12/21,8,1288,1,0,9,gg,,33,
7/12/21,9,1049,2,0,17,w,,33,
7/12/21,9,1218,1,1,7,y,,33,
7/12/21,9,1316,1,3,7,,,33,
7/12/21,10,1217,2,0,12,,i,33,second stem likely missed before (2;0;12)
7/12/21,20,1196,1,0,1,,,33,
7/12/21,21,1172,2,0,8,w,,33,
7/12/21,24,1192,1,0,2,b,,33,
7/12/21,25,1083,2,6,0,yw,,33,
7/12/21,28,1286,2,0,14,w,,33,
7/12/21,34,1124,1,0,5,,,34,
7/12/21,37,1082,1,0,1,b,,34,
7/12/21,38,1224,1,0,9,bo,,34,
7/12/21,57,1057,1,0,3,ww,,34,
7/12/21,57,1251,1,1,4,y,,34,
7/12/21,58,1188,1,0,6,w,,34,
7/12/21,59,1199,1,0,9,r,,34,
7/12/21,60,1178,1,1,0,wg,,34,
7/12/21,60,1249,1,0,6,yg,,34,
7/12/21,60,1274,1,4,0,wo,,34,
7/12/21,62,1060,1,0,8,,,35,
7/12/21,62,1068,1,0,3,wry,i,35,note should be 1060 (same as…)
7/12/21,62,1070,1,0,11,ggg,,35,
7/12/21,62,1126,1,0,4,,,35,
7/12/21,62,1150,2,0,10,,,35,
7/12/21,62,1194,3,0,20,wgr,,35,
7/12/21,62,1220,4,0,28,yo,,35,broke off 1 done
7/12/21,62,1276,2,0,10,wry,,35,incl empty calyx
7/12/21,66,1269,1,0,8,b,,35,uncounted dud
7/12/21,66,1306,1,0,1,y,,35,
7/12/21,70,1032,2,0,5,y,,35,two damaged won't fruit
7/12/21,70,1095,1,6,0,w,,35,
7/12/21,70,1248,1,0,11,wr,,35,
7/12/21,71,1016,1,0,2,bo,,35,
7/12/21,71,1019,2,0,11,y,,35,
7/12/21,71,1106,2,0,11,yy,,35,
7/12/21,73,1067,1,0,10,wr,,35,
7/12/21,73,1069,1,1,1,yg,,35,
7/12/21,73,1103,3,0,16,or,,35,
7/12/21,74,1007,1,0,9,yyy,,36,
7/12/21,74,1009,2,0,11,x,,36,
7/12/21,74,1043,1,0,8,wy,,36,
7/12/21,74,1046,5,0,27,bb,,36,grazed
7/12/21,74,1058,,,,wg,,36,
7/12/21,74,1071,2,0,15,by,,36,
7/12/21,74,1073,1,1,8,oo,,36,
7/12/21,74,1088,1,0,8,wwb,,36,
7/12/21,74,1122,1,0,10,,,36,
7/12/21,74,1131,2,0,11,,,36,
7/12/21,74,1233,4,0,18,www,,36,
7/12/21,74,1240,1,5,1,r,,36,
7/12/21,74,1281,,,,x,,36,
7/12/21,75,1079,1,0,12,b,,36,
7/12/21,75,1174,1,0,2,r,,36,
7/12/21,76,1010,1,0,4,rr,,37,grazed
7/12/21,76,1013,1,0,8,b,,37,
7/12/21,76,1077,0,0,0,bo,,37,
7/12/21,76,1119,1,0,3,rg,,37,
7/12/21,76,1125,1,0,2,oo,,37,
7/12/21,76,1206,2,0,8,w,,37,
