"Date","Plot","Tag","Fl_stems","Fl_open","Fl_done","Q","Page","Note"
,10,1633,,,,,,
,23,1707,,,,,,
,39,1778,,,,,,
,40,1852,,,,,,
,74,1714,,,,,,
