Date,Plot,Tag,Fl_Stems,Fl_Open,Fl_Done,Toothpick,Q,Page,Note
6/21/21,6,1128,1,3,0,,,5,
6/21/21,6,1152,1,4,0,,,5,
6/21/21,6,1165,1,4,0,ww,,5,tp is ww
6/21/21,6,1211,1,3,1,,,5,
6/21/21,7,1144,1,2,0,,,5,
6/21/21,7,1136,1,3,0,,,5,
6/21/21,7,1210,0,0,0,,,5,yv
6/21/21,8,1139,1,2,0,,,5,
6/21/21,8,1143,1,2,0,,,5,
6/21/21,8,1157,1,1,0,,,5,
6/21/21,8,1205,0,0,0,,,5,2yv
6/21/21,8,1307,1,2,0,wro,,5,
6/21/21,8,1313,1,1,0,,,5,
6/21/21,10,1217,1,1,0,,,5,yv
6/21/21,28,1158,0,0,0,,,5,yv
6/21/21,34,1124,0,0,0,,,5,yv
6/21/21,37,1137,1,5,5,,,5,
6/21/21,37,1140,1,11,0,,,5,
6/21/21,37,1185,1,4,0,,,5,
6/21/21,37,1190,1,2,0,,,5,
6/21/21,37,1310,1,1,0,,,5,
6/21/21,37,1312,1,5,0,,,5,
6/21/21,59,1145,2,4,0,b,,5,
6/21/21,59,1301,3,15,0,g,,5,
6/21/21,59,1147,1,3,0,o,,5,
6/21/21,59,1025,1,6,0,w,,5,
6/21/21,59,1142,2,9,0,ww,,5,
6/21/21,62,1134,2,9,0,,,5,
6/21/21,62,1150,1,4,0,,,5,
6/21/21,62,1151,2,8,2,,,5,
6/21/21,62,1181,2,6,0,wg,,6,
6/21/21,62,1220,1,7,0,yo,q,6,check tp dates
6/21/21,62,,,,,g,,6,
6/21/21,62,,,,,r,,6,
6/21/21,62,1260,0,0,0,wo,,6,yv
6/21/21,62,1040,,,,wrr,q,6,[tag in record hard to read]
6/21/21,62,1276,2,4,0,wry,,6,
6/21/21,71,1050,2,10,0,wggr,,6,
6/21/21,71,1308,1,8,0,oy,,6,
6/21/21,71,,,,,ro,,6,
6/21/21,71,1289,1,1,0,ygg,,6,
6/21/21,71,1041,1,1,0,yr,,6,
6/21/21,73,1127,1,4,1,,,6,
6/21/21,73,1132,1,4,3,,,6,
6/21/21,73,1135,1,4,0,wb,,6,
6/21/21,73,1103,2,8,1,or,,6,
6/21/21,73,1280,1,8,0,rr,,6,
6/21/21,73,,,,,wwo,,6,
6/21/21,73,1108,1,4,0,y,,6,
6/21/21,74,1122,1,7,0,,,6,
6/21/21,74,1131,1,8,0,,,6,
6/21/21,74,1046,3,10,0,bb,,6,2yv
6/21/21,74,1113,0,0,0,bo,,6,yv
6/21/21,74,1071,1,6,0,by,,6,
6/21/21,74,1223,1,7,1,rob,,6,
6/21/21,74,1056,2,5,0,ry,,6,
6/21/21,74,1055,1,3,0,w,,6,
6/21/21,74,,,,,wwg,,6,
6/21/21,74,1233,1,3,0,www,,6,
6/21/21,74,1043,1,3,0,wy,,6,
6/21/21,74,,,,,wyy,,6,is ww = 1297 and collected
