"Date","Plot","Tag","Fl_stems","Fl_open","Fl_done","Q","Prev","Prev_date","Prev_note"
,2,1564,,,,,"2;0;3",2021-09-14,""
,10,1633,,,,,"1;1;0",2021-09-09,""
,21,1681,,,,,"1;0;2",2021-09-14,""
,39,1778,,,,,"1;0;1",2021-09-14,"pv"
,40,1852,,,,,"1;2;0",2021-09-09,""
,70,1533,,,,,"1;0;6",2021-09-14,""
,74,1714,,,,,"3;0;8",2021-08-31,""
