Plot,Tag,Tp,Q,Fl_stems,Fl_open,Fl_done,Last_date,Old_info,Old_q,Old_note
5,1159,wb,,,,,6/21/21,0;0;0,,yv
6,1128,,,,,,6/21/21,1;3;0,,
6,1138,w,,,,,6/21/21,0;0;0,,yv
6,1149,gw,,,,,6/21/21,1;1;0,,fl has no wings
6,1152,,,,,,6/21/21,1;4;0,,
6,1165,ww,,,,,6/21/21,1;4;0,,tp is ww
6,1211,,,,,,6/21/21,1;3;1,,
6,1300,r,,,,,6/21/21,1;3;0,,
7,1136,,,,,,6/21/21,1;3;0,,
7,1144,,,,,,6/21/21,1;2;0,,
7,1198,yw,,,,,6/21/21,0;0;0,,yv
7,1210,,,,,,6/21/21,0;0;0,,yv
8,1139,,,,,,6/21/21,1;2;0,,
8,1143,,,,,,6/21/21,1;2;0,,
8,1153,o,,,,,6/21/21,0;0;0,,yv
8,1157,,,,,,6/21/21,1;1;0,,
8,1168,b,,,,,6/21/21,1;1;0,,
8,1201,gg,,,,,6/21/21,0;0;0,,yv
8,1205,,,,,,6/21/21,0;0;0,,2yv
8,1307,wro,,,,,6/21/21,1;2;0,,
8,1313,,,,,,6/21/21,1;1;0,,
10,1217,,,,,,6/21/21,1;1;0,,yv
21,1172,w,,,,,6/21/21,1;1;0,,yv
24,1192,b,,,,,6/21/21,0;0;0,,yv
27,1202,o,,,,,6/21/21,0;0;0,,yv
28,1158,,,,,,6/21/21,0;0;0,,yv
28,1286,w,,,,,6/21/21,0;0;0,,2yv
34,1124,,,,,,6/21/21,0;0;0,,yv
36,1051,y,,,,,6/21/21,0;0;0,,yv
37,1137,,,,,,6/21/21,1;5;5,,
37,1140,,,,,,6/21/21,1;11;0,,
37,1148,rg,,,,,6/21/21,0;0;0,,yv
37,1185,,,,,,6/21/21,1;4;0,,
37,1190,,,,,,6/21/21,1;2;0,,
37,1310,,,,,,6/21/21,1;1;0,,
37,1312,,,,,,6/21/21,1;5;0,,
38,1224,bo,,,,,6/21/21,0;0;0,,yv
57,1057,ww,,,,,6/21/21,0;0;0,,yv
59,1025,w,,,,,6/21/21,1;6;0,,
59,1142,ww,,,,,6/21/21,2;9;0,,
59,1145,b,,,,,6/21/21,2;4;0,,
59,1147,o,,,,,6/21/21,1;3;0,,
59,1199,r,,,,,6/21/21,1;1;0,,
59,1301,g,,,,,6/21/21,3;15;0,,
62,1040,wgb,,,,,6/21/21,0;0;0,,yv
62,1045,ww,,,,,6/21/21,0;0;0,,yv
62,1065,wyr,,,,,6/21/21,1;1;0,,
62,1084,www,,,,,6/21/21,0;0;0,,yv
62,1134,,,,,,6/21/21,2;9;0,,
62,1150,,,,,,6/21/21,1;4;0,,
62,1151,,,,,,6/21/21,2;8;2,,
62,1166,wrb,,,,,6/21/21,0;0;0,,yv
62,1181,,,,,,6/21/21,2;6;0,,
62,1194,wgr,,,,,6/21/21,3;10;0,,
62,1220,yo,,,,,6/21/21,1;7;0,q,check tp dates
62,1255,rr,,,,,6/21/21,0;0;0,,yv
62,1260,wo,,,,,6/21/21,0;0;0,,yv
62,1276,wry,,,,,6/21/21,2;4;0,,
62,1315,b,,,,,6/21/21,1;3;0,,
70,1032,y,,,,,6/21/21,0;0;0,,2yv
70,1248,wr,,,,,6/21/21,0;0;0,,yv
71,1005,wro,,,,,6/21/21,0;0;0,,yv
71,1016,bo,,,,,6/21/21,0;0;0,,yv
71,1041,yr,,,,,6/21/21,1;1;0,,
71,1050,wggr,,,,,6/21/21,2;10;0,,
71,1052,r,,,,,6/21/21,0;0;0,,yv
71,1078,rro,,,,,6/21/21,1;2;0,,
71,1106,yy,,,,,6/21/21,2;1;1,,acc snapped off 1 uncounted fl
71,1289,ygg,,,,,6/21/21,1;1;0,,
71,1308,oy,,,,,6/21/21,1;8;0,,
73,1039,ygo,,,,,6/21/21,0;0;0,,yv
73,1067,wr,,,,,6/21/21,0;0;0,q,yv; tpq possibly ro but likely wr
73,1103,or,,,,,6/21/21,2;8;1,,
73,1107,,,,,,6/21/21,1;2;0,,
73,1108,y,,,,,6/21/21,1;4;0,,
73,1127,,,,,,6/21/21,1;4;1,,
73,1132,,,,,,6/21/21,1;4;3,,
73,1133,,,,,,6/21/21,1;3;2,,
73,1135,wb,,,,,6/21/21,1;4;0,,
73,1280,rr,,,,,6/21/21,1;8;0,,
74,1033,y,,,,,6/21/21,1;1;0,,
74,1043,wy,,,,,6/21/21,1;3;0,,
74,1046,bb,,,,,6/21/21,3;10;0,,2yv
74,1055,w,,,,,6/21/21,1;3;0,,
74,1056,ry,,,,,6/21/21,2;5;0,,
74,1071,by,,,,,6/21/21,1;6;0,,
74,1113,bo,,,,,6/21/21,0;0;0,,yv
74,1122,,,,,,6/21/21,1;7;0,,
74,1129,bwo,,,,,6/21/21,1;2;0,[q],[tp hard to read]
74,1131,,,,,,6/21/21,1;8;0,,
74,1223,rob,,,,,6/21/21,1;7;1,,
74,1233,www,,,,,6/21/21,1;3;0,,
74,1258,ro,,,,,6/21/21,0;0;0,[q],[tag hard to read]
74,1297,ww,,,,,6/21/21,2;9;0,[i],[is equal to another tp - will need to combine at some point]
76,1094,ww,,,,,6/21/21,1;1;0,,
76,1284,wb,,,,,6/21/21,1;1;0,,
79,1283,bo,,,,,6/21/21,1;1;0,,
