"Date","Plot","Tag","Fl_stems","Fl_open","Fl_done","Q","Prev","Prev_note"
,6,1561,,,,,"1;1;0","3pv"
,6,1669,,,,,"1;1;0",""
,7,1625,,,,,"0;0;0","pv"
,17,1626,,,,,"0;0;0","pv"
,17,1746,,,,,"0;0;0","3pv"
,37,1780,,,,,"1;1;0","pv"
,71,1779,,,,,"0;0;0","2pv"
,71,1809,,,,,"2;2;0","was prev untagged pv"
,73,1720,,,,,"1;1;0","do not include S neighbors"
,73,1810,,,,,"0;0;0","pv"
