"Date","Plot","Tag","Fl_stems","Fl_open","Fl_done","Q","Prev","Prev_date","Prev_note"
,10,1633,,,,,"1;1;0",2021-09-09,""
,23,1707,,,,,"1;0;2",2021-09-14,"pv"
,39,1778,,,,,"1;3;1",2021-09-14,""
,40,1852,,,,,"1;2;0",2021-09-14,""
,74,1714,,,,,"NA;NA;NA",2021-09-14,""
