"Date","Plot","Tag","Fl_stems","Fl_open","Fl_done","Q","Prev","Prev_date","Prev_note"
,2,1564,,,,,"2;1;2",2021-09-04,""
,10,1750,,,,,"2;0;5",2021-09-04,"unable to find third stem"
,21,1681,,,,,"1;1;1",2021-09-04,""
,39,1778,,,,,"1;0;1",2021-09-04,""
,70,1533,,,,,"1;1;5",2021-09-04,""
,74,1714,,,,,"3;0;8",2021-08-31,""
